-17.374065,-66.158862, Calle San Martín #100, Tupuraya, D12
-17.373002,-66.145729, Calle Bustillos #496, Tupuraya, D12
-17.367463,-66.166089, Calle Falsuri #497, Queru Queru Bajo, D12
-17.374386,-66.154248, Av. Blanco Galindo #498, Cala Cala Este, D12
-17.374589,-66.172332, Calle Canelas #499, Tupuraya, D12
-17.368574,-66.157491, Calle San Martín #500, Queru Queru Bajo, D12
-17.366693,-66.166255, Calle Bustillos #501, Cala Cala Este, D12
-17.382575,-66.169923, Calle Falsuri #502, Tupuraya, D12
-17.376466,-66.146565, Av. Blanco Galindo #503, Queru Queru Bajo, D12
-17.379893,-66.168028, Calle Canelas #504, Cala Cala Este, D12
-17.379455,-66.170509, Calle San Martín #505, Tupuraya, D12
-17.391698,-66.175636, Calle Bustillos #506, Queru Queru Bajo, D12
-17.384949,-66.171757, Calle Falsuri #507, Cala Cala Este, D12
-17.376650,-66.174660, Av. Blanco Galindo #508, Tupuraya, D12
-17.377298,-66.155688, Calle Canelas #509, Queru Queru Bajo, D12
-17.376293,-66.160134, Calle San Martín #510, Cala Cala Este, D12
-17.365960,-66.165514, Calle Bustillos #511, Tupuraya, D12
-17.379205,-66.164728, Calle Falsuri #512, Queru Queru Bajo, D12
-17.390304,-66.175797, Av. Blanco Galindo #513, Cala Cala Este, D12
-17.374334,-66.144262, Calle Canelas #514, Tupuraya, D12
-17.371014,-66.162563, Calle San Martín #515, Queru Queru Bajo, D12
-17.377718,-66.167842, Calle Bustillos #516, Cala Cala Este, D12
-17.380311,-66.169300, Calle Falsuri #517, Tupuraya, D12
-17.379720,-66.170385, Av. Blanco Galindo #518, Queru Queru Bajo, D12
-17.385011,-66.166663, Calle Canelas #519, Cala Cala Este, D12
-17.369680,-66.161743, Calle San Martín #520, Tupuraya, D12
-17.372452,-66.144361, Calle Bustillos #521, Queru Queru Bajo, D12
-17.379597,-66.171204, Calle Falsuri #522, Cala Cala Este, D12
-17.372910,-66.141605, Av. Blanco Galindo #523, Tupuraya, D12
-17.370710,-66.144878, Calle Canelas #524, Queru Queru Bajo, D12
-17.389723,-66.172360, Calle San Martín #525, Cala Cala Este, D12
-17.386942,-66.172672, Calle Bustillos #526, Tupuraya, D12
-17.368543,-66.165252, Calle Falsuri #527, Queru Queru Bajo, D12
-17.372125,-66.171526, Av. Blanco Galindo #528, Cala Cala Este, D12
-17.373592,-66.162431, Calle Canelas #529, Tupuraya, D12
-17.372378,-66.173069, Calle San Martín #530, Queru Queru Bajo, D12
-17.373568,-66.162336, Calle Bustillos #531, Cala Cala Este, D12
-17.392500,-66.176735, Calle Falsuri #532, Tupuraya, D12
-17.382998,-66.164953, Av. Blanco Galindo #533, Queru Queru Bajo, D12
-17.383288,-66.172434, Calle Canelas #534, Cala Cala Este, D12
-17.368157,-66.151433, Calle San Martín #535, Tupuraya, D12
-17.371502,-66.172439, Calle Bustillos #536, Queru Queru Bajo, D12
-17.378429,-66.169999, Calle Falsuri #537, Cala Cala Este, D12
-17.381242,-66.169631, Av. Blanco Galindo #538, Tupuraya, D12
-17.366811,-66.167466, Calle Canelas #539, Queru Queru Bajo, D12
-17.382572,-66.171893, Calle San Martín #540, Cala Cala Este, D12
-17.378885,-66.163091, Calle Bustillos #541, Tupuraya, D12
-17.391347,-66.176025, Calle Falsuri #542, Queru Queru Bajo, D12
-17.373773,-66.157910, Av. Blanco Galindo #543, Cala Cala Este, D12
-17.373351,-66.173443, Calle Canelas #544, Tupuraya, D12
-17.376553,-66.174765, Calle San Martín #545, Queru Queru Bajo, D12
-17.374475,-66.169659, Calle Bustillos #546, Cala Cala Este, D12
-17.368885,-66.169289, Calle Falsuri #547, Tupuraya, D12
-17.367516,-66.165686, Av. Blanco Galindo #548, Queru Queru Bajo, D12
-17.372351,-66.142894, Calle Canelas #549, Cala Cala Este, D12
-17.376858,-66.163636, Calle San Martín #550, Tupuraya, D12
-17.369626,-66.174239, Calle Bustillos #551, Queru Queru Bajo, D12
-17.383942,-66.175313, Calle Falsuri #552, Cala Cala Este, D12
-17.372396,-66.157729, Av. Blanco Galindo #553, Tupuraya, D12
-17.386556,-66.168473, Calle Canelas #554, Queru Queru Bajo, D12
-17.391956,-66.175034, Calle San Martín #555, Cala Cala Este, D12
-17.372543,-66.161773, Calle Bustillos #556, Tupuraya, D12
-17.370632,-66.153777, Calle Falsuri #557, Queru Queru Bajo, D12
-17.386521,-66.173114, Av. Blanco Galindo #558, Cala Cala Este, D12
-17.372321,-66.143652, Calle Canelas #559, Tupuraya, D12
-17.373667,-66.159487, Calle San Martín #560, Queru Queru Bajo, D12
-17.375936,-66.170747, Calle Bustillos #561, Cala Cala Este, D12
-17.373797,-66.141612, Calle Falsuri #562, Tupuraya, D12
-17.370650,-66.170155, Av. Blanco Galindo #563, Queru Queru Bajo, D12
-17.371300,-66.158086, Calle Canelas #564, Cala Cala Este, D12
-17.384738,-66.171544, Calle San Martín #565, Tupuraya, D12
-17.384035,-66.170921, Calle Bustillos #566, Queru Queru Bajo, D12
-17.374102,-66.171398, Calle Falsuri #567, Cala Cala Este, D12
-17.369967,-66.165926, Av. Blanco Galindo #568, Tupuraya, D12
-17.370682,-66.147087, Calle Canelas #569, Queru Queru Bajo, D12
-17.392452,-66.171203, Calle San Martín #570, Cala Cala Este, D12
-17.370729,-66.158587, Calle Bustillos #571, Tupuraya, D12
-17.368119,-66.152578, Calle Falsuri #572, Queru Queru Bajo, D12
-17.387532,-66.174689, Av. Blanco Galindo #573, Cala Cala Este, D12
-17.385104,-66.171204, Calle Canelas #574, Tupuraya, D12
-17.369647,-66.153996, Calle San Martín #575, Queru Queru Bajo, D12
-17.375072,-66.162097, Calle Bustillos #576, Cala Cala Este, D12
-17.370746,-66.165226, Calle Falsuri #577, Tupuraya, D12
-17.370064,-66.166909, Av. Blanco Galindo #578, Queru Queru Bajo, D12
-17.377540,-66.160241, Calle Canelas #579, Cala Cala Este, D12
-17.369759,-66.160437, Calle San Martín #580, Tupuraya, D12
-17.371144,-66.146272, Calle Bustillos #581, Queru Queru Bajo, D12
-17.369948,-66.149128, Calle Falsuri #582, Cala Cala Este, D12
-17.367342,-66.166548, Av. Blanco Galindo #583, Tupuraya, D12
-17.391082,-66.169940, Calle Canelas #584, Queru Queru Bajo, D12
-17.381710,-66.164573, Calle San Martín #585, Cala Cala Este, D12
-17.377087,-66.153899, Calle Bustillos #586, Tupuraya, D12
-17.377621,-66.167414, Calle Falsuri #587, Queru Queru Bajo, D12
-17.389076,-66.170278, Av. Blanco Galindo #588, Cala Cala Este, D12
-17.375996,-66.153856, Calle Canelas #589, Tupuraya, D12
-17.374080,-66.167918, Calle San Martín #590, Queru Queru Bajo, D12
-17.371743,-66.171289, Calle Bustillos #591, Cala Cala Este, D12
-17.389601,-66.170042, Calle Falsuri #592, Tupuraya, D12
-17.375008,-66.160818, Av. Blanco Galindo #593, Queru Queru Bajo, D12
-17.371264,-66.142631, Calle Canelas #594, Cala Cala Este, D12
-17.376725,-66.155257, Calle San Martín #595, Tupuraya, D12
-17.386876,-66.170478, Calle Bustillos #596, Queru Queru Bajo, D12
-17.368669,-66.171149, Calle Falsuri #597, Cala Cala Este, D12
-17.375562,-66.158811, Av. Blanco Galindo #598, Tupuraya, D12
-17.382467,-66.174303, Calle Canelas #599, Queru Queru Bajo, D12
-17.391726,-66.173859, Calle San Martín #600, Cala Cala Este, D12
-17.369700,-66.160911, Calle Bustillos #601, Tupuraya, D12
-17.368782,-66.160537, Calle Falsuri #602, Queru Queru Bajo, D12
-17.373080,-66.144619, Av. Blanco Galindo #603, Cala Cala Este, D12
-17.374308,-66.154081, Calle Canelas #604, Tupuraya, D12
-17.371557,-66.152211, Calle San Martín #605, Queru Queru Bajo, D12
-17.370653,-66.157924, Calle Bustillos #606, Cala Cala Este, D12
-17.371413,-66.174520, Calle Falsuri #607, Tupuraya, D12
-17.377484,-66.159850, Av. Blanco Galindo #608, Queru Queru Bajo, D12
-17.376279,-66.167641, Calle Canelas #609, Cala Cala Este, D12
-17.384060,-66.170989, Calle San Martín #610, Tupuraya, D12
-17.384881,-66.169766, Calle Bustillos #611, Queru Queru Bajo, D12
-17.371102,-66.171972, Calle Falsuri #612, Cala Cala Este, D12
-17.377589,-66.163234, Av. Blanco Galindo #613, Tupuraya, D12
-17.374313,-66.152327, Calle Canelas #614, Queru Queru Bajo, D12
-17.370980,-66.172236, Calle San Martín #615, Cala Cala Este, D12
-17.370577,-66.155206, Calle Bustillos #616, Tupuraya, D12
-17.384073,-66.174128, Calle Falsuri #617, Queru Queru Bajo, D12
-17.373903,-66.172299, Av. Blanco Galindo #618, Cala Cala Este, D12
-17.390466,-66.174427, Calle Canelas #619, Tupuraya, D12
-17.388186,-66.166133, Calle San Martín #620, Queru Queru Bajo, D12
-17.379942,-66.174105, Calle Bustillos #621, Cala Cala Este, D12
-17.371894,-66.143883, Calle Falsuri #622, Tupuraya, D12
-17.369625,-66.164977, Av. Blanco Galindo #623, Queru Queru Bajo, D12
-17.378310,-66.157558, Calle Canelas #624, Cala Cala Este, D12
-17.374331,-66.138493, Calle San Martín #625, Tupuraya, D12
-17.378864,-66.159381, Calle Bustillos #626, Queru Queru Bajo, D12
-17.375606,-66.174242, Calle Falsuri #627, Cala Cala Este, D12
-17.368546,-66.170666, Av. Blanco Galindo #628, Tupuraya, D12
-17.375019,-66.160395, Calle Canelas #629, Queru Queru Bajo, D12
-17.385453,-66.168919, Calle San Martín #630, Cala Cala Este, D12
-17.376702,-66.148089, Calle Bustillos #631, Tupuraya, D12
-17.377833,-66.170913, Calle Falsuri #632, Queru Queru Bajo, D12
-17.375124,-66.141095, Av. Blanco Galindo #633, Cala Cala Este, D12
-17.384331,-66.175509, Calle Canelas #634, Tupuraya, D12
-17.372388,-66.143966, Calle San Martín #635, Queru Queru Bajo, D12
-17.367983,-66.152270, Calle Bustillos #636, Cala Cala Este, D12
-17.372887,-66.162098, Calle Falsuri #637, Tupuraya, D12
-17.387082,-66.177282, Av. Blanco Galindo #638, Queru Queru Bajo, D12
-17.391171,-66.168853, Calle Canelas #639, Cala Cala Este, D12
-17.367175,-66.156074, Calle San Martín #640, Tupuraya, D12
-17.372746,-66.158878, Calle Bustillos #641, Queru Queru Bajo, D12
-17.369146,-66.154607, Calle Falsuri #642, Cala Cala Este, D12
-17.372846,-66.164608, Av. Blanco Galindo #643, Tupuraya, D12
-17.369960,-66.168429, Calle Canelas #644, Queru Queru Bajo, D12
-17.376193,-66.162367, Calle San Martín #645, Cala Cala Este, D12
-17.390222,-66.177344, Calle Bustillos #646, Tupuraya, D12
-17.370604,-66.150889, Calle Falsuri #647, Queru Queru Bajo, D12
-17.373136,-66.147597, Av. Blanco Galindo #648, Cala Cala Este, D12
-17.373018,-66.174407, Calle Canelas #649, Tupuraya, D12
-17.381795,-66.173397, Calle San Martín #650, Queru Queru Bajo, D12
-17.377286,-66.157241, Calle Bustillos #651, Cala Cala Este, D12
-17.376041,-66.171162, Calle Falsuri #652, Tupuraya, D12
-17.369726,-66.175810, Av. Blanco Galindo #653, Queru Queru Bajo, D12
-17.381898,-66.174305, Calle Canelas #654, Cala Cala Este, D12
-17.372270,-66.146086, Calle San Martín #655, Tupuraya, D12
-17.371418,-66.158948, Calle Bustillos #656, Queru Queru Bajo, D12
-17.377067,-66.161326, Calle Falsuri #657, Cala Cala Este, D12
-17.371283,-66.146803, Av. Blanco Galindo #658, Tupuraya, D12
-17.377049,-66.162838, Calle Canelas #659, Queru Queru Bajo, D12
-17.368529,-66.154555, Calle San Martín #660, Cala Cala Este, D12
-17.377359,-66.156886, Calle Bustillos #661, Tupuraya, D12
-17.374371,-66.171678, Calle Falsuri #662, Queru Queru Bajo, D12
-17.385738,-66.169467, Av. Blanco Galindo #663, Cala Cala Este, D12
-17.370292,-66.169974, Calle Canelas #664, Tupuraya, D12
-17.367410,-66.174122, Calle San Martín #665, Queru Queru Bajo, D12
-17.377453,-66.168326, Calle Bustillos #666, Cala Cala Este, D12
-17.377018,-66.169121, Calle Falsuri #667, Tupuraya, D12
-17.385379,-66.165214, Av. Blanco Galindo #668, Queru Queru Bajo, D12
-17.373929,-66.168996, Calle Canelas #669, Cala Cala Este, D12
-17.376379,-66.160387, Calle San Martín #670, Tupuraya, D12
-17.381406,-66.171088, Calle Bustillos #671, Queru Queru Bajo, D12
-17.374727,-66.165364, Calle Falsuri #672, Cala Cala Este, D12
-17.382026,-66.172523, Av. Blanco Galindo #673, Tupuraya, D12
-17.375399,-66.171455, Calle Canelas #674, Queru Queru Bajo, D12
-17.372633,-66.170552, Calle San Martín #675, Cala Cala Este, D12
-17.371768,-66.157715, Calle Bustillos #676, Tupuraya, D12
-17.386361,-66.173937, Calle Falsuri #677, Queru Queru Bajo, D12
-17.380190,-66.160842, Av. Blanco Galindo #678, Cala Cala Este, D12
-17.369545,-66.168066, Calle Canelas #679, Tupuraya, D12
-17.388475,-66.170031, Calle San Martín #680, Queru Queru Bajo, D12
-17.382086,-66.172209, Calle Bustillos #681, Cala Cala Este, D12
-17.368274,-66.169602, Calle Falsuri #682, Tupuraya, D12
-17.371184,-66.147447, Av. Blanco Galindo #683, Queru Queru Bajo, D12
-17.382480,-66.167419, Calle Canelas #684, Cala Cala Este, D12
-17.374002,-66.156314, Calle San Martín #685, Tupuraya, D12
-17.386746,-66.168493, Calle Bustillos #686, Queru Queru Bajo, D12
-17.377329,-66.165352, Calle Falsuri #687, Cala Cala Este, D12
-17.377396,-66.158185, Av. Blanco Galindo #688, Tupuraya, D12
-17.371120,-66.145449, Calle Canelas #689, Queru Queru Bajo, D12
-17.392801,-66.169067, Calle San Martín #690, Cala Cala Este, D12
-17.376015,-66.152992, Calle Bustillos #691, Tupuraya, D12
-17.375774,-66.169487, Calle Falsuri #692, Queru Queru Bajo, D12
-17.391012,-66.178417, Av. Blanco Galindo #693, Cala Cala Este, D12
-17.371731,-66.161795, Calle Canelas #694, Tupuraya, D12
-17.372861,-66.168815, Calle San Martín #695, Queru Queru Bajo, D12
-17.385159,-66.166828, Calle Bustillos #696, Cala Cala Este, D12
-17.375843,-66.148408, Calle Falsuri #697, Tupuraya, D12
-17.369784,-66.161572, Av. Blanco Galindo #698, Queru Queru Bajo, D12
-17.375255,-66.143029, Calle Canelas #699, Cala Cala Este, D12
-17.375051,-66.173803, Calle San Martín #700, Tupuraya, D12
-17.376701,-66.165585, Calle Bustillos #701, Queru Queru Bajo, D12
-17.368537,-66.156390, Calle Falsuri #702, Cala Cala Este, D12
-17.390707,-66.169481, Av. Blanco Galindo #703, Tupuraya, D12
-17.372901,-66.159313, Calle Canelas #704, Queru Queru Bajo, D12
-17.388456,-66.173895, Calle San Martín #705, Cala Cala Este, D12
-17.373866,-66.159114, Calle Bustillos #706, Tupuraya, D12
-17.368750,-66.172564, Calle Falsuri #707, Queru Queru Bajo, D12
-17.381837,-66.169050, Av. Blanco Galindo #708, Cala Cala Este, D12
-17.391861,-66.174492, Calle Canelas #709, Tupuraya, D12
-17.388721,-66.174642, Calle San Martín #710, Queru Queru Bajo, D12
-17.375484,-66.159485, Calle Bustillos #711, Cala Cala Este, D12
-17.372202,-66.143323, Calle Falsuri #712, Tupuraya, D12
-17.371592,-66.154606, Av. Blanco Galindo #713, Queru Queru Bajo, D12
-17.375831,-66.148493, Calle Canelas #714, Cala Cala Este, D12
-17.368435,-66.160812, Calle San Martín #715, Tupuraya, D12
-17.379637,-66.158548, Calle Bustillos #716, Queru Queru Bajo, D12
-17.371537,-66.151540, Calle Falsuri #717, Cala Cala Este, D12
-17.389195,-66.177586, Av. Blanco Galindo #718, Tupuraya, D12
-17.387119,-66.167799, Calle Canelas #719, Queru Queru Bajo, D12
-17.380368,-66.161301, Calle San Martín #720, Cala Cala Este, D12
-17.380163,-66.166961, Calle Bustillos #721, Tupuraya, D12
-17.388006,-66.177458, Calle Falsuri #722, Queru Queru Bajo, D12
-17.388717,-66.171862, Av. Blanco Galindo #723, Cala Cala Este, D12
-17.377385,-66.165130, Calle Canelas #724, Tupuraya, D12
-17.369482,-66.165970, Calle San Martín #725, Queru Queru Bajo, D12
-17.374649,-66.169071, Calle Bustillos #726, Cala Cala Este, D12
-17.369048,-66.163595, Calle Falsuri #727, Tupuraya, D12
-17.387309,-66.172341, Av. Blanco Galindo #728, Queru Queru Bajo, D12
-17.376960,-66.165190, Calle Canelas #729, Cala Cala Este, D12
-17.376886,-66.161226, Calle San Martín #730, Tupuraya, D12
-17.375227,-66.170987, Calle Bustillos #731, Queru Queru Bajo, D12
-17.369881,-66.172469, Calle Falsuri #732, Cala Cala Este, D12
-17.373345,-66.147937, Av. Blanco Galindo #733, Tupuraya, D12
-17.374348,-66.174572, Calle Canelas #734, Queru Queru Bajo, D12
-17.375329,-66.172638, Calle San Martín #735, Cala Cala Este, D12
-17.372246,-66.170608, Calle Bustillos #736, Tupuraya, D12
-17.385745,-66.169218, Calle Falsuri #737, Queru Queru Bajo, D12
-17.372258,-66.157086, Av. Blanco Galindo #738, Cala Cala Este, D12
-17.376336,-66.165811, Calle Canelas #739, Tupuraya, D12
-17.372052,-66.170660, Calle San Martín #740, Queru Queru Bajo, D12
-17.385877,-66.174576, Calle Bustillos #741, Cala Cala Este, D12
-17.368839,-66.169120, Calle Falsuri #742, Tupuraya, D12
-17.369745,-66.158862, Av. Blanco Galindo #743, Queru Queru Bajo, D12
-17.371178,-66.147702, Calle Canelas #744, Cala Cala Este, D12
-17.368605,-66.158809, Calle San Martín #745, Tupuraya, D12
-17.371701,-66.161586, Calle Bustillos #746, Queru Queru Bajo, D12
-17.383259,-66.173797, Calle Falsuri #747, Cala Cala Este, D12
-17.370546,-66.146515, Av. Blanco Galindo #748, Tupuraya, D12
-17.379615,-66.167937, Calle Canelas #749, Queru Queru Bajo, D12
-17.378176,-66.168441, Calle San Martín #750, Cala Cala Este, D12
-17.383272,-66.171751, Calle Bustillos #751, Tupuraya, D12
-17.381253,-66.175331, Calle Falsuri #752, Queru Queru Bajo, D12
-17.381054,-66.163626, Av. Blanco Galindo #753, Cala Cala Este, D12
-17.376165,-66.160986, Calle Canelas #754, Tupuraya, D12
-17.372669,-66.154452, Calle San Martín #755, Queru Queru Bajo, D12
-17.367314,-66.163293, Calle Bustillos #756, Cala Cala Este, D12
-17.378932,-66.173951, Calle Falsuri #757, Tupuraya, D12
-17.388961,-66.173276, Av. Blanco Galindo #758, Queru Queru Bajo, D12
-17.374799,-66.159538, Calle Canelas #759, Cala Cala Este, D12
-17.378715,-66.156079, Calle San Martín #760, Tupuraya, D12
-17.382513,-66.170286, Calle Bustillos #761, Queru Queru Bajo, D12
-17.369217,-66.169131, Calle Falsuri #762, Cala Cala Este, D12
-17.389711,-66.169877, Av. Blanco Galindo #763, Tupuraya, D12
-17.372847,-66.144312, Calle Canelas #764, Queru Queru Bajo, D12
-17.384202,-66.166851, Calle San Martín #765, Cala Cala Este, D12
-17.377329,-66.149187, Calle Bustillos #766, Tupuraya, D12
-17.368366,-66.163334, Calle Falsuri #767, Queru Queru Bajo, D12
-17.370520,-66.166984, Av. Blanco Galindo #768, Cala Cala Este, D12
-17.392540,-66.173905, Calle Canelas #769, Tupuraya, D12
-17.368299,-66.162095, Calle San Martín #770, Queru Queru Bajo, D12
-17.366930,-66.159460, Calle Bustillos #771, Cala Cala Este, D12
-17.370264,-66.166468, Calle Falsuri #772, Tupuraya, D12
-17.375434,-66.168155, Av. Blanco Galindo #773, Queru Queru Bajo, D12
-17.369065,-66.169418, Calle Canelas #774, Cala Cala Este, D12
-17.370045,-66.164275, Calle San Martín #775, Tupuraya, D12
-17.387015,-66.168525, Calle Bustillos #776, Queru Queru Bajo, D12
-17.374645,-66.169317, Calle Falsuri #777, Cala Cala Este, D12
-17.368391,-66.161175, Av. Blanco Galindo #778, Tupuraya, D12
-17.368688,-66.166172, Calle Canelas #779, Queru Queru Bajo, D12
-17.370361,-66.168059, Calle San Martín #780, Cala Cala Este, D12
-17.384376,-66.169955, Calle Bustillos #781, Tupuraya, D12
-17.369691,-66.153729, Calle Falsuri #782, Queru Queru Bajo, D12
-17.373229,-66.141992, Av. Blanco Galindo #783, Cala Cala Este, D12
-17.369664,-66.167886, Calle Canelas #784, Tupuraya, D12
-17.374491,-66.160294, Calle San Martín #785, Queru Queru Bajo, D12
-17.388634,-66.176587, Calle Bustillos #786, Cala Cala Este, D12
-17.371697,-66.168631, Calle Falsuri #787, Tupuraya, D12
-17.376216,-66.160315, Av. Blanco Galindo #788, Queru Queru Bajo, D12
-17.376643,-66.149499, Calle Canelas #789, Cala Cala Este, D12
-17.374579,-66.154140, Calle San Martín #790, Tupuraya, D12
-17.373456,-66.157187, Calle Bustillos #791, Queru Queru Bajo, D12
-17.389843,-66.173521, Calle Falsuri #792, Cala Cala Este, D12
-17.377460,-66.168140, Av. Blanco Galindo #793, Tupuraya, D12
-17.369024,-66.161379, Calle Canelas #794, Queru Queru Bajo, D12
-17.373290,-66.140313, Calle San Martín #795, Cala Cala Este, D12
-17.377402,-66.148821, Calle Bustillos #796, Tupuraya, D12
-17.387474,-66.165884, Calle Falsuri #797, Queru Queru Bajo, D12
-17.369030,-66.151226, Av. Blanco Galindo #798, Cala Cala Este, D12
-17.390909,-66.170198, Calle Canelas #799, Tupuraya, D12
-17.373779,-66.173821, Calle San Martín #800, Queru Queru Bajo, D12
-17.367528,-66.165446, Calle Bustillos #801, Cala Cala Este, D12
-17.374063,-66.172505, Calle Falsuri #802, Tupuraya, D12
-17.374837,-66.139471, Av. Blanco Galindo #803, Queru Queru Bajo, D12
-17.388617,-66.175047, Calle Canelas #804, Cala Cala Este, D12
