-17.368206,-66.127676, Calle Bolívar #100, Queru Queru, D1
-17.360088,-66.145524, Calle Aroma #528, Mesadilla, D1
-17.373493,-66.120619, Calle Baptista #529, Queru Queru, D1
-17.365012,-66.138779, Calle Bolívar #530, Aranjuez, D1
-17.370243,-66.114520, Calle Sucre #531, Mesadilla, D1
-17.367867,-66.109033, Av. Ayacucho #532, Queru Queru, D1
-17.363767,-66.134309, Calle Aroma #533, Aranjuez, D1
-17.369925,-66.133413, Calle Baptista #534, Mesadilla, D1
-17.363528,-66.134212, Calle Bolívar #535, Queru Queru, D1
-17.373067,-66.124276, Calle Sucre #536, Aranjuez, D1
-17.368486,-66.110902, Av. Ayacucho #537, Mesadilla, D1
-17.374103,-66.136094, Calle Aroma #538, Queru Queru, D1
-17.367671,-66.129346, Calle Baptista #539, Aranjuez, D1
-17.373793,-66.131818, Calle Bolívar #540, Mesadilla, D1
-17.369981,-66.110788, Calle Sucre #541, Queru Queru, D1
-17.362082,-66.144012, Av. Ayacucho #542, Aranjuez, D1
-17.369837,-66.135058, Calle Aroma #543, Mesadilla, D1
-17.370369,-66.140385, Calle Baptista #544, Queru Queru, D1
-17.378955,-66.127157, Calle Bolívar #545, Aranjuez, D1
-17.369734,-66.127241, Calle Sucre #546, Mesadilla, D1
-17.379434,-66.121993, Av. Ayacucho #547, Queru Queru, D1
-17.373110,-66.129832, Calle Aroma #548, Aranjuez, D1
-17.362691,-66.127382, Calle Baptista #549, Mesadilla, D1
-17.364884,-66.133000, Calle Bolívar #550, Queru Queru, D1
-17.366967,-66.119785, Calle Sucre #551, Aranjuez, D1
-17.373893,-66.121279, Av. Ayacucho #552, Mesadilla, D1
-17.365107,-66.123538, Calle Aroma #553, Queru Queru, D1
-17.376523,-66.117576, Calle Baptista #554, Aranjuez, D1
-17.366591,-66.118253, Calle Bolívar #555, Mesadilla, D1
-17.374638,-66.121670, Calle Sucre #556, Queru Queru, D1
-17.368334,-66.138458, Av. Ayacucho #557, Aranjuez, D1
-17.372915,-66.123415, Calle Aroma #558, Mesadilla, D1
-17.370542,-66.113564, Calle Baptista #559, Queru Queru, D1
-17.375889,-66.115586, Calle Bolívar #560, Aranjuez, D1
-17.367012,-66.132219, Calle Sucre #561, Mesadilla, D1
-17.367785,-66.112328, Av. Ayacucho #562, Queru Queru, D1
-17.371573,-66.122070, Calle Aroma #563, Aranjuez, D1
-17.362783,-66.137487, Calle Baptista #564, Mesadilla, D1
-17.364771,-66.145062, Calle Bolívar #565, Queru Queru, D1
-17.369915,-66.140900, Calle Sucre #566, Aranjuez, D1
-17.365369,-66.124053, Av. Ayacucho #567, Mesadilla, D1
-17.366800,-66.123889, Calle Aroma #568, Queru Queru, D1
-17.365662,-66.109361, Calle Baptista #569, Aranjuez, D1
-17.370728,-66.117667, Calle Bolívar #570, Mesadilla, D1
-17.358492,-66.148613, Calle Sucre #571, Queru Queru, D1
-17.364269,-66.141935, Av. Ayacucho #572, Aranjuez, D1
-17.378135,-66.128855, Calle Aroma #573, Mesadilla, D1
-17.365287,-66.133982, Calle Baptista #574, Queru Queru, D1
-17.362750,-66.140665, Calle Bolívar #575, Aranjuez, D1
-17.373437,-66.112141, Calle Sucre #576, Mesadilla, D1
-17.372282,-66.135591, Av. Ayacucho #577, Queru Queru, D1
-17.378560,-66.117823, Calle Aroma #578, Aranjuez, D1
-17.370199,-66.136709, Calle Baptista #579, Mesadilla, D1
-17.367625,-66.124995, Calle Bolívar #580, Queru Queru, D1
-17.371541,-66.115197, Calle Sucre #581, Aranjuez, D1
-17.364814,-66.137030, Av. Ayacucho #582, Mesadilla, D1
-17.372065,-66.124647, Calle Aroma #583, Queru Queru, D1
-17.379564,-66.127530, Calle Baptista #584, Aranjuez, D1
-17.368221,-66.120240, Calle Bolívar #585, Mesadilla, D1
-17.365364,-66.134243, Calle Sucre #586, Queru Queru, D1
-17.376984,-66.128920, Av. Ayacucho #587, Aranjuez, D1
-17.371782,-66.129578, Calle Aroma #588, Mesadilla, D1
-17.365426,-66.119662, Calle Baptista #589, Queru Queru, D1
-17.359683,-66.147689, Calle Bolívar #590, Aranjuez, D1
-17.370039,-66.127226, Calle Sucre #591, Mesadilla, D1
-17.368135,-66.131479, Av. Ayacucho #592, Queru Queru, D1
-17.367163,-66.122623, Calle Aroma #593, Aranjuez, D1
-17.374328,-66.124322, Calle Baptista #594, Mesadilla, D1
-17.370408,-66.113308, Calle Bolívar #595, Queru Queru, D1
-17.373868,-66.115784, Calle Sucre #596, Aranjuez, D1
-17.367349,-66.125629, Av. Ayacucho #597, Mesadilla, D1
-17.364059,-66.145716, Calle Aroma #598, Queru Queru, D1
-17.372919,-66.116879, Calle Baptista #599, Aranjuez, D1
-17.371497,-66.114095, Calle Bolívar #600, Mesadilla, D1
-17.362158,-66.142997, Calle Sucre #601, Queru Queru, D1
-17.365445,-66.121232, Av. Ayacucho #602, Aranjuez, D1
-17.373121,-66.134806, Calle Aroma #603, Mesadilla, D1
-17.363857,-66.131518, Calle Baptista #604, Queru Queru, D1
-17.371752,-66.116210, Calle Bolívar #605, Aranjuez, D1
-17.367626,-66.129274, Calle Sucre #606, Mesadilla, D1
-17.370969,-66.125440, Av. Ayacucho #607, Queru Queru, D1
-17.368486,-66.127199, Calle Aroma #608, Aranjuez, D1
-17.363278,-66.148608, Calle Baptista #609, Mesadilla, D1
-17.368041,-66.118163, Calle Bolívar #610, Queru Queru, D1
-17.368452,-66.119327, Calle Sucre #611, Aranjuez, D1
-17.369237,-66.111980, Av. Ayacucho #612, Mesadilla, D1
-17.370478,-66.129286, Calle Aroma #613, Queru Queru, D1
-17.364053,-66.149092, Calle Baptista #614, Aranjuez, D1
-17.371239,-66.123495, Calle Bolívar #615, Mesadilla, D1
-17.366309,-66.132604, Calle Sucre #616, Queru Queru, D1
-17.370595,-66.140538, Av. Ayacucho #617, Aranjuez, D1
-17.371688,-66.128244, Calle Aroma #618, Mesadilla, D1
-17.365051,-66.122600, Calle Baptista #619, Queru Queru, D1
-17.374514,-66.129494, Calle Bolívar #620, Aranjuez, D1
-17.378001,-66.116804, Calle Sucre #621, Mesadilla, D1
-17.367855,-66.116516, Av. Ayacucho #622, Queru Queru, D1
-17.365824,-66.140093, Calle Aroma #623, Aranjuez, D1
-17.364863,-66.136460, Calle Baptista #624, Mesadilla, D1
-17.364067,-66.120698, Calle Bolívar #625, Queru Queru, D1
-17.365695,-66.107671, Calle Sucre #626, Aranjuez, D1
-17.379093,-66.127480, Av. Ayacucho #627, Mesadilla, D1
-17.379761,-66.123714, Calle Aroma #628, Queru Queru, D1
-17.368939,-66.132856, Calle Baptista #629, Aranjuez, D1
-17.372019,-66.127866, Calle Bolívar #630, Mesadilla, D1
-17.368278,-66.114210, Calle Sucre #631, Queru Queru, D1
-17.365475,-66.135623, Av. Ayacucho #632, Aranjuez, D1
-17.363464,-66.127016, Calle Aroma #633, Mesadilla, D1
-17.364185,-66.121746, Calle Baptista #634, Queru Queru, D1
-17.372692,-66.132594, Calle Bolívar #635, Aranjuez, D1
-17.378714,-66.123380, Calle Sucre #636, Mesadilla, D1
-17.368777,-66.124798, Av. Ayacucho #637, Queru Queru, D1
-17.366922,-66.144819, Calle Aroma #638, Aranjuez, D1
-17.375492,-66.125575, Calle Baptista #639, Mesadilla, D1
-17.369153,-66.116641, Calle Bolívar #640, Queru Queru, D1
-17.364371,-66.141867, Calle Sucre #641, Aranjuez, D1
-17.364793,-66.145450, Av. Ayacucho #642, Mesadilla, D1
-17.369061,-66.128664, Calle Aroma #643, Queru Queru, D1
-17.369814,-66.118882, Calle Baptista #644, Aranjuez, D1
-17.368582,-66.134474, Calle Bolívar #645, Mesadilla, D1
-17.362583,-66.140316, Calle Sucre #646, Queru Queru, D1
-17.364179,-66.140758, Av. Ayacucho #647, Aranjuez, D1
-17.369879,-66.135215, Calle Aroma #648, Mesadilla, D1
-17.378931,-66.123419, Calle Baptista #649, Queru Queru, D1
-17.373499,-66.112695, Calle Bolívar #650, Aranjuez, D1
-17.373271,-66.128627, Calle Sucre #651, Mesadilla, D1
-17.371325,-66.127703, Av. Ayacucho #652, Queru Queru, D1
-17.369600,-66.141231, Calle Aroma #653, Aranjuez, D1
-17.373217,-66.114573, Calle Baptista #654, Mesadilla, D1
-17.377153,-66.121693, Calle Bolívar #655, Queru Queru, D1
-17.363336,-66.143536, Calle Sucre #656, Aranjuez, D1
-17.371048,-66.113735, Av. Ayacucho #657, Mesadilla, D1
-17.372753,-66.111495, Calle Aroma #658, Queru Queru, D1
-17.375761,-66.116630, Calle Baptista #659, Aranjuez, D1
-17.370915,-66.136698, Calle Bolívar #660, Mesadilla, D1
-17.368503,-66.119174, Calle Sucre #661, Queru Queru, D1
-17.370169,-66.128315, Av. Ayacucho #662, Aranjuez, D1
-17.368372,-66.134208, Calle Aroma #663, Mesadilla, D1
-17.361311,-66.143500, Calle Baptista #664, Queru Queru, D1
-17.365275,-66.120741, Calle Bolívar #665, Aranjuez, D1
-17.371895,-66.120085, Calle Sucre #666, Mesadilla, D1
-17.366021,-66.116652, Av. Ayacucho #667, Queru Queru, D1
-17.374953,-66.127862, Calle Aroma #668, Aranjuez, D1
-17.369458,-66.127701, Calle Baptista #669, Mesadilla, D1
-17.372427,-66.134015, Calle Bolívar #670, Queru Queru, D1
-17.365369,-66.127520, Calle Sucre #671, Aranjuez, D1
-17.372266,-66.121709, Av. Ayacucho #672, Mesadilla, D1
-17.366586,-66.128710, Calle Aroma #673, Queru Queru, D1
-17.366538,-66.133456, Calle Baptista #674, Aranjuez, D1
-17.369110,-66.130815, Calle Bolívar #675, Mesadilla, D1
-17.373398,-66.113632, Calle Sucre #676, Queru Queru, D1
-17.373912,-66.122522, Av. Ayacucho #677, Aranjuez, D1
-17.379548,-66.129052, Calle Aroma #678, Mesadilla, D1
-17.364832,-66.131918, Calle Baptista #679, Queru Queru, D1
-17.364566,-66.135634, Calle Bolívar #680, Aranjuez, D1
-17.373236,-66.131980, Calle Sucre #681, Mesadilla, D1
-17.371121,-66.128827, Av. Ayacucho #682, Queru Queru, D1
-17.378879,-66.124059, Calle Aroma #683, Aranjuez, D1
-17.378701,-66.118064, Calle Baptista #684, Mesadilla, D1
-17.362032,-66.137123, Calle Bolívar #685, Queru Queru, D1
-17.379199,-66.128401, Calle Sucre #686, Aranjuez, D1
-17.369827,-66.130498, Av. Ayacucho #687, Mesadilla, D1
-17.368219,-66.112873, Calle Aroma #688, Queru Queru, D1
-17.364935,-66.137765, Calle Baptista #689, Aranjuez, D1
-17.365128,-66.118774, Calle Bolívar #690, Mesadilla, D1
-17.373682,-66.136753, Calle Sucre #691, Queru Queru, D1
-17.362209,-66.137332, Av. Ayacucho #692, Aranjuez, D1
-17.374592,-66.130036, Calle Aroma #693, Mesadilla, D1
-17.364676,-66.129301, Calle Baptista #694, Queru Queru, D1
-17.375843,-66.122712, Calle Bolívar #695, Aranjuez, D1
-17.375442,-66.128364, Calle Sucre #696, Mesadilla, D1
-17.361529,-66.142377, Av. Ayacucho #697, Queru Queru, D1
-17.376486,-66.114841, Calle Aroma #698, Aranjuez, D1
-17.364762,-66.144280, Calle Baptista #699, Mesadilla, D1
-17.371584,-66.122609, Calle Bolívar #700, Queru Queru, D1
-17.364767,-66.134561, Calle Sucre #701, Aranjuez, D1
-17.376022,-66.129272, Av. Ayacucho #702, Mesadilla, D1
-17.366557,-66.139330, Calle Aroma #703, Queru Queru, D1
-17.368095,-66.135752, Calle Baptista #704, Aranjuez, D1
-17.370854,-66.119012, Calle Bolívar #705, Mesadilla, D1
-17.366214,-66.122678, Calle Sucre #706, Queru Queru, D1
-17.368080,-66.120342, Av. Ayacucho #707, Aranjuez, D1
-17.365617,-66.121395, Calle Aroma #708, Mesadilla, D1
-17.367226,-66.119070, Calle Baptista #709, Queru Queru, D1
-17.367537,-66.113732, Calle Bolívar #710, Aranjuez, D1
-17.370125,-66.136578, Calle Sucre #711, Mesadilla, D1
-17.366838,-66.135044, Av. Ayacucho #712, Queru Queru, D1
-17.367892,-66.120214, Calle Aroma #713, Aranjuez, D1
-17.376384,-66.117687, Calle Baptista #714, Mesadilla, D1
-17.370149,-66.129007, Calle Bolívar #715, Queru Queru, D1
-17.371183,-66.112364, Calle Sucre #716, Aranjuez, D1
-17.364438,-66.131556, Av. Ayacucho #717, Mesadilla, D1
-17.366487,-66.108252, Calle Aroma #718, Queru Queru, D1
-17.375947,-66.124202, Calle Baptista #719, Aranjuez, D1
-17.364865,-66.138093, Calle Bolívar #720, Mesadilla, D1
-17.373776,-66.127372, Calle Sucre #721, Queru Queru, D1
-17.364801,-66.120928, Av. Ayacucho #722, Aranjuez, D1
-17.368742,-66.110379, Calle Aroma #723, Mesadilla, D1
-17.365558,-66.119730, Calle Baptista #724, Queru Queru, D1
-17.370341,-66.133514, Calle Bolívar #725, Aranjuez, D1
-17.374186,-66.121792, Calle Sucre #726, Mesadilla, D1
-17.371387,-66.124710, Av. Ayacucho #727, Queru Queru, D1
-17.377145,-66.119576, Calle Aroma #728, Aranjuez, D1
-17.368154,-66.141643, Calle Baptista #729, Mesadilla, D1
-17.367276,-66.134510, Calle Bolívar #730, Queru Queru, D1
-17.372688,-66.119945, Calle Sucre #731, Aranjuez, D1
-17.364914,-66.129588, Av. Ayacucho #732, Mesadilla, D1
-17.367895,-66.140815, Calle Aroma #733, Queru Queru, D1
-17.366682,-66.109750, Calle Baptista #734, Aranjuez, D1
-17.370243,-66.133529, Calle Bolívar #735, Mesadilla, D1
-17.373700,-66.114352, Calle Sucre #736, Queru Queru, D1
-17.365223,-66.142948, Av. Ayacucho #737, Aranjuez, D1
-17.371953,-66.120706, Calle Aroma #738, Mesadilla, D1
-17.368223,-66.119613, Calle Baptista #739, Queru Queru, D1
-17.367823,-66.145938, Calle Bolívar #740, Aranjuez, D1
-17.363283,-66.144352, Calle Sucre #741, Mesadilla, D1
-17.375834,-66.123044, Av. Ayacucho #742, Queru Queru, D1
-17.370162,-66.138427, Calle Aroma #743, Aranjuez, D1
-17.371308,-66.122233, Calle Baptista #744, Mesadilla, D1
-17.367097,-66.146788, Calle Bolívar #745, Queru Queru, D1
-17.371328,-66.111180, Calle Sucre #746, Aranjuez, D1
-17.371980,-66.121211, Av. Ayacucho #747, Mesadilla, D1
-17.369235,-66.118430, Calle Aroma #748, Queru Queru, D1
-17.367674,-66.130325, Calle Baptista #749, Aranjuez, D1
-17.379753,-66.122917, Calle Bolívar #750, Mesadilla, D1
-17.375707,-66.120961, Calle Sucre #751, Queru Queru, D1
-17.374362,-66.121841, Av. Ayacucho #752, Aranjuez, D1
-17.370095,-66.111849, Calle Aroma #753, Mesadilla, D1
-17.377569,-66.125186, Calle Baptista #754, Queru Queru, D1
-17.375346,-66.117717, Calle Bolívar #755, Aranjuez, D1
-17.373438,-66.117316, Calle Sucre #756, Mesadilla, D1
-17.375004,-66.126678, Av. Ayacucho #757, Queru Queru, D1
-17.359682,-66.146923, Calle Aroma #758, Aranjuez, D1
-17.368474,-66.139952, Calle Baptista #759, Mesadilla, D1
-17.364049,-66.132591, Calle Bolívar #760, Queru Queru, D1
-17.378549,-66.120005, Calle Sucre #761, Aranjuez, D1
-17.373859,-66.112904, Av. Ayacucho #762, Mesadilla, D1
-17.364993,-66.139668, Calle Aroma #763, Queru Queru, D1
-17.366111,-66.111454, Calle Baptista #764, Aranjuez, D1
-17.378137,-66.119399, Calle Bolívar #765, Mesadilla, D1
-17.364478,-66.136568, Calle Sucre #766, Queru Queru, D1
-17.376179,-66.123637, Av. Ayacucho #767, Aranjuez, D1
-17.370633,-66.132851, Calle Aroma #768, Mesadilla, D1
-17.370336,-66.126565, Calle Baptista #769, Queru Queru, D1
-17.373960,-66.125560, Calle Bolívar #770, Aranjuez, D1
-17.368428,-66.143337, Calle Sucre #771, Mesadilla, D1
-17.365117,-66.122237, Av. Ayacucho #772, Queru Queru, D1
-17.367493,-66.124597, Calle Aroma #773, Aranjuez, D1
-17.362738,-66.143268, Calle Baptista #774, Mesadilla, D1
-17.366247,-66.118772, Calle Bolívar #775, Queru Queru, D1
-17.369513,-66.114520, Calle Sucre #776, Aranjuez, D1
-17.379635,-66.122116, Av. Ayacucho #777, Mesadilla, D1
-17.367220,-66.116238, Calle Aroma #778, Queru Queru, D1
-17.365870,-66.136581, Calle Baptista #779, Aranjuez, D1
-17.376482,-66.125454, Calle Bolívar #780, Mesadilla, D1
-17.360193,-66.146236, Calle Sucre #781, Queru Queru, D1
-17.366823,-66.123682, Av. Ayacucho #782, Aranjuez, D1
-17.367842,-66.124143, Calle Aroma #783, Mesadilla, D1
-17.376153,-66.117010, Calle Baptista #784, Queru Queru, D1
-17.358972,-66.147546, Calle Bolívar #785, Aranjuez, D1
-17.365211,-66.146286, Calle Sucre #786, Mesadilla, D1
-17.373213,-66.129616, Av. Ayacucho #787, Queru Queru, D1
-17.371627,-66.112242, Calle Aroma #788, Aranjuez, D1
-17.363878,-66.148523, Calle Baptista #789, Mesadilla, D1
-17.372640,-66.129684, Calle Bolívar #790, Queru Queru, D1
-17.368392,-66.120402, Calle Sucre #791, Aranjuez, D1
-17.372593,-66.135182, Av. Ayacucho #792, Mesadilla, D1
-17.377473,-66.119076, Calle Aroma #793, Queru Queru, D1
-17.368817,-66.138091, Calle Baptista #794, Aranjuez, D1
-17.373083,-66.113579, Calle Bolívar #795, Mesadilla, D1
-17.374915,-66.127172, Calle Sucre #796, Queru Queru, D1
-17.364047,-66.144386, Av. Ayacucho #797, Aranjuez, D1
-17.372618,-66.125507, Calle Aroma #798, Mesadilla, D1
-17.364746,-66.127683, Calle Baptista #799, Queru Queru, D1
-17.365675,-66.141903, Calle Bolívar #800, Aranjuez, D1
-17.372216,-66.136374, Calle Sucre #801, Mesadilla, D1
-17.377706,-66.120565, Av. Ayacucho #802, Queru Queru, D1
-17.367920,-66.129325, Calle Aroma #803, Aranjuez, D1
-17.377339,-66.121079, Calle Baptista #804, Mesadilla, D1
-17.372456,-66.124294, Calle Bolívar #805, Queru Queru, D1
-17.371011,-66.122671, Calle Sucre #806, Aranjuez, D1
-17.368475,-66.112371, Av. Ayacucho #807, Mesadilla, D1
-17.376200,-66.119123, Calle Aroma #808, Queru Queru, D1
-17.364346,-66.120312, Calle Baptista #809, Aranjuez, D1
-17.365462,-66.142697, Calle Bolívar #810, Mesadilla, D1
-17.379420,-66.123653, Calle Sucre #811, Queru Queru, D1
-17.360540,-66.149351, Av. Ayacucho #812, Aranjuez, D1
-17.365842,-66.147327, Calle Aroma #813, Mesadilla, D1
-17.376002,-66.116225, Calle Baptista #814, Queru Queru, D1
-17.366801,-66.126702, Calle Bolívar #815, Aranjuez, D1
-17.369424,-66.122049, Calle Sucre #816, Mesadilla, D1
-17.370931,-66.129382, Av. Ayacucho #817, Queru Queru, D1
-17.372670,-66.123589, Calle Aroma #818, Aranjuez, D1
-17.376613,-66.115128, Calle Baptista #819, Mesadilla, D1
-17.377889,-66.125225, Calle Bolívar #820, Queru Queru, D1
-17.376643,-66.130126, Calle Sucre #821, Aranjuez, D1
-17.364816,-66.120616, Av. Ayacucho #822, Mesadilla, D1
-17.364384,-66.132597, Calle Aroma #823, Queru Queru, D1
-17.372303,-66.124280, Calle Baptista #824, Aranjuez, D1
-17.366280,-66.140792, Calle Bolívar #825, Mesadilla, D1
-17.372991,-66.120764, Calle Sucre #826, Queru Queru, D1
-17.366169,-66.121508, Av. Ayacucho #827, Aranjuez, D1
-17.372926,-66.120743, Calle Aroma #828, Mesadilla, D1
-17.377208,-66.128651, Calle Baptista #829, Queru Queru, D1
-17.362704,-66.143363, Calle Bolívar #830, Aranjuez, D1
-17.375664,-66.125986, Calle Sucre #831, Mesadilla, D1
-17.373756,-66.123416, Av. Ayacucho #832, Queru Queru, D1
-17.365158,-66.108730, Calle Aroma #833, Aranjuez, D1
-17.365081,-66.107484, Calle Baptista #834, Mesadilla, D1
-17.368564,-66.111393, Calle Bolívar #835, Queru Queru, D1
-17.369083,-66.109929, Calle Sucre #836, Aranjuez, D1
-17.370717,-66.131109, Av. Ayacucho #837, Mesadilla, D1
-17.370709,-66.132461, Calle Aroma #838, Queru Queru, D1
-17.370096,-66.135945, Calle Baptista #839, Aranjuez, D1
-17.366598,-66.138988, Calle Bolívar #840, Mesadilla, D1
-17.366724,-66.141523, Calle Sucre #841, Queru Queru, D1
-17.364236,-66.129255, Av. Ayacucho #842, Aranjuez, D1
-17.363659,-66.121060, Calle Aroma #843, Mesadilla, D1
-17.364562,-66.136508, Calle Baptista #844, Queru Queru, D1
-17.368634,-66.124990, Calle Bolívar #845, Aranjuez, D1
-17.362010,-66.137667, Calle Sucre #846, Mesadilla, D1
-17.371557,-66.133733, Av. Ayacucho #847, Queru Queru, D1
-17.363636,-66.144477, Calle Aroma #848, Aranjuez, D1
-17.372454,-66.129243, Calle Baptista #849, Mesadilla, D1
-17.366904,-66.140467, Calle Bolívar #850, Queru Queru, D1
-17.367415,-66.112942, Calle Sucre #851, Aranjuez, D1
-17.365604,-66.131139, Av. Ayacucho #852, Mesadilla, D1
-17.367678,-66.135301, Calle Aroma #853, Queru Queru, D1
-17.366676,-66.115300, Calle Baptista #854, Aranjuez, D1
-17.363981,-66.132308, Calle Bolívar #855, Mesadilla, D1
-17.363715,-66.136446, Calle Sucre #856, Queru Queru, D1
-17.363788,-66.130538, Av. Ayacucho #857, Aranjuez, D1
-17.367801,-66.119565, Calle Aroma #858, Mesadilla, D1
-17.369976,-66.129386, Calle Baptista #859, Queru Queru, D1
-17.367548,-66.143537, Calle Bolívar #860, Aranjuez, D1
-17.370436,-66.127859, Calle Sucre #861, Mesadilla, D1
-17.359362,-66.149271, Av. Ayacucho #862, Queru Queru, D1
-17.375741,-66.121123, Calle Aroma #863, Aranjuez, D1
-17.371267,-66.126312, Calle Baptista #864, Mesadilla, D1
-17.373527,-66.117282, Calle Bolívar #865, Queru Queru, D1
-17.367258,-66.128783, Calle Sucre #866, Aranjuez, D1
-17.364846,-66.125063, Av. Ayacucho #867, Mesadilla, D1
-17.370565,-66.132500, Calle Aroma #868, Queru Queru, D1
-17.368334,-66.124409, Calle Baptista #869, Aranjuez, D1
-17.370785,-66.123049, Calle Bolívar #870, Mesadilla, D1
-17.367534,-66.143129, Calle Sucre #871, Queru Queru, D1
-17.372336,-66.113746, Av. Ayacucho #872, Aranjuez, D1
-17.370577,-66.122012, Calle Aroma #873, Mesadilla, D1
-17.362507,-66.141181, Calle Baptista #874, Queru Queru, D1
-17.360820,-66.144418, Calle Bolívar #875, Aranjuez, D1
-17.369708,-66.125337, Calle Sucre #876, Mesadilla, D1
-17.363678,-66.144767, Av. Ayacucho #877, Queru Queru, D1
-17.370995,-66.125331, Calle Aroma #878, Aranjuez, D1
-17.364928,-66.132363, Calle Baptista #879, Mesadilla, D1
-17.369583,-66.135679, Calle Bolívar #880, Queru Queru, D1
-17.375843,-66.124809, Calle Sucre #881, Aranjuez, D1
-17.371748,-66.123617, Av. Ayacucho #882, Mesadilla, D1
-17.367616,-66.112427, Calle Aroma #883, Queru Queru, D1
-17.367358,-66.141500, Calle Baptista #884, Aranjuez, D1
-17.369193,-66.135584, Calle Bolívar #885, Mesadilla, D1
-17.366809,-66.120944, Calle Sucre #886, Queru Queru, D1
-17.362953,-66.132251, Av. Ayacucho #887, Aranjuez, D1
-17.371470,-66.129498, Calle Aroma #888, Mesadilla, D1
-17.365528,-66.125549, Calle Baptista #889, Queru Queru, D1
-17.365175,-66.135344, Calle Bolívar #890, Aranjuez, D1
-17.367067,-66.112390, Calle Sucre #891, Mesadilla, D1
-17.366262,-66.128354, Av. Ayacucho #892, Queru Queru, D1
-17.363859,-66.130611, Calle Aroma #893, Aranjuez, D1
