-17.360417,-66.151182, Calle Alemania #100, Cala Cala, D2
-17.349922,-66.170385, Calle Mendoza #513, Mayorazgo, D2
-17.343942,-66.187126, Calle Litoral #514, Cala Cala, D2
-17.346719,-66.170810, Calle Alemania #515, Temporal Pampa, D2
-17.342444,-66.174667, Calle Ecuador #516, Mayorazgo, D2
-17.353754,-66.165054, Av. Circunvalación #517, Cala Cala, D2
-17.337778,-66.185014, Calle Mendoza #518, Temporal Pampa, D2
-17.353229,-66.164658, Calle Litoral #519, Mayorazgo, D2
-17.343119,-66.182502, Calle Alemania #520, Cala Cala, D2
-17.353594,-66.173046, Calle Ecuador #521, Temporal Pampa, D2
-17.348713,-66.192637, Av. Circunvalación #522, Mayorazgo, D2
-17.346158,-66.180010, Calle Mendoza #523, Cala Cala, D2
-17.355686,-66.171858, Calle Litoral #524, Temporal Pampa, D2
-17.352622,-66.161570, Calle Alemania #525, Mayorazgo, D2
-17.342327,-66.191025, Calle Ecuador #526, Cala Cala, D2
-17.363363,-66.178605, Av. Circunvalación #527, Temporal Pampa, D2
-17.354100,-66.157903, Calle Mendoza #528, Mayorazgo, D2
-17.352843,-66.160613, Calle Litoral #529, Cala Cala, D2
-17.362404,-66.162983, Calle Alemania #530, Temporal Pampa, D2
-17.352082,-66.184351, Calle Ecuador #531, Mayorazgo, D2
-17.352813,-66.163050, Av. Circunvalación #532, Cala Cala, D2
-17.356598,-66.163806, Calle Mendoza #533, Temporal Pampa, D2
-17.352209,-66.186959, Calle Litoral #534, Mayorazgo, D2
-17.355057,-66.158044, Calle Alemania #535, Cala Cala, D2
-17.358168,-66.181061, Calle Ecuador #536, Temporal Pampa, D2
-17.346586,-66.192462, Av. Circunvalación #537, Mayorazgo, D2
-17.358389,-66.175091, Calle Mendoza #538, Cala Cala, D2
-17.339850,-66.193362, Calle Litoral #539, Temporal Pampa, D2
-17.345443,-66.186116, Calle Alemania #540, Mayorazgo, D2
-17.356019,-66.172626, Calle Ecuador #541, Cala Cala, D2
-17.350923,-66.168482, Av. Circunvalación #542, Temporal Pampa, D2
-17.353001,-66.169937, Calle Mendoza #543, Mayorazgo, D2
-17.340665,-66.179331, Calle Litoral #544, Cala Cala, D2
-17.348659,-66.178551, Calle Alemania #545, Temporal Pampa, D2
-17.358018,-66.181683, Calle Ecuador #546, Mayorazgo, D2
-17.348872,-66.167274, Av. Circunvalación #547, Cala Cala, D2
-17.338743,-66.182143, Calle Mendoza #548, Temporal Pampa, D2
-17.340324,-66.188436, Calle Litoral #549, Mayorazgo, D2
-17.345539,-66.174678, Calle Alemania #550, Cala Cala, D2
-17.346448,-66.196333, Calle Ecuador #551, Temporal Pampa, D2
-17.361302,-66.151158, Av. Circunvalación #552, Mayorazgo, D2
-17.348870,-66.176042, Calle Mendoza #553, Cala Cala, D2
-17.359084,-66.171702, Calle Litoral #554, Temporal Pampa, D2
-17.344714,-66.171417, Calle Alemania #555, Mayorazgo, D2
-17.361257,-66.169647, Calle Ecuador #556, Cala Cala, D2
-17.346207,-66.194158, Av. Circunvalación #557, Temporal Pampa, D2
-17.358729,-66.164003, Calle Mendoza #558, Mayorazgo, D2
-17.353356,-66.183130, Calle Litoral #559, Cala Cala, D2
-17.350626,-66.180238, Calle Alemania #560, Temporal Pampa, D2
-17.350402,-66.170567, Calle Ecuador #561, Mayorazgo, D2
-17.358565,-66.150788, Av. Circunvalación #562, Cala Cala, D2
-17.360070,-66.173609, Calle Mendoza #563, Temporal Pampa, D2
-17.353402,-66.188270, Calle Litoral #564, Mayorazgo, D2
-17.343954,-66.197782, Calle Alemania #565, Cala Cala, D2
-17.338756,-66.189063, Calle Ecuador #566, Temporal Pampa, D2
-17.364344,-66.168806, Av. Circunvalación #567, Mayorazgo, D2
-17.359560,-66.172984, Calle Mendoza #568, Cala Cala, D2
-17.360735,-66.165748, Calle Litoral #569, Temporal Pampa, D2
-17.363321,-66.158054, Calle Alemania #570, Mayorazgo, D2
-17.353349,-66.178839, Calle Ecuador #571, Cala Cala, D2
-17.348149,-66.184148, Av. Circunvalación #572, Temporal Pampa, D2
-17.364251,-66.174118, Calle Mendoza #573, Mayorazgo, D2
-17.339413,-66.192501, Calle Litoral #574, Cala Cala, D2
-17.345228,-66.187192, Calle Alemania #575, Temporal Pampa, D2
-17.350792,-66.178279, Calle Ecuador #576, Mayorazgo, D2
-17.363996,-66.153158, Av. Circunvalación #577, Cala Cala, D2
-17.341129,-66.177055, Calle Mendoza #578, Temporal Pampa, D2
-17.350129,-66.172250, Calle Litoral #579, Mayorazgo, D2
-17.354144,-66.158846, Calle Alemania #580, Cala Cala, D2
-17.351500,-66.182736, Calle Ecuador #581, Temporal Pampa, D2
-17.346787,-66.196187, Av. Circunvalación #582, Mayorazgo, D2
-17.361929,-66.177429, Calle Mendoza #583, Cala Cala, D2
-17.354182,-66.164213, Calle Litoral #584, Temporal Pampa, D2
-17.338435,-66.193523, Calle Alemania #585, Mayorazgo, D2
-17.344294,-66.184461, Calle Ecuador #586, Cala Cala, D2
-17.348856,-66.176814, Av. Circunvalación #587, Temporal Pampa, D2
-17.352588,-66.187317, Calle Mendoza #588, Mayorazgo, D2
-17.336598,-66.193364, Calle Litoral #589, Cala Cala, D2
-17.357988,-66.150595, Calle Alemania #590, Temporal Pampa, D2
-17.350870,-66.176139, Calle Ecuador #591, Mayorazgo, D2
-17.357066,-66.171233, Av. Circunvalación #592, Cala Cala, D2
-17.362312,-66.168152, Calle Mendoza #593, Temporal Pampa, D2
-17.340393,-66.190024, Calle Litoral #594, Mayorazgo, D2
-17.353517,-66.172423, Calle Alemania #595, Cala Cala, D2
-17.354502,-66.162400, Calle Ecuador #596, Temporal Pampa, D2
-17.347473,-66.173807, Av. Circunvalación #597, Mayorazgo, D2
-17.356616,-66.166009, Calle Mendoza #598, Cala Cala, D2
-17.355338,-66.185639, Calle Litoral #599, Temporal Pampa, D2
-17.348237,-66.195686, Calle Alemania #600, Mayorazgo, D2
-17.345327,-66.182724, Calle Ecuador #601, Cala Cala, D2
-17.345489,-66.177502, Av. Circunvalación #602, Temporal Pampa, D2
-17.345677,-66.198605, Calle Mendoza #603, Mayorazgo, D2
-17.351009,-66.187911, Calle Litoral #604, Cala Cala, D2
-17.344272,-66.186105, Calle Alemania #605, Temporal Pampa, D2
-17.354889,-66.173378, Calle Ecuador #606, Mayorazgo, D2
-17.347483,-66.175995, Av. Circunvalación #607, Cala Cala, D2
-17.363194,-66.164752, Calle Mendoza #608, Temporal Pampa, D2
-17.351842,-66.182969, Calle Litoral #609, Mayorazgo, D2
-17.360548,-66.155498, Calle Alemania #610, Cala Cala, D2
-17.347049,-66.190031, Calle Ecuador #611, Temporal Pampa, D2
-17.363122,-66.153219, Av. Circunvalación #612, Mayorazgo, D2
-17.341373,-66.180965, Calle Mendoza #613, Cala Cala, D2
-17.357136,-66.180267, Calle Litoral #614, Temporal Pampa, D2
-17.346841,-66.179190, Calle Alemania #615, Mayorazgo, D2
-17.353985,-66.162041, Calle Ecuador #616, Cala Cala, D2
-17.361518,-66.160211, Av. Circunvalación #617, Temporal Pampa, D2
-17.350398,-66.189000, Calle Mendoza #618, Mayorazgo, D2
-17.362082,-66.152378, Calle Litoral #619, Cala Cala, D2
-17.346906,-66.180088, Calle Alemania #620, Temporal Pampa, D2
-17.351864,-66.166416, Calle Ecuador #621, Mayorazgo, D2
-17.344845,-66.184533, Av. Circunvalación #622, Cala Cala, D2
-17.360372,-66.176134, Calle Mendoza #623, Temporal Pampa, D2
-17.362509,-66.178223, Calle Litoral #624, Mayorazgo, D2
-17.353038,-66.177496, Calle Alemania #625, Cala Cala, D2
-17.363934,-66.171768, Calle Ecuador #626, Temporal Pampa, D2
-17.351458,-66.170053, Av. Circunvalación #627, Mayorazgo, D2
-17.342727,-66.182457, Calle Mendoza #628, Cala Cala, D2
-17.356353,-66.161257, Calle Litoral #629, Temporal Pampa, D2
-17.358202,-66.167215, Calle Alemania #630, Mayorazgo, D2
-17.349537,-66.174300, Calle Ecuador #631, Cala Cala, D2
-17.360386,-66.166741, Av. Circunvalación #632, Temporal Pampa, D2
-17.347821,-66.170117, Calle Mendoza #633, Mayorazgo, D2
-17.363680,-66.169898, Calle Litoral #634, Cala Cala, D2
-17.351601,-66.179608, Calle Alemania #635, Temporal Pampa, D2
-17.362506,-66.165188, Calle Ecuador #636, Mayorazgo, D2
-17.350439,-66.186998, Av. Circunvalación #637, Cala Cala, D2
-17.357473,-66.156938, Calle Mendoza #638, Temporal Pampa, D2
-17.361705,-66.172411, Calle Litoral #639, Mayorazgo, D2
-17.338932,-66.178883, Calle Alemania #640, Cala Cala, D2
-17.348566,-66.188094, Calle Ecuador #641, Temporal Pampa, D2
-17.365813,-66.155116, Av. Circunvalación #642, Mayorazgo, D2
-17.355226,-66.159552, Calle Mendoza #643, Cala Cala, D2
-17.346481,-66.191672, Calle Litoral #644, Temporal Pampa, D2
-17.343639,-66.190194, Calle Alemania #645, Mayorazgo, D2
-17.340779,-66.188121, Calle Ecuador #646, Cala Cala, D2
-17.337114,-66.191919, Av. Circunvalación #647, Temporal Pampa, D2
-17.344925,-66.179598, Calle Mendoza #648, Mayorazgo, D2
-17.349790,-66.168094, Calle Litoral #649, Cala Cala, D2
-17.337591,-66.183801, Calle Alemania #650, Temporal Pampa, D2
-17.351731,-66.170081, Calle Ecuador #651, Mayorazgo, D2
-17.357801,-66.154750, Av. Circunvalación #652, Cala Cala, D2
-17.349756,-66.170038, Calle Mendoza #653, Temporal Pampa, D2
-17.340476,-66.184836, Calle Litoral #654, Mayorazgo, D2
-17.345315,-66.174849, Calle Alemania #655, Cala Cala, D2
-17.352586,-66.183330, Calle Ecuador #656, Temporal Pampa, D2
-17.354369,-66.171003, Av. Circunvalación #657, Mayorazgo, D2
-17.343415,-66.191305, Calle Mendoza #658, Cala Cala, D2
-17.338034,-66.188884, Calle Litoral #659, Temporal Pampa, D2
-17.358264,-66.170591, Calle Alemania #660, Mayorazgo, D2
-17.346093,-66.169617, Calle Ecuador #661, Cala Cala, D2
-17.341079,-66.185752, Av. Circunvalación #662, Temporal Pampa, D2
-17.356775,-66.158019, Calle Mendoza #663, Mayorazgo, D2
-17.336905,-66.185146, Calle Litoral #664, Cala Cala, D2
-17.366188,-66.154125, Calle Alemania #665, Temporal Pampa, D2
-17.349207,-66.195200, Calle Ecuador #666, Mayorazgo, D2
-17.346635,-66.196121, Av. Circunvalación #667, Cala Cala, D2
-17.360345,-66.161224, Calle Mendoza #668, Temporal Pampa, D2
-17.354183,-66.185801, Calle Litoral #669, Mayorazgo, D2
-17.358679,-66.151160, Calle Alemania #670, Cala Cala, D2
-17.353270,-66.161587, Calle Ecuador #671, Temporal Pampa, D2
-17.338214,-66.194298, Av. Circunvalación #672, Mayorazgo, D2
-17.363166,-66.155642, Calle Mendoza #673, Cala Cala, D2
-17.355994,-66.173876, Calle Litoral #674, Temporal Pampa, D2
-17.353665,-66.182015, Calle Alemania #675, Mayorazgo, D2
-17.344474,-66.184546, Calle Ecuador #676, Cala Cala, D2
-17.343430,-66.186448, Av. Circunvalación #677, Temporal Pampa, D2
-17.347765,-66.173669, Calle Mendoza #678, Mayorazgo, D2
-17.362144,-66.158100, Calle Litoral #679, Cala Cala, D2
-17.359031,-66.166204, Calle Alemania #680, Temporal Pampa, D2
-17.342319,-66.183189, Calle Ecuador #681, Mayorazgo, D2
-17.357012,-66.176922, Av. Circunvalación #682, Cala Cala, D2
-17.358408,-66.155871, Calle Mendoza #683, Temporal Pampa, D2
-17.362576,-66.171076, Calle Litoral #684, Mayorazgo, D2
-17.341711,-66.186344, Calle Alemania #685, Cala Cala, D2
-17.358416,-66.177431, Calle Ecuador #686, Temporal Pampa, D2
-17.346808,-66.174749, Av. Circunvalación #687, Mayorazgo, D2
-17.360075,-66.176564, Calle Mendoza #688, Cala Cala, D2
-17.364371,-66.154666, Calle Litoral #689, Temporal Pampa, D2
-17.362614,-66.164840, Calle Alemania #690, Mayorazgo, D2
-17.356104,-66.176070, Calle Ecuador #691, Cala Cala, D2
-17.340900,-66.195860, Av. Circunvalación #692, Temporal Pampa, D2
-17.342834,-66.178518, Calle Mendoza #693, Mayorazgo, D2
-17.339139,-66.179766, Calle Litoral #694, Cala Cala, D2
-17.344718,-66.192380, Calle Alemania #695, Temporal Pampa, D2
-17.350011,-66.168152, Calle Ecuador #696, Mayorazgo, D2
-17.337825,-66.185204, Av. Circunvalación #697, Cala Cala, D2
-17.361293,-66.161760, Calle Mendoza #698, Temporal Pampa, D2
-17.346200,-66.178187, Calle Litoral #699, Mayorazgo, D2
-17.356249,-66.158390, Calle Alemania #700, Cala Cala, D2
-17.343554,-66.197003, Calle Ecuador #701, Temporal Pampa, D2
-17.360909,-66.164092, Av. Circunvalación #702, Mayorazgo, D2
-17.343128,-66.177349, Calle Mendoza #703, Cala Cala, D2
-17.347049,-66.171445, Calle Litoral #704, Temporal Pampa, D2
-17.341797,-66.183914, Calle Alemania #705, Mayorazgo, D2
-17.350810,-66.181298, Calle Ecuador #706, Cala Cala, D2
-17.337826,-66.181098, Av. Circunvalación #707, Temporal Pampa, D2
-17.364958,-66.154420, Calle Mendoza #708, Mayorazgo, D2
-17.347780,-66.174855, Calle Litoral #709, Cala Cala, D2
-17.350302,-66.182035, Calle Alemania #710, Temporal Pampa, D2
-17.359459,-66.172365, Calle Ecuador #711, Mayorazgo, D2
-17.340876,-66.180062, Av. Circunvalación #712, Cala Cala, D2
-17.340149,-66.178535, Calle Mendoza #713, Temporal Pampa, D2
-17.356518,-66.156548, Calle Litoral #714, Mayorazgo, D2
-17.350473,-66.177175, Calle Alemania #715, Cala Cala, D2
-17.353463,-66.167237, Calle Ecuador #716, Temporal Pampa, D2
-17.365756,-66.153194, Av. Circunvalación #717, Mayorazgo, D2
-17.362898,-66.151262, Calle Mendoza #718, Cala Cala, D2
-17.361927,-66.161480, Calle Litoral #719, Temporal Pampa, D2
-17.338210,-66.191807, Calle Alemania #720, Mayorazgo, D2
-17.340569,-66.182452, Calle Ecuador #721, Cala Cala, D2
-17.360704,-66.166094, Av. Circunvalación #722, Temporal Pampa, D2
-17.362598,-66.174042, Calle Mendoza #723, Mayorazgo, D2
-17.362906,-66.173518, Calle Litoral #724, Cala Cala, D2
-17.355335,-66.157657, Calle Alemania #725, Temporal Pampa, D2
-17.363668,-66.156726, Calle Ecuador #726, Mayorazgo, D2
-17.360272,-66.169782, Av. Circunvalación #727, Cala Cala, D2
-17.361741,-66.168027, Calle Mendoza #728, Temporal Pampa, D2
-17.349638,-66.190408, Calle Litoral #729, Mayorazgo, D2
-17.356788,-66.155556, Calle Alemania #730, Cala Cala, D2
-17.346379,-66.182357, Calle Ecuador #731, Temporal Pampa, D2
-17.345052,-66.189783, Av. Circunvalación #732, Mayorazgo, D2
-17.355668,-66.181579, Calle Mendoza #733, Cala Cala, D2
-17.347502,-66.181854, Calle Litoral #734, Temporal Pampa, D2
-17.357303,-66.172900, Calle Alemania #735, Mayorazgo, D2
-17.346410,-66.176678, Calle Ecuador #736, Cala Cala, D2
-17.345777,-66.183866, Av. Circunvalación #737, Temporal Pampa, D2
-17.349526,-66.174118, Calle Mendoza #738, Mayorazgo, D2
-17.361975,-66.173925, Calle Litoral #739, Cala Cala, D2
-17.339837,-66.182873, Calle Alemania #740, Temporal Pampa, D2
-17.353325,-66.160257, Calle Ecuador #741, Mayorazgo, D2
-17.344389,-66.189371, Av. Circunvalación #742, Cala Cala, D2
-17.362117,-66.168009, Calle Mendoza #743, Temporal Pampa, D2
-17.352029,-66.166694, Calle Litoral #744, Mayorazgo, D2
-17.342755,-66.191030, Calle Alemania #745, Cala Cala, D2
-17.351891,-66.163546, Calle Ecuador #746, Temporal Pampa, D2
-17.358213,-66.161680, Av. Circunvalación #747, Mayorazgo, D2
-17.362339,-66.169835, Calle Mendoza #748, Cala Cala, D2
-17.359382,-66.181275, Calle Litoral #749, Temporal Pampa, D2
-17.363640,-66.153030, Calle Alemania #750, Mayorazgo, D2
-17.347134,-66.178474, Calle Ecuador #751, Cala Cala, D2
-17.349111,-66.195584, Av. Circunvalación #752, Temporal Pampa, D2
-17.350265,-66.172181, Calle Mendoza #753, Mayorazgo, D2
-17.364266,-66.152573, Calle Litoral #754, Cala Cala, D2
-17.359250,-66.165351, Calle Alemania #755, Temporal Pampa, D2
-17.353206,-66.172470, Calle Ecuador #756, Mayorazgo, D2
-17.360459,-66.165894, Av. Circunvalación #757, Cala Cala, D2
-17.347975,-66.185732, Calle Mendoza #758, Temporal Pampa, D2
-17.342831,-66.186028, Calle Litoral #759, Mayorazgo, D2
-17.357902,-66.150557, Calle Alemania #760, Cala Cala, D2
-17.348364,-66.194274, Calle Ecuador #761, Temporal Pampa, D2
-17.357971,-66.171624, Av. Circunvalación #762, Mayorazgo, D2
-17.353594,-66.166062, Calle Mendoza #763, Cala Cala, D2
-17.353474,-66.160931, Calle Litoral #764, Temporal Pampa, D2
-17.364371,-66.175623, Calle Alemania #765, Mayorazgo, D2
-17.360510,-66.163902, Calle Ecuador #766, Cala Cala, D2
-17.353456,-66.173577, Av. Circunvalación #767, Temporal Pampa, D2
-17.354900,-66.170942, Calle Mendoza #768, Mayorazgo, D2
-17.348908,-66.167970, Calle Litoral #769, Cala Cala, D2
-17.351936,-66.170411, Calle Alemania #770, Temporal Pampa, D2
-17.361301,-66.178013, Calle Ecuador #771, Mayorazgo, D2
-17.357161,-66.176677, Av. Circunvalación #772, Cala Cala, D2
-17.346248,-66.189340, Calle Mendoza #773, Temporal Pampa, D2
-17.352560,-66.189116, Calle Litoral #774, Mayorazgo, D2
-17.358531,-66.181479, Calle Alemania #775, Cala Cala, D2
-17.362367,-66.175253, Calle Ecuador #776, Temporal Pampa, D2
-17.363004,-66.151814, Av. Circunvalación #777, Mayorazgo, D2
-17.351768,-66.186887, Calle Mendoza #778, Cala Cala, D2
-17.350063,-66.174438, Calle Litoral #779, Temporal Pampa, D2
-17.343495,-66.193214, Calle Alemania #780, Mayorazgo, D2
-17.355965,-66.179944, Calle Ecuador #781, Cala Cala, D2
-17.348321,-66.195710, Av. Circunvalación #782, Temporal Pampa, D2
-17.351874,-66.171037, Calle Mendoza #783, Mayorazgo, D2
-17.362158,-66.161328, Calle Litoral #784, Cala Cala, D2
-17.363987,-66.161841, Calle Alemania #785, Temporal Pampa, D2
-17.349000,-66.189794, Calle Ecuador #786, Mayorazgo, D2
-17.336316,-66.193351, Av. Circunvalación #787, Cala Cala, D2
-17.361504,-66.174323, Calle Mendoza #788, Temporal Pampa, D2
-17.351956,-66.168217, Calle Litoral #789, Mayorazgo, D2
-17.356068,-66.178895, Calle Alemania #790, Cala Cala, D2
-17.347006,-66.169385, Calle Ecuador #791, Temporal Pampa, D2
-17.361771,-66.171044, Av. Circunvalación #792, Mayorazgo, D2
-17.347788,-66.172828, Calle Mendoza #793, Cala Cala, D2
-17.350081,-66.167628, Calle Litoral #794, Temporal Pampa, D2
-17.352038,-66.185375, Calle Alemania #795, Mayorazgo, D2
-17.352452,-66.164093, Calle Ecuador #796, Cala Cala, D2
-17.361934,-66.171538, Av. Circunvalación #797, Temporal Pampa, D2
-17.346300,-66.181822, Calle Mendoza #798, Mayorazgo, D2
-17.350653,-66.168037, Calle Litoral #799, Cala Cala, D2
-17.341604,-66.188377, Calle Alemania #800, Temporal Pampa, D2
-17.364994,-66.170055, Calle Ecuador #801, Mayorazgo, D2
-17.354341,-66.182984, Av. Circunvalación #802, Cala Cala, D2
-17.348917,-66.167467, Calle Mendoza #803, Temporal Pampa, D2
-17.351204,-66.166058, Calle Litoral #804, Mayorazgo, D2
-17.363154,-66.155929, Calle Alemania #805, Cala Cala, D2
-17.347966,-66.182431, Calle Ecuador #806, Temporal Pampa, D2
-17.364825,-66.161020, Av. Circunvalación #807, Mayorazgo, D2
-17.352077,-66.188872, Calle Mendoza #808, Cala Cala, D2
-17.357590,-66.168996, Calle Litoral #809, Temporal Pampa, D2
-17.355197,-66.163400, Calle Alemania #810, Mayorazgo, D2
-17.343520,-66.174007, Calle Ecuador #811, Cala Cala, D2
-17.356719,-66.172724, Av. Circunvalación #812, Temporal Pampa, D2
-17.350343,-66.187930, Calle Mendoza #813, Mayorazgo, D2
-17.342420,-66.194036, Calle Litoral #814, Cala Cala, D2
-17.344071,-66.176655, Calle Alemania #815, Temporal Pampa, D2
-17.352134,-66.181691, Calle Ecuador #816, Mayorazgo, D2
-17.352816,-66.163552, Av. Circunvalación #817, Cala Cala, D2
-17.360714,-66.170364, Calle Mendoza #818, Temporal Pampa, D2
-17.345777,-66.186867, Calle Litoral #819, Mayorazgo, D2
-17.350147,-66.182571, Calle Alemania #820, Cala Cala, D2
-17.346029,-66.186272, Calle Ecuador #821, Temporal Pampa, D2
-17.365379,-66.151310, Av. Circunvalación #822, Mayorazgo, D2
-17.363000,-66.179772, Calle Mendoza #823, Cala Cala, D2
-17.341900,-66.193210, Calle Litoral #824, Temporal Pampa, D2
-17.353336,-66.173600, Calle Alemania #825, Mayorazgo, D2
-17.347837,-66.180970, Calle Ecuador #826, Cala Cala, D2
-17.336730,-66.192152, Av. Circunvalación #827, Temporal Pampa, D2
-17.357018,-66.164438, Calle Mendoza #828, Mayorazgo, D2
-17.342773,-66.175447, Calle Litoral #829, Cala Cala, D2
-17.358420,-66.169214, Calle Alemania #830, Temporal Pampa, D2
-17.363867,-66.153936, Calle Ecuador #831, Mayorazgo, D2
-17.362123,-66.152646, Av. Circunvalación #832, Cala Cala, D2
-17.350757,-66.187584, Calle Mendoza #833, Temporal Pampa, D2
-17.345358,-66.191527, Calle Litoral #834, Mayorazgo, D2
-17.348816,-66.194230, Calle Alemania #835, Cala Cala, D2
-17.356654,-66.152096, Calle Ecuador #836, Temporal Pampa, D2
-17.360895,-66.181401, Av. Circunvalación #837, Mayorazgo, D2
-17.347157,-66.190112, Calle Mendoza #838, Cala Cala, D2
-17.342532,-66.178795, Calle Litoral #839, Temporal Pampa, D2
-17.351079,-66.182568, Calle Alemania #840, Mayorazgo, D2
-17.341486,-66.177397, Calle Ecuador #841, Cala Cala, D2
-17.363280,-66.155093, Av. Circunvalación #842, Temporal Pampa, D2
-17.354437,-66.177429, Calle Mendoza #843, Mayorazgo, D2
-17.351934,-66.176124, Calle Litoral #844, Cala Cala, D2
-17.351374,-66.186392, Calle Alemania #845, Temporal Pampa, D2
-17.350546,-66.169012, Calle Ecuador #846, Mayorazgo, D2
-17.338557,-66.181125, Av. Circunvalación #847, Cala Cala, D2
-17.346518,-66.172144, Calle Mendoza #848, Temporal Pampa, D2
-17.354227,-66.160601, Calle Litoral #849, Mayorazgo, D2
