-17.407483,-66.175647, Av. Blanco Galindo #100, Hipódromo, D4
-17.385344,-66.203960, Calle Melchor Pérez #517, Hipódromo, D4
-17.384726,-66.205430, Calle Jordán #518, La Chimba, D4
-17.389470,-66.207716, Calle Portales #519, Coña Coña, D4
-17.408279,-66.198882, Av. Blanco Galindo #520, Hipódromo, D4
-17.407539,-66.174660, Calle Tupuraya #521, La Chimba, D4
-17.396232,-66.187889, Calle Melchor Pérez #522, Coña Coña, D4
-17.397897,-66.193482, Calle Jordán #523, Hipódromo, D4
-17.402492,-66.175196, Calle Portales #524, La Chimba, D4
-17.395879,-66.170696, Av. Blanco Galindo #525, Coña Coña, D4
-17.381647,-66.201920, Calle Tupuraya #526, Hipódromo, D4
-17.399057,-66.190694, Calle Melchor Pérez #527, La Chimba, D4
-17.390819,-66.200108, Calle Jordán #528, Coña Coña, D4
-17.405599,-66.186618, Calle Portales #529, Hipódromo, D4
-17.393676,-66.182851, Av. Blanco Galindo #530, La Chimba, D4
-17.396117,-66.196390, Calle Tupuraya #531, Coña Coña, D4
-17.406313,-66.186003, Calle Melchor Pérez #532, Hipódromo, D4
-17.381466,-66.200740, Calle Jordán #533, La Chimba, D4
-17.387998,-66.207145, Calle Portales #534, Coña Coña, D4
-17.407207,-66.174283, Av. Blanco Galindo #535, Hipódromo, D4
-17.387922,-66.197744, Calle Tupuraya #536, La Chimba, D4
-17.397816,-66.183299, Calle Melchor Pérez #537, Coña Coña, D4
-17.394208,-66.191108, Calle Jordán #538, Hipódromo, D4
-17.399011,-66.201735, Calle Portales #539, La Chimba, D4
-17.404410,-66.183145, Av. Blanco Galindo #540, Coña Coña, D4
-17.396723,-66.169942, Calle Tupuraya #541, Hipódromo, D4
-17.396354,-66.208080, Calle Melchor Pérez #542, La Chimba, D4
-17.383870,-66.206088, Calle Jordán #543, Coña Coña, D4
-17.399369,-66.206856, Calle Portales #544, Hipódromo, D4
-17.404241,-66.173891, Av. Blanco Galindo #545, La Chimba, D4
-17.385868,-66.206737, Calle Tupuraya #546, Coña Coña, D4
-17.398921,-66.214444, Calle Melchor Pérez #547, Hipódromo, D4
-17.393986,-66.183408, Calle Jordán #548, La Chimba, D4
-17.404413,-66.197799, Calle Portales #549, Coña Coña, D4
-17.393407,-66.197481, Av. Blanco Galindo #550, Hipódromo, D4
-17.398982,-66.185096, Calle Tupuraya #551, La Chimba, D4
-17.394738,-66.183415, Calle Melchor Pérez #552, Coña Coña, D4
-17.386900,-66.201276, Calle Jordán #553, Hipódromo, D4
-17.399470,-66.197723, Calle Portales #554, La Chimba, D4
-17.395444,-66.187914, Av. Blanco Galindo #555, Coña Coña, D4
-17.406433,-66.198882, Calle Tupuraya #556, Hipódromo, D4
-17.394461,-66.179145, Calle Melchor Pérez #557, La Chimba, D4
-17.404142,-66.175026, Calle Jordán #558, Coña Coña, D4
-17.394425,-66.204845, Calle Portales #559, Hipódromo, D4
-17.396729,-66.194202, Av. Blanco Galindo #560, La Chimba, D4
-17.406091,-66.179535, Calle Tupuraya #561, Coña Coña, D4
-17.390928,-66.207543, Calle Melchor Pérez #562, Hipódromo, D4
-17.382557,-66.200900, Calle Jordán #563, La Chimba, D4
-17.396546,-66.208089, Calle Portales #564, Coña Coña, D4
-17.397365,-66.209728, Av. Blanco Galindo #565, Hipódromo, D4
-17.393932,-66.184137, Calle Tupuraya #566, La Chimba, D4
-17.395673,-66.171395, Calle Melchor Pérez #567, Coña Coña, D4
-17.398000,-66.207316, Calle Jordán #568, Hipódromo, D4
-17.408033,-66.174673, Calle Portales #569, La Chimba, D4
-17.397198,-66.186912, Av. Blanco Galindo #570, Coña Coña, D4
-17.396165,-66.208720, Calle Tupuraya #571, Hipódromo, D4
-17.403455,-66.173426, Calle Melchor Pérez #572, La Chimba, D4
-17.398405,-66.176667, Calle Jordán #573, Coña Coña, D4
-17.405366,-66.178950, Calle Portales #574, Hipódromo, D4
-17.404917,-66.187932, Av. Blanco Galindo #575, La Chimba, D4
-17.390918,-66.201585, Calle Tupuraya #576, Coña Coña, D4
-17.389278,-66.207828, Calle Melchor Pérez #577, Hipódromo, D4
-17.397246,-66.181602, Calle Jordán #578, La Chimba, D4
-17.400287,-66.175135, Calle Portales #579, Coña Coña, D4
-17.393704,-66.205007, Av. Blanco Galindo #580, Hipódromo, D4
-17.381673,-66.202802, Calle Tupuraya #581, La Chimba, D4
-17.397785,-66.176926, Calle Melchor Pérez #582, Coña Coña, D4
-17.393209,-66.203358, Calle Jordán #583, Hipódromo, D4
-17.399317,-66.171953, Calle Portales #584, La Chimba, D4
-17.399848,-66.202713, Av. Blanco Galindo #585, Coña Coña, D4
-17.408325,-66.180675, Calle Tupuraya #586, Hipódromo, D4
-17.395663,-66.169747, Calle Melchor Pérez #587, La Chimba, D4
-17.402324,-66.181335, Calle Jordán #588, Coña Coña, D4
-17.383534,-66.206564, Calle Portales #589, Hipódromo, D4
-17.407063,-66.182151, Av. Blanco Galindo #590, La Chimba, D4
-17.393776,-66.199396, Calle Tupuraya #591, Coña Coña, D4
-17.407863,-66.178598, Calle Melchor Pérez #592, Hipódromo, D4
-17.400432,-66.177370, Calle Jordán #593, La Chimba, D4
-17.398140,-66.185759, Calle Portales #594, Coña Coña, D4
-17.405985,-66.177888, Av. Blanco Galindo #595, Hipódromo, D4
-17.398850,-66.211620, Calle Tupuraya #596, La Chimba, D4
-17.399883,-66.210243, Calle Melchor Pérez #597, Coña Coña, D4
-17.400820,-66.178970, Calle Jordán #598, Hipódromo, D4
-17.402684,-66.174630, Calle Portales #599, La Chimba, D4
-17.396604,-66.202897, Av. Blanco Galindo #600, Coña Coña, D4
-17.393672,-66.194062, Calle Tupuraya #601, Hipódromo, D4
-17.397121,-66.195216, Calle Melchor Pérez #602, La Chimba, D4
-17.396037,-66.193378, Calle Jordán #603, Coña Coña, D4
-17.386769,-66.207213, Calle Portales #604, Hipódromo, D4
-17.409592,-66.180024, Av. Blanco Galindo #605, La Chimba, D4
-17.394377,-66.182074, Calle Tupuraya #606, Coña Coña, D4
-17.404381,-66.184211, Calle Melchor Pérez #607, Hipódromo, D4
-17.396598,-66.190238, Calle Jordán #608, La Chimba, D4
-17.405700,-66.175035, Calle Portales #609, Coña Coña, D4
-17.391682,-66.207919, Av. Blanco Galindo #610, Hipódromo, D4
-17.394298,-66.185810, Calle Tupuraya #611, La Chimba, D4
-17.399069,-66.193794, Calle Melchor Pérez #612, Coña Coña, D4
-17.410119,-66.179313, Calle Jordán #613, Hipódromo, D4
-17.392304,-66.203168, Calle Portales #614, La Chimba, D4
-17.403040,-66.189193, Av. Blanco Galindo #615, Coña Coña, D4
-17.383458,-66.208040, Calle Tupuraya #616, Hipódromo, D4
-17.394940,-66.195314, Calle Melchor Pérez #617, La Chimba, D4
-17.393080,-66.186993, Calle Jordán #618, Coña Coña, D4
-17.410046,-66.183138, Calle Portales #619, Hipódromo, D4
-17.386560,-66.204823, Av. Blanco Galindo #620, La Chimba, D4
-17.403135,-66.189180, Calle Tupuraya #621, Coña Coña, D4
-17.394426,-66.199512, Calle Melchor Pérez #622, Hipódromo, D4
-17.390677,-66.199190, Calle Jordán #623, La Chimba, D4
-17.407598,-66.176168, Calle Portales #624, Coña Coña, D4
-17.395427,-66.171958, Av. Blanco Galindo #625, Hipódromo, D4
-17.406058,-66.189112, Calle Tupuraya #626, La Chimba, D4
-17.383053,-66.208067, Calle Melchor Pérez #627, Coña Coña, D4
-17.395790,-66.184908, Calle Jordán #628, Hipódromo, D4
-17.405992,-66.178798, Calle Portales #629, La Chimba, D4
-17.401696,-66.174776, Av. Blanco Galindo #630, Coña Coña, D4
-17.404131,-66.176401, Calle Tupuraya #631, Hipódromo, D4
-17.396427,-66.199575, Calle Melchor Pérez #632, La Chimba, D4
-17.397581,-66.175689, Calle Jordán #633, Coña Coña, D4
-17.398229,-66.185544, Calle Portales #634, Hipódromo, D4
-17.395892,-66.189928, Av. Blanco Galindo #635, La Chimba, D4
-17.383172,-66.197998, Calle Tupuraya #636, Coña Coña, D4
-17.400864,-66.171552, Calle Melchor Pérez #637, Hipódromo, D4
-17.395358,-66.192402, Calle Jordán #638, La Chimba, D4
-17.395566,-66.197382, Calle Portales #639, Coña Coña, D4
-17.391071,-66.206998, Av. Blanco Galindo #640, Hipódromo, D4
-17.398404,-66.173594, Calle Tupuraya #641, La Chimba, D4
-17.399188,-66.213439, Calle Melchor Pérez #642, Coña Coña, D4
-17.399668,-66.215310, Calle Jordán #643, Hipódromo, D4
-17.404020,-66.188871, Calle Portales #644, La Chimba, D4
-17.392011,-66.201813, Av. Blanco Galindo #645, Coña Coña, D4
-17.395208,-66.170197, Calle Tupuraya #646, Hipódromo, D4
-17.381491,-66.200042, Calle Melchor Pérez #647, La Chimba, D4
-17.398048,-66.173526, Calle Jordán #648, Coña Coña, D4
-17.398511,-66.194665, Calle Portales #649, Hipódromo, D4
-17.381956,-66.202141, Av. Blanco Galindo #650, La Chimba, D4
-17.398535,-66.203650, Calle Tupuraya #651, Coña Coña, D4
-17.394598,-66.184169, Calle Melchor Pérez #652, Hipódromo, D4
-17.395893,-66.197238, Calle Jordán #653, La Chimba, D4
-17.398155,-66.198187, Calle Portales #654, Coña Coña, D4
-17.386656,-66.204793, Av. Blanco Galindo #655, Hipódromo, D4
-17.395153,-66.185101, Calle Tupuraya #656, La Chimba, D4
-17.388122,-66.199933, Calle Melchor Pérez #657, Coña Coña, D4
-17.388669,-66.203702, Calle Jordán #658, Hipódromo, D4
-17.381684,-66.201854, Calle Portales #659, La Chimba, D4
-17.398997,-66.206897, Av. Blanco Galindo #660, Coña Coña, D4
-17.397814,-66.207873, Calle Tupuraya #661, Hipódromo, D4
-17.398530,-66.188448, Calle Melchor Pérez #662, La Chimba, D4
-17.397905,-66.185425, Calle Jordán #663, Coña Coña, D4
-17.401508,-66.176467, Calle Portales #664, Hipódromo, D4
-17.407498,-66.179797, Av. Blanco Galindo #665, La Chimba, D4
-17.398149,-66.190396, Calle Tupuraya #666, Coña Coña, D4
-17.397215,-66.204636, Calle Melchor Pérez #667, Hipódromo, D4
-17.405079,-66.187902, Calle Jordán #668, La Chimba, D4
-17.404223,-66.179055, Calle Portales #669, Coña Coña, D4
-17.385738,-66.205132, Av. Blanco Galindo #670, Hipódromo, D4
-17.399377,-66.213034, Calle Tupuraya #671, La Chimba, D4
-17.393212,-66.204867, Calle Melchor Pérez #672, Coña Coña, D4
-17.402698,-66.176123, Calle Jordán #673, Hipódromo, D4
-17.396677,-66.205004, Calle Portales #674, La Chimba, D4
-17.402426,-66.187061, Av. Blanco Galindo #675, Coña Coña, D4
-17.398810,-66.202033, Calle Tupuraya #676, Hipódromo, D4
-17.394011,-66.192682, Calle Melchor Pérez #677, La Chimba, D4
-17.387198,-66.203918, Calle Jordán #678, Coña Coña, D4
-17.386410,-66.205953, Calle Portales #679, Hipódromo, D4
-17.398354,-66.179360, Av. Blanco Galindo #680, La Chimba, D4
-17.394700,-66.204884, Calle Tupuraya #681, Coña Coña, D4
-17.385788,-66.201202, Calle Melchor Pérez #682, Hipódromo, D4
-17.383539,-66.202678, Calle Jordán #683, La Chimba, D4
-17.400357,-66.179485, Calle Portales #684, Coña Coña, D4
-17.395511,-66.182401, Av. Blanco Galindo #685, Hipódromo, D4
-17.396992,-66.173324, Calle Tupuraya #686, La Chimba, D4
-17.393691,-66.204411, Calle Melchor Pérez #687, Coña Coña, D4
-17.399491,-66.193097, Calle Jordán #688, Hipódromo, D4
-17.392857,-66.207216, Calle Portales #689, La Chimba, D4
-17.393556,-66.184566, Av. Blanco Galindo #690, Coña Coña, D4
-17.396483,-66.201157, Calle Tupuraya #691, Hipódromo, D4
-17.396626,-66.195346, Calle Melchor Pérez #692, La Chimba, D4
-17.397887,-66.212105, Calle Jordán #693, Coña Coña, D4
-17.381395,-66.200408, Calle Portales #694, Hipódromo, D4
-17.382101,-66.203455, Av. Blanco Galindo #695, La Chimba, D4
-17.393637,-66.196812, Calle Tupuraya #696, Coña Coña, D4
-17.404281,-66.197817, Calle Melchor Pérez #697, Hipódromo, D4
-17.389885,-66.199951, Calle Jordán #698, La Chimba, D4
-17.401052,-66.180527, Calle Portales #699, Coña Coña, D4
-17.406218,-66.175160, Av. Blanco Galindo #700, Hipódromo, D4
-17.395189,-66.196318, Calle Tupuraya #701, La Chimba, D4
-17.405184,-66.173324, Calle Melchor Pérez #702, Coña Coña, D4
-17.395288,-66.169349, Calle Jordán #703, Hipódromo, D4
-17.402512,-66.189283, Calle Portales #704, La Chimba, D4
-17.389271,-66.199266, Av. Blanco Galindo #705, Coña Coña, D4
-17.397320,-66.189878, Calle Tupuraya #706, Hipódromo, D4
-17.401381,-66.179076, Calle Melchor Pérez #707, La Chimba, D4
-17.396743,-66.203021, Calle Jordán #708, Coña Coña, D4
-17.398929,-66.181341, Calle Portales #709, Hipódromo, D4
-17.399098,-66.188560, Av. Blanco Galindo #710, La Chimba, D4
-17.406368,-66.184485, Calle Tupuraya #711, Coña Coña, D4
-17.391270,-66.199214, Calle Melchor Pérez #712, Hipódromo, D4
-17.392943,-66.193990, Calle Jordán #713, La Chimba, D4
-17.402343,-66.177592, Calle Portales #714, Coña Coña, D4
-17.406150,-66.177477, Av. Blanco Galindo #715, Hipódromo, D4
-17.399382,-66.200206, Calle Tupuraya #716, La Chimba, D4
-17.391197,-66.202644, Calle Melchor Pérez #717, Coña Coña, D4
-17.398315,-66.204910, Calle Jordán #718, Hipódromo, D4
-17.389708,-66.200114, Calle Portales #719, La Chimba, D4
-17.381690,-66.200543, Av. Blanco Galindo #720, Coña Coña, D4
-17.392913,-66.192523, Calle Tupuraya #721, Hipódromo, D4
-17.403150,-66.173559, Calle Melchor Pérez #722, La Chimba, D4
-17.395846,-66.185993, Calle Jordán #723, Coña Coña, D4
-17.401071,-66.180055, Calle Portales #724, Hipódromo, D4
-17.398198,-66.177963, Av. Blanco Galindo #725, La Chimba, D4
-17.395266,-66.175752, Calle Tupuraya #726, Coña Coña, D4
-17.399483,-66.215101, Calle Melchor Pérez #727, Hipódromo, D4
-17.396477,-66.170239, Calle Jordán #728, La Chimba, D4
-17.394091,-66.170867, Calle Portales #729, Coña Coña, D4
-17.398201,-66.208025, Av. Blanco Galindo #730, Hipódromo, D4
-17.384258,-66.201801, Calle Tupuraya #731, La Chimba, D4
-17.403071,-66.172172, Calle Melchor Pérez #732, Coña Coña, D4
-17.385344,-66.199773, Calle Jordán #733, Hipódromo, D4
-17.398780,-66.206143, Calle Portales #734, La Chimba, D4
-17.392941,-66.190411, Av. Blanco Galindo #735, Coña Coña, D4
-17.399466,-66.185284, Calle Tupuraya #736, Hipódromo, D4
-17.395821,-66.179280, Calle Melchor Pérez #737, La Chimba, D4
-17.399123,-66.213008, Calle Jordán #738, Coña Coña, D4
-17.405602,-66.178787, Calle Portales #739, Hipódromo, D4
-17.397382,-66.184110, Av. Blanco Galindo #740, La Chimba, D4
-17.394208,-66.181948, Calle Tupuraya #741, Coña Coña, D4
-17.403487,-66.184332, Calle Melchor Pérez #742, Hipódromo, D4
-17.406760,-66.187333, Calle Jordán #743, La Chimba, D4
-17.397699,-66.168756, Calle Portales #744, Coña Coña, D4
-17.385920,-66.199695, Av. Blanco Galindo #745, Hipódromo, D4
-17.398698,-66.169476, Calle Tupuraya #746, La Chimba, D4
-17.394575,-66.173108, Calle Melchor Pérez #747, Coña Coña, D4
-17.386411,-66.198090, Calle Jordán #748, Hipódromo, D4
-17.399236,-66.207521, Calle Portales #749, La Chimba, D4
-17.397787,-66.206464, Av. Blanco Galindo #750, Coña Coña, D4
-17.399135,-66.171528, Calle Tupuraya #751, Hipódromo, D4
-17.394121,-66.173778, Calle Melchor Pérez #752, La Chimba, D4
-17.405243,-66.173616, Calle Jordán #753, Coña Coña, D4
-17.392788,-66.198328, Calle Portales #754, Hipódromo, D4
-17.398748,-66.199017, Av. Blanco Galindo #755, La Chimba, D4
-17.388582,-66.200399, Calle Tupuraya #756, Coña Coña, D4
-17.384681,-66.206613, Calle Melchor Pérez #757, Hipódromo, D4
-17.398342,-66.189622, Calle Jordán #758, La Chimba, D4
-17.396480,-66.172816, Calle Portales #759, Coña Coña, D4
-17.395174,-66.185228, Av. Blanco Galindo #760, Hipódromo, D4
-17.407000,-66.185797, Calle Tupuraya #761, La Chimba, D4
-17.402684,-66.179635, Calle Melchor Pérez #762, Coña Coña, D4
-17.398723,-66.211269, Calle Jordán #763, Hipódromo, D4
-17.399368,-66.181561, Calle Portales #764, La Chimba, D4
-17.404292,-66.186945, Av. Blanco Galindo #765, Coña Coña, D4
-17.384095,-66.204741, Calle Tupuraya #766, Hipódromo, D4
-17.399092,-66.199921, Calle Melchor Pérez #767, La Chimba, D4
-17.397974,-66.178591, Calle Jordán #768, Coña Coña, D4
-17.406255,-66.171725, Calle Portales #769, Hipódromo, D4
-17.403919,-66.175739, Av. Blanco Galindo #770, La Chimba, D4
-17.399268,-66.210796, Calle Tupuraya #771, Coña Coña, D4
-17.397696,-66.178673, Calle Melchor Pérez #772, Hipódromo, D4
-17.394139,-66.168287, Calle Jordán #773, La Chimba, D4
-17.401863,-66.196861, Calle Portales #774, Coña Coña, D4
-17.387801,-66.202495, Av. Blanco Galindo #775, Hipódromo, D4
-17.405127,-66.183794, Calle Tupuraya #776, La Chimba, D4
-17.389634,-66.207787, Calle Melchor Pérez #777, Coña Coña, D4
-17.398523,-66.200598, Calle Jordán #778, Hipódromo, D4
-17.388417,-66.197625, Calle Portales #779, La Chimba, D4
-17.394212,-66.183320, Av. Blanco Galindo #780, Coña Coña, D4
-17.383441,-66.203209, Calle Tupuraya #781, Hipódromo, D4
-17.394903,-66.194560, Calle Melchor Pérez #782, La Chimba, D4
-17.393822,-66.196724, Calle Jordán #783, Coña Coña, D4
-17.399330,-66.194998, Calle Portales #784, Hipódromo, D4
-17.401779,-66.188364, Av. Blanco Galindo #785, La Chimba, D4
-17.383685,-66.202968, Calle Tupuraya #786, Coña Coña, D4
-17.401915,-66.197505, Calle Melchor Pérez #787, Hipódromo, D4
-17.393041,-66.192485, Calle Jordán #788, La Chimba, D4
-17.395471,-66.186095, Calle Portales #789, Coña Coña, D4
-17.395730,-66.183171, Av. Blanco Galindo #790, Hipódromo, D4
-17.396443,-66.190434, Calle Tupuraya #791, La Chimba, D4
-17.396179,-66.205826, Calle Melchor Pérez #792, Coña Coña, D4
-17.390405,-66.197835, Calle Jordán #793, Hipódromo, D4
-17.397164,-66.194628, Calle Portales #794, La Chimba, D4
-17.387627,-66.197758, Av. Blanco Galindo #795, Coña Coña, D4
-17.398016,-66.176643, Calle Tupuraya #796, Hipódromo, D4
-17.399207,-66.188319, Calle Melchor Pérez #797, La Chimba, D4
-17.392887,-66.190644, Calle Jordán #798, Coña Coña, D4
-17.399992,-66.205518, Calle Portales #799, Hipódromo, D4
-17.395216,-66.193934, Av. Blanco Galindo #800, La Chimba, D4
-17.407938,-66.198106, Calle Tupuraya #801, Coña Coña, D4
-17.394176,-66.195470, Calle Melchor Pérez #802, Hipódromo, D4
-17.408537,-66.181205, Calle Jordán #803, La Chimba, D4
-17.394526,-66.176616, Calle Portales #804, Coña Coña, D4
-17.398635,-66.175277, Av. Blanco Galindo #805, Hipódromo, D4
-17.407984,-66.180253, Calle Tupuraya #806, La Chimba, D4
-17.387889,-66.202064, Calle Melchor Pérez #807, Coña Coña, D4
-17.406142,-66.187079, Calle Jordán #808, Hipódromo, D4
-17.391906,-66.198447, Calle Portales #809, La Chimba, D4
-17.399633,-66.173017, Av. Blanco Galindo #810, Coña Coña, D4
-17.396279,-66.186026, Calle Tupuraya #811, Hipódromo, D4
-17.393242,-66.195203, Calle Melchor Pérez #812, La Chimba, D4
-17.403558,-66.180147, Calle Jordán #813, Coña Coña, D4
-17.405552,-66.172317, Calle Portales #814, Hipódromo, D4
-17.397628,-66.209560, Av. Blanco Galindo #815, La Chimba, D4
-17.405439,-66.179945, Calle Tupuraya #816, Coña Coña, D4
-17.410387,-66.178195, Calle Melchor Pérez #817, Hipódromo, D4
-17.402424,-66.182948, Calle Jordán #818, La Chimba, D4
-17.399166,-66.195784, Calle Portales #819, Coña Coña, D4
-17.391926,-66.206706, Av. Blanco Galindo #820, Hipódromo, D4
-17.393862,-66.176745, Calle Tupuraya #821, La Chimba, D4
-17.398426,-66.191621, Calle Melchor Pérez #822, Coña Coña, D4
-17.399539,-66.182209, Calle Jordán #823, Hipódromo, D4
-17.398877,-66.196674, Calle Portales #824, La Chimba, D4
-17.397812,-66.188791, Av. Blanco Galindo #825, Coña Coña, D4
-17.400762,-66.172588, Calle Tupuraya #826, Hipódromo, D4
-17.383168,-66.196953, Calle Melchor Pérez #827, La Chimba, D4
-17.407948,-66.179206, Calle Jordán #828, Coña Coña, D4
-17.401033,-66.172811, Calle Portales #829, Hipódromo, D4
-17.395139,-66.177499, Av. Blanco Galindo #830, La Chimba, D4
-17.397182,-66.192501, Calle Tupuraya #831, Coña Coña, D4
-17.398224,-66.177443, Calle Melchor Pérez #832, Hipódromo, D4
-17.398730,-66.204538, Calle Jordán #833, La Chimba, D4
-17.391919,-66.197659, Calle Portales #834, Coña Coña, D4
-17.394793,-66.187410, Av. Blanco Galindo #835, Hipódromo, D4
-17.399915,-66.205838, Calle Tupuraya #836, La Chimba, D4
-17.396757,-66.178446, Calle Melchor Pérez #837, Coña Coña, D4
-17.400455,-66.176164, Calle Jordán #838, Hipódromo, D4
-17.395836,-66.172718, Calle Portales #839, La Chimba, D4
-17.402584,-66.181559, Av. Blanco Galindo #840, Coña Coña, D4
