-17.433056,-66.138849, Calle Roma #100, Ticti Norte, D8
-17.475834,-66.097379, Calle Roma #495, Ushpa Ushpa, D8
-17.475684,-66.103990, Calle Hamburgo #496, Ticti Norte, D8
-17.455848,-66.096401, Calle Ticti #497, Valle Hermoso, D8
-17.474927,-66.090605, Calle Sierra Nevada #498, Ushpa Ushpa, D8
-17.454728,-66.125189, Calle Colorado #499, Ticti Norte, D8
-17.448496,-66.126720, Calle Roma #500, Valle Hermoso, D8
-17.439636,-66.138229, Calle Hamburgo #501, Ushpa Ushpa, D8
-17.450911,-66.102352, Calle Ticti #502, Ticti Norte, D8
-17.458885,-66.089697, Calle Sierra Nevada #503, Valle Hermoso, D8
-17.442123,-66.100590, Calle Colorado #504, Ushpa Ushpa, D8
-17.428753,-66.139470, Calle Roma #505, Ticti Norte, D8
-17.435413,-66.140636, Calle Hamburgo #506, Valle Hermoso, D8
-17.446554,-66.129176, Calle Ticti #507, Ushpa Ushpa, D8
-17.465958,-66.087487, Calle Sierra Nevada #508, Ticti Norte, D8
-17.437635,-66.128774, Calle Colorado #509, Valle Hermoso, D8
-17.466889,-66.097323, Calle Roma #510, Ushpa Ushpa, D8
-17.474901,-66.105002, Calle Hamburgo #511, Ticti Norte, D8
-17.460626,-66.089977, Calle Ticti #512, Valle Hermoso, D8
-17.462142,-66.112808, Calle Sierra Nevada #513, Ushpa Ushpa, D8
-17.470141,-66.096310, Calle Colorado #514, Ticti Norte, D8
-17.430054,-66.137185, Calle Roma #515, Valle Hermoso, D8
-17.433574,-66.134178, Calle Hamburgo #516, Ushpa Ushpa, D8
-17.443456,-66.127458, Calle Ticti #517, Ticti Norte, D8
-17.437727,-66.135365, Calle Sierra Nevada #518, Valle Hermoso, D8
-17.440012,-66.100763, Calle Colorado #519, Ushpa Ushpa, D8
-17.434320,-66.142561, Calle Roma #520, Ticti Norte, D8
-17.430023,-66.143705, Calle Hamburgo #521, Valle Hermoso, D8
-17.453542,-66.093193, Calle Ticti #522, Ushpa Ushpa, D8
-17.460440,-66.092443, Calle Sierra Nevada #523, Ticti Norte, D8
-17.459996,-66.119094, Calle Colorado #524, Valle Hermoso, D8
-17.473468,-66.088362, Calle Roma #525, Ushpa Ushpa, D8
-17.457765,-66.099644, Calle Hamburgo #526, Ticti Norte, D8
-17.466410,-66.093477, Calle Ticti #527, Valle Hermoso, D8
-17.445632,-66.131557, Calle Sierra Nevada #528, Ushpa Ushpa, D8
-17.462288,-66.087194, Calle Colorado #529, Ticti Norte, D8
-17.479814,-66.107758, Calle Roma #530, Valle Hermoso, D8
-17.457731,-66.092970, Calle Hamburgo #531, Ushpa Ushpa, D8
-17.427623,-66.142182, Calle Ticti #532, Ticti Norte, D8
-17.480633,-66.107955, Calle Sierra Nevada #533, Valle Hermoso, D8
-17.461458,-66.087259, Calle Colorado #534, Ushpa Ushpa, D8
-17.462215,-66.111285, Calle Roma #535, Ticti Norte, D8
-17.459139,-66.089490, Calle Hamburgo #536, Valle Hermoso, D8
-17.481387,-66.102799, Calle Ticti #537, Ushpa Ushpa, D8
-17.432346,-66.138840, Calle Sierra Nevada #538, Ticti Norte, D8
-17.432321,-66.135440, Calle Colorado #539, Valle Hermoso, D8
-17.470149,-66.088242, Calle Roma #540, Ushpa Ushpa, D8
-17.432640,-66.140956, Calle Hamburgo #541, Ticti Norte, D8
-17.466671,-66.095313, Calle Ticti #542, Valle Hermoso, D8
-17.445223,-66.133653, Calle Sierra Nevada #543, Ushpa Ushpa, D8
-17.481868,-66.097883, Calle Colorado #544, Ticti Norte, D8
-17.459796,-66.117259, Calle Roma #545, Valle Hermoso, D8
-17.457950,-66.093758, Calle Hamburgo #546, Ushpa Ushpa, D8
-17.449632,-66.102013, Calle Ticti #547, Ticti Norte, D8
-17.469804,-66.104508, Calle Sierra Nevada #548, Valle Hermoso, D8
-17.443408,-66.130456, Calle Colorado #549, Ushpa Ushpa, D8
-17.456187,-66.104737, Calle Roma #550, Ticti Norte, D8
-17.462231,-66.086804, Calle Hamburgo #551, Valle Hermoso, D8
-17.438243,-66.136929, Calle Ticti #552, Ushpa Ushpa, D8
-17.464044,-66.101917, Calle Sierra Nevada #553, Ticti Norte, D8
-17.444076,-66.102057, Calle Colorado #554, Valle Hermoso, D8
-17.466260,-66.114360, Calle Roma #555, Ushpa Ushpa, D8
-17.473650,-66.094151, Calle Hamburgo #556, Ticti Norte, D8
-17.466963,-66.085294, Calle Ticti #557, Valle Hermoso, D8
-17.434199,-66.130133, Calle Sierra Nevada #558, Ushpa Ushpa, D8
-17.430354,-66.138784, Calle Colorado #559, Ticti Norte, D8
-17.452847,-66.100087, Calle Roma #560, Valle Hermoso, D8
-17.461811,-66.107295, Calle Hamburgo #561, Ushpa Ushpa, D8
-17.425686,-66.139685, Calle Ticti #562, Ticti Norte, D8
-17.435912,-66.144268, Calle Sierra Nevada #563, Valle Hermoso, D8
-17.457803,-66.119950, Calle Colorado #564, Ushpa Ushpa, D8
-17.475165,-66.089285, Calle Roma #565, Ticti Norte, D8
-17.451353,-66.119570, Calle Hamburgo #566, Valle Hermoso, D8
-17.458309,-66.122164, Calle Ticti #567, Ushpa Ushpa, D8
-17.475625,-66.106790, Calle Sierra Nevada #568, Ticti Norte, D8
-17.468581,-66.106676, Calle Colorado #569, Valle Hermoso, D8
-17.468349,-66.106151, Calle Roma #570, Ushpa Ushpa, D8
-17.470403,-66.089636, Calle Hamburgo #571, Ticti Norte, D8
-17.452286,-66.123770, Calle Ticti #572, Valle Hermoso, D8
-17.480407,-66.106456, Calle Sierra Nevada #573, Ushpa Ushpa, D8
-17.446842,-66.132969, Calle Colorado #574, Ticti Norte, D8
-17.455426,-66.102968, Calle Roma #575, Valle Hermoso, D8
-17.472719,-66.093682, Calle Hamburgo #576, Ushpa Ushpa, D8
-17.445631,-66.125897, Calle Ticti #577, Ticti Norte, D8
-17.477586,-66.100880, Calle Sierra Nevada #578, Valle Hermoso, D8
-17.482046,-66.100832, Calle Colorado #579, Ushpa Ushpa, D8
-17.472493,-66.097630, Calle Roma #580, Ticti Norte, D8
-17.451853,-66.103041, Calle Hamburgo #581, Valle Hermoso, D8
-17.441052,-66.102597, Calle Ticti #582, Ushpa Ushpa, D8
-17.432223,-66.145042, Calle Sierra Nevada #583, Ticti Norte, D8
-17.481735,-66.102186, Calle Colorado #584, Valle Hermoso, D8
-17.429073,-66.136779, Calle Roma #585, Ushpa Ushpa, D8
-17.476757,-66.102783, Calle Hamburgo #586, Ticti Norte, D8
-17.443830,-66.135600, Calle Ticti #587, Valle Hermoso, D8
-17.470725,-66.106049, Calle Sierra Nevada #588, Ushpa Ushpa, D8
-17.471300,-66.086198, Calle Colorado #589, Ticti Norte, D8
-17.475529,-66.103423, Calle Roma #590, Valle Hermoso, D8
-17.453907,-66.103134, Calle Hamburgo #591, Ushpa Ushpa, D8
-17.435693,-66.130322, Calle Ticti #592, Ticti Norte, D8
-17.431103,-66.131305, Calle Sierra Nevada #593, Valle Hermoso, D8
-17.446494,-66.101973, Calle Colorado #594, Ushpa Ushpa, D8
-17.460475,-66.099669, Calle Roma #595, Ticti Norte, D8
-17.475092,-66.086550, Calle Hamburgo #596, Valle Hermoso, D8
-17.459902,-66.093792, Calle Ticti #597, Ushpa Ushpa, D8
-17.456515,-66.121074, Calle Sierra Nevada #598, Ticti Norte, D8
-17.483098,-66.101124, Calle Colorado #599, Valle Hermoso, D8
-17.463738,-66.116850, Calle Roma #600, Ushpa Ushpa, D8
-17.443026,-66.124115, Calle Hamburgo #601, Ticti Norte, D8
-17.462336,-66.100824, Calle Ticti #602, Valle Hermoso, D8
-17.470065,-66.109826, Calle Sierra Nevada #603, Ushpa Ushpa, D8
-17.468849,-66.086406, Calle Colorado #604, Ticti Norte, D8
-17.481864,-66.107247, Calle Roma #605, Valle Hermoso, D8
-17.482156,-66.098228, Calle Hamburgo #606, Ushpa Ushpa, D8
-17.452037,-66.100239, Calle Ticti #607, Ticti Norte, D8
-17.464773,-66.099025, Calle Sierra Nevada #608, Valle Hermoso, D8
-17.469056,-66.110258, Calle Colorado #609, Ushpa Ushpa, D8
-17.472800,-66.103550, Calle Roma #610, Ticti Norte, D8
-17.462468,-66.120267, Calle Hamburgo #611, Valle Hermoso, D8
-17.482481,-66.103490, Calle Ticti #612, Ushpa Ushpa, D8
-17.446241,-66.128111, Calle Sierra Nevada #613, Ticti Norte, D8
-17.458559,-66.117763, Calle Colorado #614, Valle Hermoso, D8
-17.453205,-66.119162, Calle Roma #615, Ushpa Ushpa, D8
-17.439573,-66.126449, Calle Hamburgo #616, Ticti Norte, D8
-17.441321,-66.128866, Calle Ticti #617, Valle Hermoso, D8
-17.473062,-66.099427, Calle Sierra Nevada #618, Ushpa Ushpa, D8
-17.459164,-66.121222, Calle Colorado #619, Ticti Norte, D8
-17.439170,-66.132688, Calle Roma #620, Valle Hermoso, D8
-17.472779,-66.092086, Calle Hamburgo #621, Ushpa Ushpa, D8
-17.452099,-66.118958, Calle Ticti #622, Ticti Norte, D8
-17.438154,-66.101331, Calle Sierra Nevada #623, Valle Hermoso, D8
-17.432833,-66.146749, Calle Colorado #624, Ushpa Ushpa, D8
-17.478636,-66.102919, Calle Roma #625, Ticti Norte, D8
-17.467061,-66.104828, Calle Hamburgo #626, Valle Hermoso, D8
-17.450893,-66.126007, Calle Ticti #627, Ushpa Ushpa, D8
-17.450409,-66.103127, Calle Sierra Nevada #628, Ticti Norte, D8
-17.460694,-66.092517, Calle Colorado #629, Valle Hermoso, D8
-17.446406,-66.129197, Calle Roma #630, Ushpa Ushpa, D8
-17.437486,-66.136378, Calle Hamburgo #631, Ticti Norte, D8
-17.470037,-66.110841, Calle Ticti #632, Valle Hermoso, D8
-17.448645,-66.096545, Calle Sierra Nevada #633, Ushpa Ushpa, D8
-17.459860,-66.122160, Calle Colorado #634, Ticti Norte, D8
-17.447509,-66.120689, Calle Roma #635, Valle Hermoso, D8
-17.466563,-66.098447, Calle Hamburgo #636, Ushpa Ushpa, D8
-17.444736,-66.130152, Calle Ticti #637, Ticti Norte, D8
-17.464518,-66.088020, Calle Sierra Nevada #638, Valle Hermoso, D8
-17.450043,-66.101450, Calle Colorado #639, Ushpa Ushpa, D8
-17.439210,-66.102236, Calle Roma #640, Ticti Norte, D8
-17.444843,-66.129510, Calle Hamburgo #641, Valle Hermoso, D8
-17.449431,-66.123173, Calle Ticti #642, Ushpa Ushpa, D8
-17.447179,-66.131474, Calle Sierra Nevada #643, Ticti Norte, D8
-17.440785,-66.129640, Calle Colorado #644, Valle Hermoso, D8
-17.448288,-66.098858, Calle Roma #645, Ushpa Ushpa, D8
-17.457529,-66.101314, Calle Hamburgo #646, Ticti Norte, D8
-17.475761,-66.102006, Calle Ticti #647, Valle Hermoso, D8
-17.429264,-66.143427, Calle Sierra Nevada #648, Ushpa Ushpa, D8
-17.462362,-66.112467, Calle Colorado #649, Ticti Norte, D8
-17.470622,-66.110332, Calle Roma #650, Valle Hermoso, D8
-17.458247,-66.094643, Calle Hamburgo #651, Ushpa Ushpa, D8
-17.438166,-66.134279, Calle Ticti #652, Ticti Norte, D8
-17.442025,-66.138273, Calle Sierra Nevada #653, Valle Hermoso, D8
-17.479441,-66.101359, Calle Colorado #654, Ushpa Ushpa, D8
-17.468571,-66.091974, Calle Roma #655, Ticti Norte, D8
-17.459484,-66.117078, Calle Hamburgo #656, Valle Hermoso, D8
-17.464632,-66.114922, Calle Ticti #657, Ushpa Ushpa, D8
-17.439554,-66.133871, Calle Sierra Nevada #658, Ticti Norte, D8
-17.477874,-66.092112, Calle Colorado #659, Valle Hermoso, D8
-17.461712,-66.087617, Calle Roma #660, Ushpa Ushpa, D8
-17.463715,-66.100711, Calle Hamburgo #661, Ticti Norte, D8
-17.450972,-66.096476, Calle Ticti #662, Valle Hermoso, D8
-17.454552,-66.097652, Calle Sierra Nevada #663, Ushpa Ushpa, D8
-17.466885,-66.110819, Calle Colorado #664, Ticti Norte, D8
-17.466272,-66.101013, Calle Roma #665, Valle Hermoso, D8
-17.467156,-66.094876, Calle Hamburgo #666, Ushpa Ushpa, D8
-17.478738,-66.091840, Calle Ticti #667, Ticti Norte, D8
-17.462286,-66.108111, Calle Sierra Nevada #668, Valle Hermoso, D8
-17.456867,-66.095280, Calle Colorado #669, Ushpa Ushpa, D8
-17.461054,-66.096206, Calle Roma #670, Ticti Norte, D8
-17.458393,-66.093731, Calle Hamburgo #671, Valle Hermoso, D8
-17.469407,-66.109410, Calle Ticti #672, Ushpa Ushpa, D8
-17.433147,-66.130820, Calle Sierra Nevada #673, Ticti Norte, D8
-17.459765,-66.094109, Calle Colorado #674, Valle Hermoso, D8
-17.454204,-66.093021, Calle Roma #675, Ushpa Ushpa, D8
-17.482274,-66.106796, Calle Hamburgo #676, Ticti Norte, D8
-17.477366,-66.103618, Calle Ticti #677, Valle Hermoso, D8
-17.468317,-66.086619, Calle Sierra Nevada #678, Ushpa Ushpa, D8
-17.468442,-66.111658, Calle Colorado #679, Ticti Norte, D8
-17.460668,-66.095204, Calle Roma #680, Valle Hermoso, D8
-17.453754,-66.121657, Calle Hamburgo #681, Ushpa Ushpa, D8
-17.426246,-66.139192, Calle Ticti #682, Ticti Norte, D8
-17.448470,-66.128512, Calle Sierra Nevada #683, Valle Hermoso, D8
-17.433273,-66.141072, Calle Colorado #684, Ushpa Ushpa, D8
-17.465900,-66.102373, Calle Roma #685, Ticti Norte, D8
-17.467561,-66.104884, Calle Hamburgo #686, Valle Hermoso, D8
-17.467227,-66.089295, Calle Ticti #687, Ushpa Ushpa, D8
-17.465016,-66.102356, Calle Sierra Nevada #688, Ticti Norte, D8
-17.448978,-66.130290, Calle Colorado #689, Valle Hermoso, D8
-17.466487,-66.110914, Calle Roma #690, Ushpa Ushpa, D8
-17.439548,-66.136935, Calle Hamburgo #691, Ticti Norte, D8
-17.448700,-66.099296, Calle Ticti #692, Valle Hermoso, D8
-17.467935,-66.090557, Calle Sierra Nevada #693, Ushpa Ushpa, D8
-17.469616,-66.095385, Calle Colorado #694, Ticti Norte, D8
-17.472527,-66.095051, Calle Roma #695, Valle Hermoso, D8
-17.472365,-66.094467, Calle Hamburgo #696, Ushpa Ushpa, D8
-17.451996,-66.100676, Calle Ticti #697, Ticti Norte, D8
-17.442595,-66.129975, Calle Sierra Nevada #698, Valle Hermoso, D8
-17.425622,-66.135474, Calle Colorado #699, Ushpa Ushpa, D8
-17.477687,-66.093567, Calle Roma #700, Ticti Norte, D8
-17.434891,-66.138740, Calle Hamburgo #701, Valle Hermoso, D8
-17.465820,-66.090369, Calle Ticti #702, Ushpa Ushpa, D8
-17.458841,-66.120424, Calle Sierra Nevada #703, Ticti Norte, D8
-17.456517,-66.101639, Calle Colorado #704, Valle Hermoso, D8
-17.465986,-66.088569, Calle Roma #705, Ushpa Ushpa, D8
-17.427884,-66.138361, Calle Hamburgo #706, Ticti Norte, D8
-17.473177,-66.091596, Calle Ticti #707, Valle Hermoso, D8
-17.470756,-66.100521, Calle Sierra Nevada #708, Ushpa Ushpa, D8
-17.464802,-66.094098, Calle Colorado #709, Ticti Norte, D8
-17.462536,-66.093513, Calle Roma #710, Valle Hermoso, D8
-17.481963,-66.100856, Calle Hamburgo #711, Ushpa Ushpa, D8
-17.441521,-66.125050, Calle Ticti #712, Ticti Norte, D8
-17.434998,-66.101786, Calle Sierra Nevada #713, Valle Hermoso, D8
-17.443624,-66.125697, Calle Colorado #714, Ushpa Ushpa, D8
-17.471205,-66.094447, Calle Roma #715, Ticti Norte, D8
-17.462424,-66.112400, Calle Hamburgo #716, Valle Hermoso, D8
-17.434781,-66.131472, Calle Ticti #717, Ushpa Ushpa, D8
-17.459937,-66.100627, Calle Sierra Nevada #718, Ticti Norte, D8
-17.430192,-66.146758, Calle Colorado #719, Valle Hermoso, D8
-17.437474,-66.137482, Calle Roma #720, Ushpa Ushpa, D8
-17.453481,-66.097233, Calle Hamburgo #721, Ticti Norte, D8
-17.467661,-66.108370, Calle Ticti #722, Valle Hermoso, D8
-17.444351,-66.128810, Calle Sierra Nevada #723, Ushpa Ushpa, D8
-17.475322,-66.089880, Calle Colorado #724, Ticti Norte, D8
-17.462362,-66.119351, Calle Roma #725, Valle Hermoso, D8
-17.442168,-66.122808, Calle Hamburgo #726, Ushpa Ushpa, D8
-17.480072,-66.100677, Calle Ticti #727, Ticti Norte, D8
-17.475406,-66.102066, Calle Sierra Nevada #728, Valle Hermoso, D8
-17.437983,-66.143229, Calle Colorado #729, Ushpa Ushpa, D8
-17.461043,-66.088214, Calle Roma #730, Ticti Norte, D8
-17.445769,-66.127651, Calle Hamburgo #731, Valle Hermoso, D8
-17.442046,-66.135585, Calle Ticti #732, Ushpa Ushpa, D8
-17.480806,-66.097183, Calle Sierra Nevada #733, Ticti Norte, D8
-17.462870,-66.090169, Calle Colorado #734, Valle Hermoso, D8
-17.454499,-66.095946, Calle Roma #735, Ushpa Ushpa, D8
-17.450584,-66.099160, Calle Hamburgo #736, Ticti Norte, D8
-17.439552,-66.138459, Calle Ticti #737, Valle Hermoso, D8
-17.466715,-66.107544, Calle Sierra Nevada #738, Ushpa Ushpa, D8
-17.471620,-66.096623, Calle Colorado #739, Ticti Norte, D8
-17.471367,-66.101685, Calle Roma #740, Valle Hermoso, D8
-17.463180,-66.099854, Calle Hamburgo #741, Ushpa Ushpa, D8
-17.469714,-66.104056, Calle Ticti #742, Ticti Norte, D8
-17.479212,-66.106184, Calle Sierra Nevada #743, Valle Hermoso, D8
-17.427782,-66.135786, Calle Colorado #744, Ushpa Ushpa, D8
-17.479744,-66.098926, Calle Roma #745, Ticti Norte, D8
-17.460125,-66.108559, Calle Hamburgo #746, Valle Hermoso, D8
-17.462811,-66.093188, Calle Ticti #747, Ushpa Ushpa, D8
-17.442215,-66.128638, Calle Sierra Nevada #748, Ticti Norte, D8
-17.471792,-66.101990, Calle Colorado #749, Valle Hermoso, D8
-17.428680,-66.137338, Calle Roma #750, Ushpa Ushpa, D8
-17.477757,-66.099345, Calle Hamburgo #751, Ticti Norte, D8
-17.448614,-66.129820, Calle Ticti #752, Valle Hermoso, D8
-17.433146,-66.129960, Calle Sierra Nevada #753, Ushpa Ushpa, D8
-17.471699,-66.110067, Calle Colorado #754, Ticti Norte, D8
-17.450243,-66.123556, Calle Roma #755, Valle Hermoso, D8
-17.470325,-66.093698, Calle Hamburgo #756, Ushpa Ushpa, D8
-17.436407,-66.140433, Calle Ticti #757, Ticti Norte, D8
-17.467811,-66.093167, Calle Sierra Nevada #758, Valle Hermoso, D8
-17.472755,-66.087147, Calle Colorado #759, Ushpa Ushpa, D8
-17.462349,-66.096638, Calle Roma #760, Ticti Norte, D8
-17.458330,-66.098460, Calle Hamburgo #761, Valle Hermoso, D8
-17.447855,-66.098932, Calle Ticti #762, Ushpa Ushpa, D8
-17.443515,-66.101569, Calle Sierra Nevada #763, Ticti Norte, D8
-17.459912,-66.093549, Calle Colorado #764, Valle Hermoso, D8
-17.466194,-66.112151, Calle Roma #765, Ushpa Ushpa, D8
-17.461231,-66.110775, Calle Hamburgo #766, Ticti Norte, D8
-17.481139,-66.105291, Calle Ticti #767, Valle Hermoso, D8
-17.434347,-66.134014, Calle Sierra Nevada #768, Ushpa Ushpa, D8
-17.463353,-66.099167, Calle Colorado #769, Ticti Norte, D8
-17.460410,-66.111283, Calle Roma #770, Valle Hermoso, D8
-17.450552,-66.125737, Calle Hamburgo #771, Ushpa Ushpa, D8
-17.446510,-66.122464, Calle Ticti #772, Ticti Norte, D8
-17.440302,-66.137945, Calle Sierra Nevada #773, Valle Hermoso, D8
-17.430086,-66.135844, Calle Colorado #774, Ushpa Ushpa, D8
-17.464785,-66.101546, Calle Roma #775, Ticti Norte, D8
-17.439834,-66.099716, Calle Hamburgo #776, Valle Hermoso, D8
-17.460777,-66.092821, Calle Ticti #777, Ushpa Ushpa, D8
-17.453223,-66.095490, Calle Sierra Nevada #778, Ticti Norte, D8
-17.438102,-66.128650, Calle Colorado #779, Valle Hermoso, D8
-17.471035,-66.094275, Calle Roma #780, Ushpa Ushpa, D8
-17.472147,-66.096558, Calle Hamburgo #781, Ticti Norte, D8
-17.479810,-66.105201, Calle Ticti #782, Valle Hermoso, D8
-17.474333,-66.104347, Calle Sierra Nevada #783, Ushpa Ushpa, D8
-17.471902,-66.088575, Calle Colorado #784, Ticti Norte, D8
-17.451904,-66.094505, Calle Roma #785, Valle Hermoso, D8
-17.455071,-66.120931, Calle Hamburgo #786, Ushpa Ushpa, D8
-17.461056,-66.099298, Calle Ticti #787, Ticti Norte, D8
-17.444049,-66.136859, Calle Sierra Nevada #788, Valle Hermoso, D8
-17.463729,-66.093137, Calle Colorado #789, Ushpa Ushpa, D8
-17.448747,-66.099402, Calle Roma #790, Ticti Norte, D8
-17.472222,-66.109793, Calle Hamburgo #791, Valle Hermoso, D8
-17.437318,-66.144445, Calle Ticti #792, Ushpa Ushpa, D8
-17.476020,-66.088911, Calle Sierra Nevada #793, Ticti Norte, D8
-17.453399,-66.102993, Calle Colorado #794, Valle Hermoso, D8
-17.448787,-66.100848, Calle Roma #795, Ushpa Ushpa, D8
-17.451250,-66.102860, Calle Hamburgo #796, Ticti Norte, D8
-17.439433,-66.140388, Calle Ticti #797, Valle Hermoso, D8
-17.475301,-66.094533, Calle Sierra Nevada #798, Ushpa Ushpa, D8
-17.475886,-66.106274, Calle Colorado #799, Ticti Norte, D8
-17.465036,-66.086290, Calle Roma #800, Valle Hermoso, D8
-17.466939,-66.109215, Calle Hamburgo #801, Ushpa Ushpa, D8
-17.447901,-66.128480, Calle Ticti #802, Ticti Norte, D8
-17.460858,-66.118000, Calle Sierra Nevada #803, Valle Hermoso, D8
-17.433714,-66.142565, Calle Colorado #804, Ushpa Ushpa, D8
-17.477836,-66.105930, Calle Roma #805, Ticti Norte, D8
-17.455618,-66.106291, Calle Hamburgo #806, Valle Hermoso, D8
-17.464383,-66.095266, Calle Ticti #807, Ushpa Ushpa, D8
-17.456969,-66.118099, Calle Sierra Nevada #808, Ticti Norte, D8
-17.467761,-66.109135, Calle Colorado #809, Valle Hermoso, D8
-17.458407,-66.099705, Calle Roma #810, Ushpa Ushpa, D8
-17.465830,-66.094743, Calle Hamburgo #811, Ticti Norte, D8
-17.469351,-66.106799, Calle Ticti #812, Valle Hermoso, D8
-17.463118,-66.108100, Calle Sierra Nevada #813, Ushpa Ushpa, D8
-17.444227,-66.126779, Calle Colorado #814, Ticti Norte, D8
-17.459471,-66.093075, Calle Roma #815, Valle Hermoso, D8
-17.460232,-66.122009, Calle Hamburgo #816, Ushpa Ushpa, D8
-17.460064,-66.119893, Calle Ticti #817, Ticti Norte, D8
-17.480628,-66.096758, Calle Sierra Nevada #818, Valle Hermoso, D8
-17.454229,-66.094778, Calle Colorado #819, Ushpa Ushpa, D8
-17.430882,-66.145168, Calle Roma #820, Ticti Norte, D8
-17.433746,-66.146399, Calle Hamburgo #821, Valle Hermoso, D8
-17.454923,-66.102056, Calle Ticti #822, Ushpa Ushpa, D8
-17.475732,-66.096148, Calle Sierra Nevada #823, Ticti Norte, D8
-17.475391,-66.108689, Calle Colorado #824, Valle Hermoso, D8
-17.472806,-66.109680, Calle Roma #825, Ushpa Ushpa, D8
-17.469197,-66.093778, Calle Hamburgo #826, Ticti Norte, D8
-17.448688,-66.125085, Calle Ticti #827, Valle Hermoso, D8
-17.453207,-66.101575, Calle Sierra Nevada #828, Ushpa Ushpa, D8
-17.444403,-66.121527, Calle Colorado #829, Ticti Norte, D8
-17.467971,-66.112358, Calle Roma #830, Valle Hermoso, D8
-17.477331,-66.089256, Calle Hamburgo #831, Ushpa Ushpa, D8
-17.466105,-66.100752, Calle Ticti #832, Ticti Norte, D8
-17.477870,-66.093711, Calle Sierra Nevada #833, Valle Hermoso, D8
-17.429757,-66.133186, Calle Colorado #834, Ushpa Ushpa, D8
-17.455840,-66.093503, Calle Roma #835, Ticti Norte, D8
-17.450976,-66.100331, Calle Hamburgo #836, Valle Hermoso, D8
-17.434750,-66.145340, Calle Ticti #837, Ushpa Ushpa, D8
-17.438020,-66.127325, Calle Sierra Nevada #838, Ticti Norte, D8
-17.473655,-66.095268, Calle Colorado #839, Valle Hermoso, D8
-17.460121,-66.103990, Calle Roma #840, Ushpa Ushpa, D8
-17.478356,-66.104778, Calle Hamburgo #841, Ticti Norte, D8
-17.430926,-66.138340, Calle Ticti #842, Valle Hermoso, D8
-17.481085,-66.107408, Calle Sierra Nevada #843, Ushpa Ushpa, D8
-17.435005,-66.131714, Calle Colorado #844, Ticti Norte, D8
-17.476575,-66.101484, Calle Roma #845, Valle Hermoso, D8
-17.453922,-66.096389, Calle Hamburgo #846, Ushpa Ushpa, D8
