-17.372714,-66.182021, Calle Tarija #100, Sarco, D3
-17.368468,-66.194007, Av. América #527, Sarcobamba, D3
-17.385340,-66.180840, Calle Monseñor Rivero #528, Villa Busch, D3
-17.360587,-66.192994, Calle Adela Zamudio #529, Sarco, D3
-17.389177,-66.187581, Calle Tarija #530, Sarcobamba, D3
-17.358919,-66.195565, Calle Colón #531, Villa Busch, D3
-17.367732,-66.177509, Av. América #532, Sarco, D3
-17.366119,-66.179325, Calle Monseñor Rivero #533, Sarcobamba, D3
-17.360745,-66.199338, Calle Adela Zamudio #534, Villa Busch, D3
-17.389856,-66.184454, Calle Tarija #535, Sarco, D3
-17.367699,-66.178620, Calle Colón #536, Sarcobamba, D3
-17.368465,-66.200305, Av. América #537, Villa Busch, D3
-17.365181,-66.187787, Calle Monseñor Rivero #538, Sarco, D3
-17.355097,-66.198494, Calle Adela Zamudio #539, Sarcobamba, D3
-17.359169,-66.198886, Calle Tarija #540, Villa Busch, D3
-17.376817,-66.189442, Calle Colón #541, Sarco, D3
-17.379102,-66.181435, Av. América #542, Sarcobamba, D3
-17.355463,-66.202968, Calle Monseñor Rivero #543, Villa Busch, D3
-17.366757,-66.196960, Calle Adela Zamudio #544, Sarco, D3
-17.392041,-66.180610, Calle Tarija #545, Sarcobamba, D3
-17.366119,-66.182260, Calle Colón #546, Villa Busch, D3
-17.363338,-66.204171, Av. América #547, Sarco, D3
-17.377618,-66.183661, Calle Monseñor Rivero #548, Sarcobamba, D3
-17.389969,-66.191918, Calle Adela Zamudio #549, Villa Busch, D3
-17.362012,-66.185561, Calle Tarija #550, Sarco, D3
-17.378568,-66.195289, Calle Colón #551, Sarcobamba, D3
-17.356011,-66.192743, Av. América #552, Villa Busch, D3
-17.379041,-66.199321, Calle Monseñor Rivero #553, Sarco, D3
-17.374019,-66.197475, Calle Adela Zamudio #554, Sarcobamba, D3
-17.379559,-66.190429, Calle Tarija #555, Villa Busch, D3
-17.363522,-66.182462, Calle Colón #556, Sarco, D3
-17.356410,-66.202255, Av. América #557, Sarcobamba, D3
-17.390198,-66.188434, Calle Monseñor Rivero #558, Villa Busch, D3
-17.363560,-66.182305, Calle Adela Zamudio #559, Sarco, D3
-17.366670,-66.177308, Calle Tarija #560, Sarcobamba, D3
-17.387417,-66.187824, Calle Colón #561, Villa Busch, D3
-17.363263,-66.184474, Av. América #562, Sarco, D3
-17.383662,-66.192967, Calle Monseñor Rivero #563, Sarcobamba, D3
-17.384135,-66.195784, Calle Adela Zamudio #564, Villa Busch, D3
-17.378729,-66.206750, Calle Tarija #565, Sarco, D3
-17.384531,-66.184161, Calle Colón #566, Sarcobamba, D3
-17.384384,-66.183205, Av. América #567, Villa Busch, D3
-17.382206,-66.196052, Calle Monseñor Rivero #568, Sarco, D3
-17.379016,-66.204613, Calle Adela Zamudio #569, Sarcobamba, D3
-17.371065,-66.190799, Calle Tarija #570, Villa Busch, D3
-17.371876,-66.194477, Calle Colón #571, Sarco, D3
-17.374341,-66.204327, Av. América #572, Sarcobamba, D3
-17.389838,-66.190201, Calle Monseñor Rivero #573, Villa Busch, D3
-17.372869,-66.202822, Calle Adela Zamudio #574, Sarco, D3
-17.369648,-66.177589, Calle Tarija #575, Sarcobamba, D3
-17.371829,-66.196380, Calle Colón #576, Villa Busch, D3
-17.380122,-66.204681, Av. América #577, Sarco, D3
-17.360821,-66.197709, Calle Monseñor Rivero #578, Sarcobamba, D3
-17.387371,-66.192659, Calle Adela Zamudio #579, Villa Busch, D3
-17.359839,-66.195317, Calle Tarija #580, Sarco, D3
-17.379787,-66.202199, Calle Colón #581, Sarcobamba, D3
-17.377995,-66.204175, Av. América #582, Villa Busch, D3
-17.360339,-66.188051, Calle Monseñor Rivero #583, Sarco, D3
-17.370883,-66.181453, Calle Adela Zamudio #584, Sarcobamba, D3
-17.366610,-66.178373, Calle Tarija #585, Villa Busch, D3
-17.380609,-66.195670, Calle Colón #586, Sarco, D3
-17.351031,-66.196780, Av. América #587, Sarcobamba, D3
-17.376269,-66.178920, Calle Monseñor Rivero #588, Villa Busch, D3
-17.368271,-66.189135, Calle Adela Zamudio #589, Sarco, D3
-17.356711,-66.199369, Calle Tarija #590, Sarcobamba, D3
-17.371455,-66.189054, Calle Colón #591, Villa Busch, D3
-17.353166,-66.190869, Av. América #592, Sarco, D3
-17.354525,-66.194824, Calle Monseñor Rivero #593, Sarcobamba, D3
-17.371810,-66.206047, Calle Adela Zamudio #594, Villa Busch, D3
-17.382662,-66.189253, Calle Tarija #595, Sarco, D3
-17.370051,-66.204832, Calle Colón #596, Sarcobamba, D3
-17.371093,-66.180059, Av. América #597, Villa Busch, D3
-17.354492,-66.192444, Calle Monseñor Rivero #598, Sarco, D3
-17.376678,-66.206639, Calle Adela Zamudio #599, Sarcobamba, D3
-17.369224,-66.181093, Calle Tarija #600, Villa Busch, D3
-17.360541,-66.184937, Calle Colón #601, Sarco, D3
-17.372718,-66.197223, Av. América #602, Sarcobamba, D3
-17.366872,-66.200625, Calle Monseñor Rivero #603, Villa Busch, D3
-17.353599,-66.201154, Calle Adela Zamudio #604, Sarco, D3
-17.356000,-66.197485, Calle Tarija #605, Sarcobamba, D3
-17.384315,-66.186374, Calle Colón #606, Villa Busch, D3
-17.375410,-66.202013, Av. América #607, Sarco, D3
-17.387441,-66.193899, Calle Monseñor Rivero #608, Sarcobamba, D3
-17.374717,-66.183096, Calle Adela Zamudio #609, Villa Busch, D3
-17.378951,-66.180433, Calle Tarija #610, Sarco, D3
-17.360745,-66.196003, Calle Colón #611, Sarcobamba, D3
-17.377965,-66.186881, Av. América #612, Villa Busch, D3
-17.376226,-66.205615, Calle Monseñor Rivero #613, Sarco, D3
-17.366907,-66.190937, Calle Adela Zamudio #614, Sarcobamba, D3
-17.384439,-66.179748, Calle Tarija #615, Villa Busch, D3
-17.357536,-66.195734, Calle Colón #616, Sarco, D3
-17.368208,-66.197352, Av. América #617, Sarcobamba, D3
-17.363849,-66.199257, Calle Monseñor Rivero #618, Villa Busch, D3
-17.367800,-66.188087, Calle Adela Zamudio #619, Sarco, D3
-17.376770,-66.190797, Calle Tarija #620, Sarcobamba, D3
-17.389863,-66.188061, Calle Colón #621, Villa Busch, D3
-17.365196,-66.204269, Av. América #622, Sarco, D3
-17.377615,-66.182999, Calle Monseñor Rivero #623, Sarcobamba, D3
-17.377380,-66.199517, Calle Adela Zamudio #624, Villa Busch, D3
-17.390573,-66.183189, Calle Tarija #625, Sarco, D3
-17.370921,-66.190213, Calle Colón #626, Sarcobamba, D3
-17.389427,-66.183787, Av. América #627, Villa Busch, D3
-17.368624,-66.203472, Calle Monseñor Rivero #628, Sarco, D3
-17.377592,-66.193474, Calle Adela Zamudio #629, Sarcobamba, D3
-17.381404,-66.184875, Calle Tarija #630, Villa Busch, D3
-17.377282,-66.183783, Calle Colón #631, Sarco, D3
-17.373169,-66.196156, Av. América #632, Sarcobamba, D3
-17.391118,-66.193200, Calle Monseñor Rivero #633, Villa Busch, D3
-17.388205,-66.181690, Calle Adela Zamudio #634, Sarco, D3
-17.391012,-66.194194, Calle Tarija #635, Sarcobamba, D3
-17.381615,-66.195753, Calle Colón #636, Villa Busch, D3
-17.367821,-66.202937, Av. América #637, Sarco, D3
-17.389124,-66.188593, Calle Monseñor Rivero #638, Sarcobamba, D3
-17.376163,-66.184999, Calle Adela Zamudio #639, Villa Busch, D3
-17.378624,-66.181185, Calle Tarija #640, Sarco, D3
-17.359569,-66.200699, Calle Colón #641, Sarcobamba, D3
-17.371456,-66.176567, Av. América #642, Villa Busch, D3
-17.374608,-66.197228, Calle Monseñor Rivero #643, Sarco, D3
-17.358658,-66.198874, Calle Adela Zamudio #644, Sarcobamba, D3
-17.377400,-66.180149, Calle Tarija #645, Villa Busch, D3
-17.352733,-66.200550, Calle Colón #646, Sarco, D3
-17.378981,-66.182887, Av. América #647, Sarcobamba, D3
-17.361203,-66.189147, Calle Monseñor Rivero #648, Villa Busch, D3
-17.361535,-66.193740, Calle Adela Zamudio #649, Sarco, D3
-17.370135,-66.187937, Calle Tarija #650, Sarcobamba, D3
-17.356992,-66.196571, Calle Colón #651, Villa Busch, D3
-17.378458,-66.184615, Av. América #652, Sarco, D3
-17.371722,-66.180350, Calle Monseñor Rivero #653, Sarcobamba, D3
-17.387125,-66.193089, Calle Adela Zamudio #654, Villa Busch, D3
-17.357086,-66.192411, Calle Tarija #655, Sarco, D3
-17.365417,-66.196916, Calle Colón #656, Sarcobamba, D3
-17.369625,-66.199059, Av. América #657, Villa Busch, D3
-17.364511,-66.181329, Calle Monseñor Rivero #658, Sarco, D3
-17.372437,-66.192743, Calle Adela Zamudio #659, Sarcobamba, D3
-17.376643,-66.198707, Calle Tarija #660, Villa Busch, D3
-17.386178,-66.185801, Calle Colón #661, Sarco, D3
-17.375717,-66.187268, Av. América #662, Sarcobamba, D3
-17.384133,-66.181616, Calle Monseñor Rivero #663, Villa Busch, D3
-17.379060,-66.185955, Calle Adela Zamudio #664, Sarco, D3
-17.368903,-66.198473, Calle Tarija #665, Sarcobamba, D3
-17.368094,-66.176798, Calle Colón #666, Villa Busch, D3
-17.381218,-66.192591, Av. América #667, Sarco, D3
-17.390150,-66.183127, Calle Monseñor Rivero #668, Sarcobamba, D3
-17.376972,-66.199809, Calle Adela Zamudio #669, Villa Busch, D3
-17.373864,-66.191291, Calle Tarija #670, Sarco, D3
-17.378928,-66.177493, Calle Colón #671, Sarcobamba, D3
-17.379150,-66.194164, Av. América #672, Villa Busch, D3
-17.390554,-66.186408, Calle Monseñor Rivero #673, Sarco, D3
-17.388559,-66.185397, Calle Adela Zamudio #674, Sarcobamba, D3
-17.379986,-66.205112, Calle Tarija #675, Villa Busch, D3
-17.358243,-66.201930, Calle Colón #676, Sarco, D3
-17.375446,-66.185125, Av. América #677, Sarcobamba, D3
-17.373560,-66.186151, Calle Monseñor Rivero #678, Villa Busch, D3
-17.390549,-66.194554, Calle Adela Zamudio #679, Sarco, D3
-17.377267,-66.200383, Calle Tarija #680, Sarcobamba, D3
-17.374045,-66.192913, Calle Colón #681, Villa Busch, D3
-17.354696,-66.192388, Av. América #682, Sarco, D3
-17.355076,-66.201205, Calle Monseñor Rivero #683, Sarcobamba, D3
-17.378202,-66.200442, Calle Adela Zamudio #684, Villa Busch, D3
-17.386249,-66.188526, Calle Tarija #685, Sarco, D3
-17.390428,-66.186993, Calle Colón #686, Sarcobamba, D3
-17.374806,-66.197772, Av. América #687, Villa Busch, D3
-17.357047,-66.186273, Calle Monseñor Rivero #688, Sarco, D3
-17.384610,-66.181483, Calle Adela Zamudio #689, Sarcobamba, D3
-17.359723,-66.199493, Calle Tarija #690, Villa Busch, D3
-17.371948,-66.194158, Calle Colón #691, Sarco, D3
-17.378985,-66.188444, Av. América #692, Sarcobamba, D3
-17.365261,-66.189055, Calle Monseñor Rivero #693, Villa Busch, D3
-17.373001,-66.176970, Calle Adela Zamudio #694, Sarco, D3
-17.373179,-66.207378, Calle Tarija #695, Sarcobamba, D3
-17.376604,-66.183186, Calle Colón #696, Villa Busch, D3
-17.369334,-66.196142, Av. América #697, Sarco, D3
-17.362006,-66.193964, Calle Monseñor Rivero #698, Sarcobamba, D3
-17.349689,-66.198327, Calle Adela Zamudio #699, Villa Busch, D3
-17.378147,-66.196071, Calle Tarija #700, Sarco, D3
-17.364194,-66.193775, Calle Colón #701, Sarcobamba, D3
-17.359628,-66.196120, Av. América #702, Villa Busch, D3
-17.384386,-66.181999, Calle Monseñor Rivero #703, Sarco, D3
-17.353707,-66.192076, Calle Adela Zamudio #704, Sarcobamba, D3
-17.381650,-66.179462, Calle Tarija #705, Villa Busch, D3
-17.369972,-66.177242, Calle Colón #706, Sarco, D3
-17.376464,-66.202263, Av. América #707, Sarcobamba, D3
-17.379609,-66.196456, Calle Monseñor Rivero #708, Villa Busch, D3
-17.386215,-66.191511, Calle Adela Zamudio #709, Sarco, D3
-17.373052,-66.186870, Calle Tarija #710, Sarcobamba, D3
-17.380147,-66.195620, Calle Colón #711, Villa Busch, D3
-17.371519,-66.193601, Av. América #712, Sarco, D3
-17.388682,-66.188126, Calle Monseñor Rivero #713, Sarcobamba, D3
-17.357370,-66.197533, Calle Adela Zamudio #714, Villa Busch, D3
-17.357867,-66.195159, Calle Tarija #715, Sarco, D3
-17.356410,-66.196941, Calle Colón #716, Sarcobamba, D3
-17.387340,-66.195553, Av. América #717, Villa Busch, D3
-17.352223,-66.197622, Calle Monseñor Rivero #718, Sarco, D3
-17.386764,-66.183113, Calle Adela Zamudio #719, Sarcobamba, D3
-17.391043,-66.195402, Calle Tarija #720, Villa Busch, D3
-17.371207,-66.199163, Calle Colón #721, Sarco, D3
-17.367879,-66.178093, Av. América #722, Sarcobamba, D3
-17.385605,-66.183877, Calle Monseñor Rivero #723, Villa Busch, D3
-17.365033,-66.191948, Calle Adela Zamudio #724, Sarco, D3
-17.353259,-66.195243, Calle Tarija #725, Sarcobamba, D3
-17.376482,-66.181281, Calle Colón #726, Villa Busch, D3
-17.369211,-66.189539, Av. América #727, Sarco, D3
-17.371117,-66.184839, Calle Monseñor Rivero #728, Sarcobamba, D3
-17.379821,-66.204085, Calle Adela Zamudio #729, Villa Busch, D3
-17.389754,-66.194204, Calle Tarija #730, Sarco, D3
-17.380497,-66.206466, Calle Colón #731, Sarcobamba, D3
-17.368173,-66.177061, Av. América #732, Villa Busch, D3
-17.365522,-66.180969, Calle Monseñor Rivero #733, Sarco, D3
-17.366086,-66.182248, Calle Adela Zamudio #734, Sarcobamba, D3
-17.370657,-66.190533, Calle Tarija #735, Villa Busch, D3
-17.368351,-66.192170, Calle Colón #736, Sarco, D3
-17.391443,-66.190992, Av. América #737, Sarcobamba, D3
-17.382816,-66.194851, Calle Monseñor Rivero #738, Villa Busch, D3
-17.356842,-66.187432, Calle Adela Zamudio #739, Sarco, D3
-17.349811,-66.200388, Calle Tarija #740, Sarcobamba, D3
-17.367249,-66.193734, Calle Colón #741, Villa Busch, D3
-17.376093,-66.204261, Av. América #742, Sarco, D3
-17.369616,-66.207459, Calle Monseñor Rivero #743, Sarcobamba, D3
-17.360463,-66.185989, Calle Adela Zamudio #744, Villa Busch, D3
-17.368437,-66.199391, Calle Tarija #745, Sarco, D3
-17.367799,-66.182186, Calle Colón #746, Sarcobamba, D3
-17.355823,-66.187406, Av. América #747, Villa Busch, D3
-17.389263,-66.193688, Calle Monseñor Rivero #748, Sarco, D3
-17.384316,-66.188895, Calle Adela Zamudio #749, Sarcobamba, D3
-17.364865,-66.188770, Calle Tarija #750, Villa Busch, D3
-17.366714,-66.183053, Calle Colón #751, Sarco, D3
-17.364995,-66.201694, Av. América #752, Sarcobamba, D3
-17.362208,-66.192963, Calle Monseñor Rivero #753, Villa Busch, D3
-17.361220,-66.198749, Calle Adela Zamudio #754, Sarco, D3
-17.392302,-66.185678, Calle Tarija #755, Sarcobamba, D3
-17.369475,-66.176822, Calle Colón #756, Villa Busch, D3
-17.355902,-66.197276, Av. América #757, Sarco, D3
-17.355218,-66.201231, Calle Monseñor Rivero #758, Sarcobamba, D3
-17.363466,-66.191756, Calle Adela Zamudio #759, Villa Busch, D3
-17.366521,-66.195158, Calle Tarija #760, Sarco, D3
-17.371068,-66.177258, Calle Colón #761, Sarcobamba, D3
-17.374811,-66.192132, Av. América #762, Villa Busch, D3
-17.357779,-66.187629, Calle Monseñor Rivero #763, Sarco, D3
-17.369537,-66.192089, Calle Adela Zamudio #764, Sarcobamba, D3
-17.384024,-66.192512, Calle Tarija #765, Villa Busch, D3
-17.361091,-66.193074, Calle Colón #766, Sarco, D3
-17.388142,-66.180122, Av. América #767, Sarcobamba, D3
-17.362633,-66.191683, Calle Monseñor Rivero #768, Villa Busch, D3
-17.375027,-66.179797, Calle Adela Zamudio #769, Sarco, D3
-17.350759,-66.196768, Calle Tarija #770, Sarcobamba, D3
-17.377948,-66.206990, Calle Colón #771, Villa Busch, D3
-17.359031,-66.202552, Av. América #772, Sarco, D3
-17.374753,-66.197719, Calle Monseñor Rivero #773, Sarcobamba, D3
-17.365518,-66.184707, Calle Adela Zamudio #774, Villa Busch, D3
-17.364694,-66.189319, Calle Tarija #775, Sarco, D3
-17.377365,-66.200866, Calle Colón #776, Sarcobamba, D3
-17.356151,-66.202269, Av. América #777, Villa Busch, D3
-17.391517,-66.191988, Calle Monseñor Rivero #778, Sarco, D3
-17.354960,-66.199324, Calle Adela Zamudio #779, Sarcobamba, D3
-17.386481,-66.181643, Calle Tarija #780, Villa Busch, D3
-17.388353,-66.189907, Calle Colón #781, Sarco, D3
-17.378635,-66.197107, Av. América #782, Sarcobamba, D3
-17.359781,-66.190990, Calle Monseñor Rivero #783, Villa Busch, D3
-17.367705,-66.182520, Calle Adela Zamudio #784, Sarco, D3
-17.370670,-66.205037, Calle Tarija #785, Sarcobamba, D3
-17.369664,-66.177851, Calle Colón #786, Villa Busch, D3
-17.391183,-66.193105, Av. América #787, Sarco, D3
-17.358406,-66.191545, Calle Monseñor Rivero #788, Sarcobamba, D3
-17.360374,-66.185935, Calle Adela Zamudio #789, Villa Busch, D3
-17.384030,-66.195252, Calle Tarija #790, Sarco, D3
-17.363385,-66.195435, Calle Colón #791, Sarcobamba, D3
-17.355159,-66.188467, Av. América #792, Villa Busch, D3
-17.375663,-66.199618, Calle Monseñor Rivero #793, Sarco, D3
-17.375822,-66.180337, Calle Adela Zamudio #794, Sarcobamba, D3
-17.377083,-66.200966, Calle Tarija #795, Villa Busch, D3
-17.380528,-66.191204, Calle Colón #796, Sarco, D3
-17.379864,-66.176959, Av. América #797, Sarcobamba, D3
-17.383087,-66.180507, Calle Monseñor Rivero #798, Villa Busch, D3
-17.376441,-66.201355, Calle Adela Zamudio #799, Sarco, D3
-17.372027,-66.178991, Calle Tarija #800, Sarcobamba, D3
-17.374366,-66.185980, Calle Colón #801, Villa Busch, D3
-17.385687,-66.190006, Av. América #802, Sarco, D3
-17.376263,-66.192866, Calle Monseñor Rivero #803, Sarcobamba, D3
-17.387562,-66.190796, Calle Adela Zamudio #804, Villa Busch, D3
-17.371781,-66.207214, Calle Tarija #805, Sarco, D3
-17.388045,-66.189443, Calle Colón #806, Sarcobamba, D3
-17.383689,-66.195961, Av. América #807, Villa Busch, D3
-17.382841,-66.187850, Calle Monseñor Rivero #808, Sarco, D3
-17.377338,-66.177101, Calle Adela Zamudio #809, Sarcobamba, D3
-17.367555,-66.185733, Calle Tarija #810, Villa Busch, D3
-17.384209,-66.181274, Calle Colón #811, Sarco, D3
-17.369806,-66.196958, Av. América #812, Sarcobamba, D3
-17.358935,-66.186765, Calle Monseñor Rivero #813, Villa Busch, D3
-17.361085,-66.201977, Calle Adela Zamudio #814, Sarco, D3
-17.366411,-66.181510, Calle Tarija #815, Sarcobamba, D3
-17.384390,-66.195274, Calle Colón #816, Villa Busch, D3
-17.369934,-66.192917, Av. América #817, Sarco, D3
-17.377130,-66.194813, Calle Monseñor Rivero #818, Sarcobamba, D3
-17.356324,-66.191866, Calle Adela Zamudio #819, Villa Busch, D3
-17.369347,-66.182609, Calle Tarija #820, Sarco, D3
-17.364390,-66.190963, Calle Colón #821, Sarcobamba, D3
-17.384418,-66.194394, Av. América #822, Villa Busch, D3
-17.374221,-66.182897, Calle Monseñor Rivero #823, Sarco, D3
-17.365362,-66.198700, Calle Adela Zamudio #824, Sarcobamba, D3
-17.361158,-66.185335, Calle Tarija #825, Villa Busch, D3
-17.382966,-66.180239, Calle Colón #826, Sarco, D3
-17.373582,-66.195160, Av. América #827, Sarcobamba, D3
-17.391443,-66.184972, Calle Monseñor Rivero #828, Villa Busch, D3
-17.388778,-66.181170, Calle Adela Zamudio #829, Sarco, D3
-17.380414,-66.184577, Calle Tarija #830, Sarcobamba, D3
-17.350597,-66.198111, Calle Colón #831, Villa Busch, D3
-17.388697,-66.181360, Av. América #832, Sarco, D3
-17.370545,-66.187245, Calle Monseñor Rivero #833, Sarcobamba, D3
-17.355990,-66.202480, Calle Adela Zamudio #834, Villa Busch, D3
-17.382598,-66.181130, Calle Tarija #835, Sarco, D3
-17.360521,-66.189635, Calle Colón #836, Sarcobamba, D3
-17.369205,-66.177632, Av. América #837, Villa Busch, D3
-17.372287,-66.181700, Calle Monseñor Rivero #838, Sarco, D3
-17.355281,-66.198056, Calle Adela Zamudio #839, Sarcobamba, D3
-17.367216,-66.194036, Calle Tarija #840, Villa Busch, D3
-17.362771,-66.181518, Calle Colón #841, Sarco, D3
-17.367203,-66.200346, Av. América #842, Sarcobamba, D3
-17.379983,-66.181635, Calle Monseñor Rivero #843, Villa Busch, D3
-17.375020,-66.195952, Calle Adela Zamudio #844, Sarco, D3
-17.370001,-66.198238, Calle Tarija #845, Sarcobamba, D3
-17.381616,-66.179454, Calle Colón #846, Villa Busch, D3
-17.389540,-66.186813, Av. América #847, Sarco, D3
-17.362822,-66.184024, Calle Monseñor Rivero #848, Sarcobamba, D3
-17.368441,-66.186209, Calle Adela Zamudio #849, Villa Busch, D3
-17.377270,-66.205533, Calle Tarija #850, Sarco, D3
-17.368635,-66.182628, Calle Colón #851, Sarcobamba, D3
-17.353334,-66.192878, Av. América #852, Villa Busch, D3
-17.378044,-66.178746, Calle Monseñor Rivero #853, Sarco, D3
-17.372755,-66.186386, Calle Adela Zamudio #854, Sarcobamba, D3
-17.376758,-66.203787, Calle Tarija #855, Villa Busch, D3
-17.368408,-66.181358, Calle Colón #856, Sarco, D3
-17.363763,-66.198282, Av. América #857, Sarcobamba, D3
-17.389568,-66.181338, Calle Monseñor Rivero #858, Villa Busch, D3
-17.350821,-66.195785, Calle Adela Zamudio #859, Sarco, D3
-17.391937,-66.192650, Calle Tarija #860, Sarcobamba, D3
-17.358580,-66.194443, Calle Colón #861, Villa Busch, D3
