-17.442000,-66.170180, Calle Tamborada #100, Pukara Grande, D9
-17.478033,-66.163253, Calle Tamborada #485, 1ro de Mayo, D9
-17.454019,-66.221512, Calle San Benito #486, Tamborada Pukarita, D9
-17.478523,-66.223390, Calle Abaroa #487, Pukara Grande, D9
-17.466069,-66.197363, Calle 1ro de Mayo #488, 1ro de Mayo, D9
-17.465398,-66.212935, Calle Esperanza #489, Tamborada Pukarita, D9
-17.422599,-66.186915, Calle Tamborada #490, Pukara Grande, D9
-17.458537,-66.240194, Calle San Benito #491, 1ro de Mayo, D9
-17.455644,-66.167630, Calle Abaroa #492, Tamborada Pukarita, D9
-17.448257,-66.192864, Calle 1ro de Mayo #493, Pukara Grande, D9
-17.417316,-66.191415, Calle Esperanza #494, 1ro de Mayo, D9
-17.467307,-66.205881, Calle Tamborada #495, Tamborada Pukarita, D9
-17.436516,-66.190830, Calle San Benito #496, Pukara Grande, D9
-17.480112,-66.208051, Calle Abaroa #497, 1ro de Mayo, D9
-17.503048,-66.165555, Calle 1ro de Mayo #498, Tamborada Pukarita, D9
-17.497903,-66.187746, Calle Esperanza #499, Pukara Grande, D9
-17.484759,-66.167610, Calle Tamborada #500, 1ro de Mayo, D9
-17.440968,-66.223542, Calle San Benito #501, Tamborada Pukarita, D9
-17.493203,-66.172408, Calle Abaroa #502, Pukara Grande, D9
-17.431507,-66.211250, Calle 1ro de Mayo #503, 1ro de Mayo, D9
-17.484757,-66.251257, Calle Esperanza #504, Tamborada Pukarita, D9
-17.480279,-66.223826, Calle Tamborada #505, Pukara Grande, D9
-17.459491,-66.209144, Calle San Benito #506, 1ro de Mayo, D9
-17.501364,-66.159953, Calle Abaroa #507, Tamborada Pukarita, D9
-17.489014,-66.163839, Calle 1ro de Mayo #508, Pukara Grande, D9
-17.457038,-66.181079, Calle Esperanza #509, 1ro de Mayo, D9
-17.458190,-66.179653, Calle Tamborada #510, Tamborada Pukarita, D9
-17.461355,-66.194398, Calle San Benito #511, Pukara Grande, D9
-17.482479,-66.246642, Calle Abaroa #512, 1ro de Mayo, D9
-17.408423,-66.205527, Calle 1ro de Mayo #513, Tamborada Pukarita, D9
-17.465197,-66.169647, Calle Esperanza #514, Pukara Grande, D9
-17.456891,-66.167921, Calle Tamborada #515, 1ro de Mayo, D9
-17.453751,-66.182545, Calle San Benito #516, Tamborada Pukarita, D9
-17.410590,-66.207144, Calle Abaroa #517, Pukara Grande, D9
-17.477075,-66.227367, Calle 1ro de Mayo #518, 1ro de Mayo, D9
-17.468420,-66.231697, Calle Esperanza #519, Tamborada Pukarita, D9
-17.504789,-66.168951, Calle Tamborada #520, Pukara Grande, D9
-17.486530,-66.256665, Calle San Benito #521, 1ro de Mayo, D9
-17.444114,-66.160381, Calle Abaroa #522, Tamborada Pukarita, D9
-17.501423,-66.160700, Calle 1ro de Mayo #523, Pukara Grande, D9
-17.479528,-66.237239, Calle Esperanza #524, 1ro de Mayo, D9
-17.474582,-66.187122, Calle Tamborada #525, Tamborada Pukarita, D9
-17.459494,-66.215461, Calle San Benito #526, Pukara Grande, D9
-17.428784,-66.212566, Calle Abaroa #527, 1ro de Mayo, D9
-17.506726,-66.172505, Calle 1ro de Mayo #528, Tamborada Pukarita, D9
-17.426495,-66.192732, Calle Esperanza #529, Pukara Grande, D9
-17.472376,-66.213600, Calle Tamborada #530, 1ro de Mayo, D9
-17.465306,-66.207461, Calle San Benito #531, Tamborada Pukarita, D9
-17.447569,-66.207280, Calle Abaroa #532, Pukara Grande, D9
-17.436608,-66.222016, Calle 1ro de Mayo #533, 1ro de Mayo, D9
-17.477769,-66.196427, Calle Esperanza #534, Tamborada Pukarita, D9
-17.466036,-66.191854, Calle Tamborada #535, Pukara Grande, D9
-17.433062,-66.217515, Calle San Benito #536, 1ro de Mayo, D9
-17.442931,-66.225393, Calle Abaroa #537, Tamborada Pukarita, D9
-17.486745,-66.156988, Calle 1ro de Mayo #538, Pukara Grande, D9
-17.456605,-66.210858, Calle Esperanza #539, 1ro de Mayo, D9
-17.414196,-66.222156, Calle Tamborada #540, Tamborada Pukarita, D9
-17.455111,-66.193802, Calle San Benito #541, Pukara Grande, D9
-17.417425,-66.221119, Calle Abaroa #542, 1ro de Mayo, D9
-17.463192,-66.188335, Calle 1ro de Mayo #543, Tamborada Pukarita, D9
-17.466742,-66.224807, Calle Esperanza #544, Pukara Grande, D9
-17.479270,-66.170327, Calle Tamborada #545, 1ro de Mayo, D9
-17.478215,-66.155992, Calle San Benito #546, Tamborada Pukarita, D9
-17.492653,-66.166878, Calle Abaroa #547, Pukara Grande, D9
-17.462427,-66.192756, Calle 1ro de Mayo #548, 1ro de Mayo, D9
-17.470746,-66.169874, Calle Esperanza #549, Tamborada Pukarita, D9
-17.433388,-66.224343, Calle Tamborada #550, Pukara Grande, D9
-17.497863,-66.188355, Calle San Benito #551, 1ro de Mayo, D9
-17.433272,-66.199842, Calle Abaroa #552, Tamborada Pukarita, D9
-17.458111,-66.237594, Calle 1ro de Mayo #553, Pukara Grande, D9
-17.454530,-66.170980, Calle Esperanza #554, 1ro de Mayo, D9
-17.460975,-66.172271, Calle Tamborada #555, Tamborada Pukarita, D9
-17.506849,-66.163665, Calle San Benito #556, Pukara Grande, D9
-17.451032,-66.181238, Calle Abaroa #557, 1ro de Mayo, D9
-17.472720,-66.249162, Calle 1ro de Mayo #558, Tamborada Pukarita, D9
-17.486488,-66.230778, Calle Esperanza #559, Pukara Grande, D9
-17.449454,-66.162730, Calle Tamborada #560, 1ro de Mayo, D9
-17.462487,-66.173422, Calle San Benito #561, Tamborada Pukarita, D9
-17.484543,-66.227745, Calle Abaroa #562, Pukara Grande, D9
-17.423416,-66.195044, Calle 1ro de Mayo #563, 1ro de Mayo, D9
-17.452237,-66.212552, Calle Esperanza #564, Tamborada Pukarita, D9
-17.447127,-66.190854, Calle Tamborada #565, Pukara Grande, D9
-17.486898,-66.240211, Calle San Benito #566, 1ro de Mayo, D9
-17.473043,-66.180784, Calle Abaroa #567, Tamborada Pukarita, D9
-17.467911,-66.220355, Calle 1ro de Mayo #568, Pukara Grande, D9
-17.466817,-66.191183, Calle Esperanza #569, 1ro de Mayo, D9
-17.453948,-66.214983, Calle Tamborada #570, Tamborada Pukarita, D9
-17.486377,-66.180435, Calle San Benito #571, Pukara Grande, D9
-17.475077,-66.188341, Calle Abaroa #572, 1ro de Mayo, D9
-17.480377,-66.205669, Calle 1ro de Mayo #573, Tamborada Pukarita, D9
-17.441237,-66.170674, Calle Esperanza #574, Pukara Grande, D9
-17.469767,-66.179389, Calle Tamborada #575, 1ro de Mayo, D9
-17.448964,-66.196813, Calle San Benito #576, Tamborada Pukarita, D9
-17.485933,-66.261093, Calle Abaroa #577, Pukara Grande, D9
-17.508564,-66.160326, Calle 1ro de Mayo #578, 1ro de Mayo, D9
-17.493519,-66.166803, Calle Esperanza #579, Tamborada Pukarita, D9
-17.450945,-66.171301, Calle Tamborada #580, Pukara Grande, D9
-17.464970,-66.239357, Calle San Benito #581, 1ro de Mayo, D9
-17.493007,-66.190008, Calle Abaroa #582, Tamborada Pukarita, D9
-17.485619,-66.163909, Calle 1ro de Mayo #583, Pukara Grande, D9
-17.467543,-66.221607, Calle Esperanza #584, 1ro de Mayo, D9
-17.493772,-66.155421, Calle Tamborada #585, Tamborada Pukarita, D9
-17.461867,-66.232287, Calle San Benito #586, Pukara Grande, D9
-17.465807,-66.187439, Calle Abaroa #587, 1ro de Mayo, D9
-17.440036,-66.179992, Calle 1ro de Mayo #588, Tamborada Pukarita, D9
-17.478394,-66.243741, Calle Esperanza #589, Pukara Grande, D9
-17.493196,-66.188700, Calle Tamborada #590, 1ro de Mayo, D9
-17.453314,-66.164384, Calle San Benito #591, Tamborada Pukarita, D9
-17.420080,-66.187683, Calle Abaroa #592, Pukara Grande, D9
-17.475880,-66.176362, Calle 1ro de Mayo #593, 1ro de Mayo, D9
-17.470528,-66.176849, Calle Esperanza #594, Tamborada Pukarita, D9
-17.406709,-66.202640, Calle Tamborada #595, Pukara Grande, D9
-17.469757,-66.230305, Calle San Benito #596, 1ro de Mayo, D9
-17.448249,-66.199325, Calle Abaroa #597, Tamborada Pukarita, D9
-17.482126,-66.241102, Calle 1ro de Mayo #598, Pukara Grande, D9
-17.468099,-66.188960, Calle Esperanza #599, 1ro de Mayo, D9
-17.444898,-66.219138, Calle Tamborada #600, Tamborada Pukarita, D9
-17.484088,-66.173320, Calle San Benito #601, Pukara Grande, D9
-17.442647,-66.160232, Calle Abaroa #602, 1ro de Mayo, D9
-17.448827,-66.220254, Calle 1ro de Mayo #603, Tamborada Pukarita, D9
-17.445225,-66.195930, Calle Esperanza #604, Pukara Grande, D9
-17.438230,-66.189483, Calle Tamborada #605, 1ro de Mayo, D9
-17.447003,-66.200285, Calle San Benito #606, Tamborada Pukarita, D9
-17.416406,-66.208939, Calle Abaroa #607, Pukara Grande, D9
-17.488304,-66.164067, Calle 1ro de Mayo #608, 1ro de Mayo, D9
-17.478345,-66.243696, Calle Esperanza #609, Tamborada Pukarita, D9
-17.444665,-66.175142, Calle Tamborada #610, Pukara Grande, D9
-17.439335,-66.174602, Calle San Benito #611, 1ro de Mayo, D9
-17.502295,-66.184267, Calle Abaroa #612, Tamborada Pukarita, D9
-17.465450,-66.224658, Calle 1ro de Mayo #613, Pukara Grande, D9
-17.452703,-66.203221, Calle Esperanza #614, 1ro de Mayo, D9
-17.453098,-66.174988, Calle Tamborada #615, Tamborada Pukarita, D9
-17.475830,-66.206006, Calle San Benito #616, Pukara Grande, D9
-17.467989,-66.207526, Calle Abaroa #617, 1ro de Mayo, D9
-17.486917,-66.178809, Calle 1ro de Mayo #618, Tamborada Pukarita, D9
-17.459690,-66.181117, Calle Esperanza #619, Pukara Grande, D9
-17.467154,-66.248132, Calle Tamborada #620, 1ro de Mayo, D9
-17.483046,-66.239860, Calle San Benito #621, Tamborada Pukarita, D9
-17.442983,-66.185302, Calle Abaroa #622, Pukara Grande, D9
-17.470605,-66.199052, Calle 1ro de Mayo #623, 1ro de Mayo, D9
-17.419418,-66.202204, Calle Esperanza #624, Tamborada Pukarita, D9
-17.444432,-66.219173, Calle Tamborada #625, Pukara Grande, D9
-17.413191,-66.209411, Calle San Benito #626, 1ro de Mayo, D9
-17.455236,-66.190619, Calle Abaroa #627, Tamborada Pukarita, D9
-17.500882,-66.177674, Calle 1ro de Mayo #628, Pukara Grande, D9
-17.472130,-66.169956, Calle Esperanza #629, 1ro de Mayo, D9
-17.466147,-66.193214, Calle Tamborada #630, Tamborada Pukarita, D9
-17.483362,-66.240244, Calle San Benito #631, Pukara Grande, D9
-17.433606,-66.220649, Calle Abaroa #632, 1ro de Mayo, D9
-17.477708,-66.240339, Calle 1ro de Mayo #633, Tamborada Pukarita, D9
-17.404314,-66.204038, Calle Esperanza #634, Pukara Grande, D9
-17.470058,-66.187373, Calle Tamborada #635, 1ro de Mayo, D9
-17.429716,-66.207343, Calle San Benito #636, Tamborada Pukarita, D9
-17.476485,-66.209365, Calle Abaroa #637, Pukara Grande, D9
-17.457842,-66.168215, Calle 1ro de Mayo #638, 1ro de Mayo, D9
-17.462554,-66.197037, Calle Esperanza #639, Tamborada Pukarita, D9
-17.451267,-66.195582, Calle Tamborada #640, Pukara Grande, D9
-17.447997,-66.186654, Calle San Benito #641, 1ro de Mayo, D9
-17.456981,-66.204092, Calle Abaroa #642, Tamborada Pukarita, D9
-17.456853,-66.196631, Calle 1ro de Mayo #643, Pukara Grande, D9
-17.476710,-66.206982, Calle Esperanza #644, 1ro de Mayo, D9
-17.413825,-66.221628, Calle Tamborada #645, Tamborada Pukarita, D9
-17.402985,-66.205633, Calle San Benito #646, Pukara Grande, D9
-17.484166,-66.244281, Calle Abaroa #647, 1ro de Mayo, D9
-17.454441,-66.229734, Calle 1ro de Mayo #648, Tamborada Pukarita, D9
-17.421559,-66.214293, Calle Esperanza #649, Pukara Grande, D9
-17.493662,-66.163427, Calle Tamborada #650, 1ro de Mayo, D9
-17.471436,-66.238616, Calle San Benito #651, Tamborada Pukarita, D9
-17.481303,-66.185093, Calle Abaroa #652, Pukara Grande, D9
-17.468508,-66.178531, Calle 1ro de Mayo #653, 1ro de Mayo, D9
-17.435550,-66.182316, Calle Esperanza #654, Tamborada Pukarita, D9
-17.507106,-66.166945, Calle Tamborada #655, Pukara Grande, D9
-17.409074,-66.202575, Calle San Benito #656, 1ro de Mayo, D9
-17.414366,-66.210553, Calle Abaroa #657, Tamborada Pukarita, D9
-17.492071,-66.191036, Calle 1ro de Mayo #658, Pukara Grande, D9
-17.422496,-66.183558, Calle Esperanza #659, 1ro de Mayo, D9
-17.474214,-66.189021, Calle Tamborada #660, Tamborada Pukarita, D9
-17.432473,-66.221657, Calle San Benito #661, Pukara Grande, D9
-17.452361,-66.215588, Calle Abaroa #662, 1ro de Mayo, D9
-17.461108,-66.209557, Calle 1ro de Mayo #663, Tamborada Pukarita, D9
-17.453911,-66.201044, Calle Esperanza #664, Pukara Grande, D9
-17.506591,-66.163563, Calle Tamborada #665, 1ro de Mayo, D9
-17.431400,-66.212954, Calle San Benito #666, Tamborada Pukarita, D9
-17.426918,-66.221928, Calle Abaroa #667, Pukara Grande, D9
-17.445459,-66.184777, Calle 1ro de Mayo #668, 1ro de Mayo, D9
-17.454664,-66.214230, Calle Esperanza #669, Tamborada Pukarita, D9
-17.465193,-66.231791, Calle Tamborada #670, Pukara Grande, D9
-17.409386,-66.207449, Calle San Benito #671, 1ro de Mayo, D9
-17.466839,-66.198910, Calle Abaroa #672, Tamborada Pukarita, D9
-17.495745,-66.193603, Calle 1ro de Mayo #673, Pukara Grande, D9
-17.473231,-66.180988, Calle Esperanza #674, 1ro de Mayo, D9
-17.462408,-66.178572, Calle Tamborada #675, Tamborada Pukarita, D9
-17.419753,-66.221739, Calle San Benito #676, Pukara Grande, D9
-17.456373,-66.229146, Calle Abaroa #677, 1ro de Mayo, D9
-17.453987,-66.192593, Calle 1ro de Mayo #678, Tamborada Pukarita, D9
-17.477585,-66.240990, Calle Esperanza #679, Pukara Grande, D9
-17.438455,-66.180856, Calle Tamborada #680, 1ro de Mayo, D9
-17.417202,-66.192166, Calle San Benito #681, Tamborada Pukarita, D9
-17.484923,-66.161470, Calle Abaroa #682, Pukara Grande, D9
-17.447147,-66.205028, Calle 1ro de Mayo #683, 1ro de Mayo, D9
-17.483553,-66.247692, Calle Esperanza #684, Tamborada Pukarita, D9
-17.495329,-66.187865, Calle Tamborada #685, Pukara Grande, D9
-17.450973,-66.196507, Calle San Benito #686, 1ro de Mayo, D9
-17.470112,-66.212478, Calle Abaroa #687, Tamborada Pukarita, D9
-17.491524,-66.193169, Calle 1ro de Mayo #688, Pukara Grande, D9
-17.444873,-66.197203, Calle Esperanza #689, 1ro de Mayo, D9
-17.424725,-66.214319, Calle Tamborada #690, Tamborada Pukarita, D9
-17.464238,-66.179163, Calle San Benito #691, Pukara Grande, D9
-17.459551,-66.181483, Calle Abaroa #692, 1ro de Mayo, D9
-17.476974,-66.160047, Calle 1ro de Mayo #693, Tamborada Pukarita, D9
-17.483564,-66.227005, Calle Esperanza #694, Pukara Grande, D9
-17.480232,-66.214201, Calle Tamborada #695, 1ro de Mayo, D9
-17.460689,-66.200201, Calle San Benito #696, Tamborada Pukarita, D9
-17.469769,-66.201558, Calle Abaroa #697, Pukara Grande, D9
-17.418620,-66.191745, Calle 1ro de Mayo #698, 1ro de Mayo, D9
-17.451658,-66.209139, Calle Esperanza #699, Tamborada Pukarita, D9
-17.453176,-66.235948, Calle Tamborada #700, Pukara Grande, D9
-17.444876,-66.173727, Calle San Benito #701, 1ro de Mayo, D9
-17.478664,-66.166767, Calle Abaroa #702, Tamborada Pukarita, D9
-17.420297,-66.221332, Calle 1ro de Mayo #703, Pukara Grande, D9
-17.466014,-66.196871, Calle Esperanza #704, 1ro de Mayo, D9
-17.450530,-66.227227, Calle Tamborada #705, Tamborada Pukarita, D9
-17.453008,-66.223604, Calle San Benito #706, Pukara Grande, D9
-17.445232,-66.157226, Calle Abaroa #707, 1ro de Mayo, D9
-17.471616,-66.185118, Calle 1ro de Mayo #708, Tamborada Pukarita, D9
-17.449450,-66.175161, Calle Esperanza #709, Pukara Grande, D9
-17.465694,-66.240861, Calle Tamborada #710, 1ro de Mayo, D9
-17.477477,-66.253176, Calle San Benito #711, Tamborada Pukarita, D9
-17.438833,-66.202624, Calle Abaroa #712, Pukara Grande, D9
-17.449755,-66.160726, Calle 1ro de Mayo #713, 1ro de Mayo, D9
-17.453246,-66.175898, Calle Esperanza #714, Tamborada Pukarita, D9
-17.458896,-66.217367, Calle Tamborada #715, Pukara Grande, D9
-17.501994,-66.155722, Calle San Benito #716, 1ro de Mayo, D9
-17.487687,-66.170941, Calle Abaroa #717, Tamborada Pukarita, D9
-17.493990,-66.155945, Calle 1ro de Mayo #718, Pukara Grande, D9
-17.474049,-66.198745, Calle Esperanza #719, 1ro de Mayo, D9
-17.449483,-66.209607, Calle Tamborada #720, Tamborada Pukarita, D9
-17.476646,-66.162831, Calle San Benito #721, Pukara Grande, D9
-17.444031,-66.188135, Calle Abaroa #722, 1ro de Mayo, D9
-17.448410,-66.193246, Calle 1ro de Mayo #723, Tamborada Pukarita, D9
-17.499813,-66.164377, Calle Esperanza #724, Pukara Grande, D9
-17.481954,-66.244218, Calle Tamborada #725, 1ro de Mayo, D9
-17.457944,-66.200959, Calle San Benito #726, Tamborada Pukarita, D9
-17.483868,-66.159843, Calle Abaroa #727, Pukara Grande, D9
-17.423906,-66.211296, Calle 1ro de Mayo #728, 1ro de Mayo, D9
-17.450030,-66.224628, Calle Esperanza #729, Tamborada Pukarita, D9
-17.472363,-66.231450, Calle Tamborada #730, Pukara Grande, D9
-17.458290,-66.229432, Calle San Benito #731, 1ro de Mayo, D9
-17.491947,-66.186384, Calle Abaroa #732, Tamborada Pukarita, D9
-17.496113,-66.171116, Calle 1ro de Mayo #733, Pukara Grande, D9
-17.430936,-66.206752, Calle Esperanza #734, 1ro de Mayo, D9
-17.452296,-66.208754, Calle Tamborada #735, Tamborada Pukarita, D9
-17.455707,-66.229342, Calle San Benito #736, Pukara Grande, D9
-17.491046,-66.160414, Calle Abaroa #737, 1ro de Mayo, D9
-17.460142,-66.176139, Calle 1ro de Mayo #738, Tamborada Pukarita, D9
-17.403650,-66.193066, Calle Esperanza #739, Pukara Grande, D9
-17.478394,-66.243218, Calle Tamborada #740, 1ro de Mayo, D9
-17.469733,-66.171533, Calle San Benito #741, Tamborada Pukarita, D9
-17.448015,-66.198676, Calle Abaroa #742, Pukara Grande, D9
-17.467839,-66.225346, Calle 1ro de Mayo #743, 1ro de Mayo, D9
-17.416576,-66.219306, Calle Esperanza #744, Tamborada Pukarita, D9
-17.455445,-66.170092, Calle Tamborada #745, Pukara Grande, D9
-17.463257,-66.201859, Calle San Benito #746, 1ro de Mayo, D9
-17.442637,-66.217862, Calle Abaroa #747, Tamborada Pukarita, D9
-17.472263,-66.165214, Calle 1ro de Mayo #748, Pukara Grande, D9
-17.493159,-66.175072, Calle Esperanza #749, 1ro de Mayo, D9
-17.408110,-66.195115, Calle Tamborada #750, Tamborada Pukarita, D9
-17.432332,-66.202082, Calle San Benito #751, Pukara Grande, D9
-17.494773,-66.159852, Calle Abaroa #752, 1ro de Mayo, D9
-17.477991,-66.218608, Calle 1ro de Mayo #753, Tamborada Pukarita, D9
-17.445156,-66.225866, Calle Esperanza #754, Pukara Grande, D9
-17.424807,-66.195686, Calle Tamborada #755, 1ro de Mayo, D9
-17.481838,-66.156427, Calle San Benito #756, Tamborada Pukarita, D9
-17.492823,-66.185667, Calle Abaroa #757, Pukara Grande, D9
-17.414032,-66.207890, Calle 1ro de Mayo #758, 1ro de Mayo, D9
-17.456320,-66.207052, Calle Esperanza #759, Tamborada Pukarita, D9
-17.476885,-66.194797, Calle Tamborada #760, Pukara Grande, D9
-17.449509,-66.197749, Calle San Benito #761, 1ro de Mayo, D9
-17.454877,-66.171709, Calle Abaroa #762, Tamborada Pukarita, D9
-17.474621,-66.222524, Calle 1ro de Mayo #763, Pukara Grande, D9
-17.447205,-66.201357, Calle Esperanza #764, 1ro de Mayo, D9
-17.479167,-66.236499, Calle Tamborada #765, Tamborada Pukarita, D9
-17.442096,-66.228523, Calle San Benito #766, Pukara Grande, D9
-17.456328,-66.181095, Calle Abaroa #767, 1ro de Mayo, D9
-17.439962,-66.201323, Calle 1ro de Mayo #768, Tamborada Pukarita, D9
-17.481015,-66.228388, Calle Esperanza #769, Pukara Grande, D9
-17.498231,-66.179504, Calle Tamborada #770, 1ro de Mayo, D9
-17.507124,-66.158194, Calle San Benito #771, Tamborada Pukarita, D9
-17.438832,-66.176949, Calle Abaroa #772, Pukara Grande, D9
-17.439691,-66.226089, Calle 1ro de Mayo #773, 1ro de Mayo, D9
-17.436562,-66.202769, Calle Esperanza #774, Tamborada Pukarita, D9
-17.441046,-66.185466, Calle Tamborada #775, Pukara Grande, D9
-17.470241,-66.161607, Calle San Benito #776, 1ro de Mayo, D9
-17.490500,-66.172048, Calle Abaroa #777, Tamborada Pukarita, D9
-17.460411,-66.210978, Calle 1ro de Mayo #778, Pukara Grande, D9
-17.458303,-66.189115, Calle Esperanza #779, 1ro de Mayo, D9
-17.491721,-66.161350, Calle Tamborada #780, Tamborada Pukarita, D9
-17.489119,-66.163288, Calle San Benito #781, Pukara Grande, D9
-17.474826,-66.214016, Calle Abaroa #782, 1ro de Mayo, D9
-17.456991,-66.221259, Calle 1ro de Mayo #783, Tamborada Pukarita, D9
-17.463285,-66.233327, Calle Esperanza #784, Pukara Grande, D9
-17.473199,-66.250120, Calle Tamborada #785, 1ro de Mayo, D9
-17.497536,-66.178363, Calle San Benito #786, Tamborada Pukarita, D9
-17.445414,-66.179007, Calle Abaroa #787, Pukara Grande, D9
-17.450260,-66.233927, Calle 1ro de Mayo #788, 1ro de Mayo, D9
-17.483441,-66.241253, Calle Esperanza #789, Tamborada Pukarita, D9
-17.461048,-66.175735, Calle Tamborada #790, Pukara Grande, D9
-17.447928,-66.203698, Calle San Benito #791, 1ro de Mayo, D9
-17.473552,-66.243818, Calle Abaroa #792, Tamborada Pukarita, D9
-17.477222,-66.165835, Calle 1ro de Mayo #793, Pukara Grande, D9
-17.484887,-66.232934, Calle Esperanza #794, 1ro de Mayo, D9
-17.416331,-66.214046, Calle Tamborada #795, Tamborada Pukarita, D9
-17.415685,-66.220857, Calle San Benito #796, Pukara Grande, D9
-17.478499,-66.170138, Calle Abaroa #797, 1ro de Mayo, D9
-17.473926,-66.221164, Calle 1ro de Mayo #798, Tamborada Pukarita, D9
-17.450749,-66.235284, Calle Esperanza #799, Pukara Grande, D9
-17.427864,-66.223246, Calle Tamborada #800, 1ro de Mayo, D9
-17.474460,-66.175297, Calle San Benito #801, Tamborada Pukarita, D9
-17.486446,-66.177203, Calle Abaroa #802, Pukara Grande, D9
-17.468013,-66.206735, Calle 1ro de Mayo #803, 1ro de Mayo, D9
