-17.428250,-66.160547, Calle Libertad #100, Jaihuayco, D5
-17.421272,-66.177139, Calle Ballivián #528, Lacma, D5
-17.440197,-66.159647, Av. Petrolera #529, Jaihuayco, D5
-17.409900,-66.187485, Calle Libertad #530, Alalay Norte, D5
-17.430997,-66.170409, Calle Villarroel #531, Lacma, D5
-17.412845,-66.165496, Calle Antezana #532, Jaihuayco, D5
-17.421924,-66.158589, Calle Ballivián #533, Alalay Norte, D5
-17.411916,-66.184556, Av. Petrolera #534, Lacma, D5
-17.430885,-66.153904, Calle Libertad #535, Jaihuayco, D5
-17.409915,-66.189590, Calle Villarroel #536, Alalay Norte, D5
-17.441424,-66.151030, Calle Antezana #537, Lacma, D5
-17.432116,-66.161443, Calle Ballivián #538, Jaihuayco, D5
-17.419374,-66.169196, Av. Petrolera #539, Alalay Norte, D5
-17.435515,-66.152766, Calle Libertad #540, Lacma, D5
-17.423860,-66.168337, Calle Villarroel #541, Jaihuayco, D5
-17.433505,-66.169991, Calle Antezana #542, Alalay Norte, D5
-17.422216,-66.157679, Calle Ballivián #543, Lacma, D5
-17.440049,-66.145961, Av. Petrolera #544, Jaihuayco, D5
-17.422257,-66.155417, Calle Libertad #545, Alalay Norte, D5
-17.422658,-66.161908, Calle Villarroel #546, Lacma, D5
-17.425820,-66.170503, Calle Antezana #547, Jaihuayco, D5
-17.414566,-66.175823, Calle Ballivián #548, Alalay Norte, D5
-17.428514,-66.171082, Av. Petrolera #549, Lacma, D5
-17.437399,-66.160088, Calle Libertad #550, Jaihuayco, D5
-17.431132,-66.171227, Calle Villarroel #551, Alalay Norte, D5
-17.434282,-66.169266, Calle Antezana #552, Lacma, D5
-17.413466,-66.175008, Calle Ballivián #553, Jaihuayco, D5
-17.438459,-66.162453, Av. Petrolera #554, Alalay Norte, D5
-17.415385,-66.167368, Calle Libertad #555, Lacma, D5
-17.439205,-66.146562, Calle Villarroel #556, Jaihuayco, D5
-17.412963,-66.185675, Calle Antezana #557, Alalay Norte, D5
-17.417062,-66.167204, Calle Ballivián #558, Lacma, D5
-17.418036,-66.182715, Av. Petrolera #559, Jaihuayco, D5
-17.416862,-66.157940, Calle Libertad #560, Alalay Norte, D5
-17.435776,-66.166437, Calle Villarroel #561, Lacma, D5
-17.427929,-66.173042, Calle Antezana #562, Jaihuayco, D5
-17.428106,-66.165441, Calle Ballivián #563, Alalay Norte, D5
-17.429421,-66.160268, Av. Petrolera #564, Lacma, D5
-17.417074,-66.164129, Calle Libertad #565, Jaihuayco, D5
-17.412304,-66.181729, Calle Villarroel #566, Alalay Norte, D5
-17.432047,-66.169559, Calle Antezana #567, Lacma, D5
-17.414422,-66.168313, Calle Ballivián #568, Jaihuayco, D5
-17.417041,-66.177997, Av. Petrolera #569, Alalay Norte, D5
-17.419669,-66.171647, Calle Libertad #570, Lacma, D5
-17.410725,-66.168526, Calle Villarroel #571, Jaihuayco, D5
-17.415147,-66.181916, Calle Antezana #572, Alalay Norte, D5
-17.419697,-66.166219, Calle Ballivián #573, Lacma, D5
-17.434368,-66.162018, Av. Petrolera #574, Jaihuayco, D5
-17.432626,-66.160494, Calle Libertad #575, Alalay Norte, D5
-17.424071,-66.160214, Calle Villarroel #576, Lacma, D5
-17.424801,-66.164482, Calle Antezana #577, Jaihuayco, D5
-17.431557,-66.170378, Calle Ballivián #578, Alalay Norte, D5
-17.439596,-66.154820, Av. Petrolera #579, Lacma, D5
-17.441104,-66.154702, Calle Libertad #580, Jaihuayco, D5
-17.432242,-66.164610, Calle Villarroel #581, Alalay Norte, D5
-17.432973,-66.159412, Calle Antezana #582, Lacma, D5
-17.439900,-66.153958, Calle Ballivián #583, Jaihuayco, D5
-17.418555,-66.158938, Av. Petrolera #584, Alalay Norte, D5
-17.408241,-66.189887, Calle Libertad #585, Lacma, D5
-17.429113,-66.160891, Calle Villarroel #586, Jaihuayco, D5
-17.414696,-66.175969, Calle Antezana #587, Alalay Norte, D5
-17.412078,-66.189599, Calle Ballivián #588, Lacma, D5
-17.418726,-66.160848, Av. Petrolera #589, Jaihuayco, D5
-17.408795,-66.189489, Calle Libertad #590, Alalay Norte, D5
-17.420767,-66.159226, Calle Villarroel #591, Lacma, D5
-17.429173,-66.168954, Calle Antezana #592, Jaihuayco, D5
-17.426258,-66.168384, Calle Ballivián #593, Alalay Norte, D5
-17.438013,-66.149280, Av. Petrolera #594, Lacma, D5
-17.412109,-66.187580, Calle Libertad #595, Jaihuayco, D5
-17.440352,-66.158208, Calle Villarroel #596, Alalay Norte, D5
-17.438915,-66.147404, Calle Antezana #597, Lacma, D5
-17.413363,-66.187431, Calle Ballivián #598, Jaihuayco, D5
-17.412685,-66.165987, Av. Petrolera #599, Alalay Norte, D5
-17.435478,-66.154077, Calle Libertad #600, Lacma, D5
-17.413661,-66.157934, Calle Villarroel #601, Jaihuayco, D5
-17.414603,-66.165809, Calle Antezana #602, Alalay Norte, D5
-17.428505,-66.171211, Calle Ballivián #603, Lacma, D5
-17.413514,-66.170270, Av. Petrolera #604, Jaihuayco, D5
-17.420857,-66.160806, Calle Libertad #605, Alalay Norte, D5
-17.425134,-66.157199, Calle Villarroel #606, Lacma, D5
-17.432643,-66.154290, Calle Antezana #607, Jaihuayco, D5
-17.421253,-66.169832, Calle Ballivián #608, Alalay Norte, D5
-17.417326,-66.161114, Av. Petrolera #609, Lacma, D5
-17.419154,-66.167067, Calle Libertad #610, Jaihuayco, D5
-17.433465,-66.169327, Calle Villarroel #611, Alalay Norte, D5
-17.438880,-66.150237, Calle Antezana #612, Lacma, D5
-17.410856,-66.185812, Calle Ballivián #613, Jaihuayco, D5
-17.434511,-66.150760, Av. Petrolera #614, Alalay Norte, D5
-17.427866,-66.164653, Calle Libertad #615, Lacma, D5
-17.432326,-66.151491, Calle Villarroel #616, Jaihuayco, D5
-17.434164,-66.151486, Calle Antezana #617, Alalay Norte, D5
-17.423750,-66.166821, Calle Ballivián #618, Lacma, D5
-17.437065,-66.147974, Av. Petrolera #619, Jaihuayco, D5
-17.429284,-66.181426, Calle Libertad #620, Alalay Norte, D5
-17.415144,-66.175973, Calle Villarroel #621, Lacma, D5
-17.413633,-66.182373, Calle Antezana #622, Jaihuayco, D5
-17.438523,-66.154313, Calle Ballivián #623, Alalay Norte, D5
-17.413983,-66.156606, Av. Petrolera #624, Lacma, D5
-17.426150,-66.173981, Calle Libertad #625, Jaihuayco, D5
-17.427374,-66.183031, Calle Villarroel #626, Alalay Norte, D5
-17.428825,-66.182800, Calle Antezana #627, Lacma, D5
-17.415524,-66.184604, Calle Ballivián #628, Jaihuayco, D5
-17.413821,-66.171908, Av. Petrolera #629, Alalay Norte, D5
-17.435536,-66.154435, Calle Libertad #630, Lacma, D5
-17.440436,-66.146818, Calle Villarroel #631, Jaihuayco, D5
-17.426991,-66.154042, Calle Antezana #632, Alalay Norte, D5
-17.418410,-66.182627, Calle Ballivián #633, Lacma, D5
-17.435257,-66.158848, Av. Petrolera #634, Jaihuayco, D5
-17.426346,-66.162112, Calle Libertad #635, Alalay Norte, D5
-17.431878,-66.168246, Calle Villarroel #636, Lacma, D5
-17.425016,-66.158193, Calle Antezana #637, Jaihuayco, D5
-17.435540,-66.169722, Calle Ballivián #638, Alalay Norte, D5
-17.419941,-66.162203, Av. Petrolera #639, Lacma, D5
-17.428102,-66.166638, Calle Libertad #640, Jaihuayco, D5
-17.409016,-66.187695, Calle Villarroel #641, Alalay Norte, D5
-17.422145,-66.175159, Calle Antezana #642, Lacma, D5
-17.440811,-66.157311, Calle Ballivián #643, Jaihuayco, D5
-17.424910,-66.159919, Av. Petrolera #644, Alalay Norte, D5
-17.415543,-66.176454, Calle Libertad #645, Lacma, D5
-17.418910,-66.181065, Calle Villarroel #646, Jaihuayco, D5
-17.411581,-66.169152, Calle Antezana #647, Alalay Norte, D5
-17.419508,-66.181658, Calle Ballivián #648, Lacma, D5
-17.423887,-66.173903, Av. Petrolera #649, Jaihuayco, D5
-17.421729,-66.177893, Calle Libertad #650, Alalay Norte, D5
-17.426735,-66.179785, Calle Villarroel #651, Lacma, D5
-17.428001,-66.167009, Calle Antezana #652, Jaihuayco, D5
-17.418071,-66.178437, Calle Ballivián #653, Alalay Norte, D5
-17.436111,-66.169520, Av. Petrolera #654, Lacma, D5
-17.431440,-66.166852, Calle Libertad #655, Jaihuayco, D5
-17.434915,-66.157869, Calle Villarroel #656, Alalay Norte, D5
-17.419286,-66.161975, Calle Antezana #657, Lacma, D5
-17.418414,-66.172782, Calle Ballivián #658, Jaihuayco, D5
-17.432755,-66.164880, Av. Petrolera #659, Alalay Norte, D5
-17.416471,-66.168947, Calle Libertad #660, Lacma, D5
-17.414686,-66.176140, Calle Villarroel #661, Jaihuayco, D5
-17.415919,-66.169266, Calle Antezana #662, Alalay Norte, D5
-17.410443,-66.168502, Calle Ballivián #663, Lacma, D5
-17.427295,-66.181452, Av. Petrolera #664, Jaihuayco, D5
-17.431018,-66.155106, Calle Libertad #665, Alalay Norte, D5
-17.413834,-66.180888, Calle Villarroel #666, Lacma, D5
-17.417816,-66.178664, Calle Antezana #667, Jaihuayco, D5
-17.429812,-66.182808, Calle Ballivián #668, Alalay Norte, D5
-17.427565,-66.168388, Av. Petrolera #669, Lacma, D5
-17.427768,-66.158292, Calle Libertad #670, Jaihuayco, D5
-17.421938,-66.176327, Calle Villarroel #671, Alalay Norte, D5
-17.427339,-66.161425, Calle Antezana #672, Lacma, D5
-17.430672,-66.158413, Calle Ballivián #673, Jaihuayco, D5
-17.416116,-66.158506, Av. Petrolera #674, Alalay Norte, D5
-17.420283,-66.160361, Calle Libertad #675, Lacma, D5
-17.437404,-66.150020, Calle Villarroel #676, Jaihuayco, D5
-17.415212,-66.172419, Calle Antezana #677, Alalay Norte, D5
-17.428212,-66.180648, Calle Ballivián #678, Lacma, D5
-17.413592,-66.173219, Av. Petrolera #679, Jaihuayco, D5
-17.422369,-66.161473, Calle Libertad #680, Alalay Norte, D5
-17.419114,-66.156140, Calle Villarroel #681, Lacma, D5
-17.435100,-66.150784, Calle Antezana #682, Jaihuayco, D5
-17.420656,-66.174516, Calle Ballivián #683, Alalay Norte, D5
-17.427414,-66.159866, Av. Petrolera #684, Lacma, D5
-17.416046,-66.166569, Calle Libertad #685, Jaihuayco, D5
-17.428034,-66.159026, Calle Villarroel #686, Alalay Norte, D5
-17.440774,-66.153268, Calle Antezana #687, Lacma, D5
-17.428520,-66.162798, Calle Ballivián #688, Jaihuayco, D5
-17.421133,-66.177268, Av. Petrolera #689, Alalay Norte, D5
-17.421826,-66.158147, Calle Libertad #690, Lacma, D5
-17.427076,-66.154895, Calle Villarroel #691, Jaihuayco, D5
-17.421219,-66.161974, Calle Antezana #692, Alalay Norte, D5
-17.413119,-66.174437, Calle Ballivián #693, Lacma, D5
-17.426894,-66.180740, Av. Petrolera #694, Jaihuayco, D5
-17.418641,-66.162132, Calle Libertad #695, Alalay Norte, D5
-17.415256,-66.183153, Calle Villarroel #696, Lacma, D5
-17.428098,-66.160495, Calle Antezana #697, Jaihuayco, D5
-17.436602,-66.167165, Calle Ballivián #698, Alalay Norte, D5
-17.433433,-66.159471, Av. Petrolera #699, Lacma, D5
-17.436457,-66.150652, Calle Libertad #700, Jaihuayco, D5
-17.439994,-66.159023, Calle Villarroel #701, Alalay Norte, D5
-17.416565,-66.163174, Calle Antezana #702, Lacma, D5
-17.425063,-66.158774, Calle Ballivián #703, Jaihuayco, D5
-17.424059,-66.155003, Av. Petrolera #704, Alalay Norte, D5
-17.423666,-66.168712, Calle Libertad #705, Lacma, D5
-17.423342,-66.154980, Calle Villarroel #706, Jaihuayco, D5
-17.429909,-66.162913, Calle Antezana #707, Alalay Norte, D5
-17.428494,-66.167077, Calle Ballivián #708, Lacma, D5
-17.432741,-66.158353, Av. Petrolera #709, Jaihuayco, D5
-17.420372,-66.168728, Calle Libertad #710, Alalay Norte, D5
-17.426761,-66.180923, Calle Villarroel #711, Lacma, D5
-17.421499,-66.172534, Calle Antezana #712, Jaihuayco, D5
-17.413148,-66.182198, Calle Ballivián #713, Alalay Norte, D5
-17.439723,-66.148081, Av. Petrolera #714, Lacma, D5
-17.421088,-66.174741, Calle Libertad #715, Jaihuayco, D5
-17.422106,-66.175471, Calle Villarroel #716, Alalay Norte, D5
-17.439720,-66.158302, Calle Antezana #717, Lacma, D5
-17.414600,-66.175126, Calle Ballivián #718, Jaihuayco, D5
-17.437963,-66.161487, Av. Petrolera #719, Alalay Norte, D5
-17.412572,-66.174792, Calle Libertad #720, Lacma, D5
-17.435692,-66.160137, Calle Villarroel #721, Jaihuayco, D5
-17.426121,-66.154611, Calle Antezana #722, Alalay Norte, D5
-17.410145,-66.173326, Calle Ballivián #723, Lacma, D5
-17.427780,-66.160328, Av. Petrolera #724, Jaihuayco, D5
-17.425720,-66.180254, Calle Libertad #725, Alalay Norte, D5
-17.432555,-66.154160, Calle Villarroel #726, Lacma, D5
-17.419861,-66.176057, Calle Antezana #727, Jaihuayco, D5
-17.411794,-66.188837, Calle Ballivián #728, Alalay Norte, D5
-17.416429,-66.161037, Av. Petrolera #729, Lacma, D5
-17.424366,-66.171347, Calle Libertad #730, Jaihuayco, D5
-17.416780,-66.172883, Calle Villarroel #731, Alalay Norte, D5
-17.436306,-66.153161, Calle Antezana #732, Lacma, D5
-17.414071,-66.157798, Calle Ballivián #733, Jaihuayco, D5
-17.409981,-66.186529, Av. Petrolera #734, Alalay Norte, D5
-17.438361,-66.154801, Calle Libertad #735, Lacma, D5
-17.410855,-66.189517, Calle Villarroel #736, Jaihuayco, D5
-17.430096,-66.170464, Calle Antezana #737, Alalay Norte, D5
-17.435563,-66.162674, Calle Ballivián #738, Lacma, D5
-17.417390,-66.178402, Av. Petrolera #739, Jaihuayco, D5
-17.436291,-66.163651, Calle Libertad #740, Alalay Norte, D5
-17.415073,-66.182970, Calle Villarroel #741, Lacma, D5
-17.434934,-66.161723, Calle Antezana #742, Jaihuayco, D5
-17.420157,-66.178187, Calle Ballivián #743, Alalay Norte, D5
-17.408849,-66.170453, Av. Petrolera #744, Lacma, D5
-17.415302,-66.164926, Calle Libertad #745, Jaihuayco, D5
-17.411315,-66.189060, Calle Villarroel #746, Alalay Norte, D5
-17.426519,-66.174476, Calle Antezana #747, Lacma, D5
-17.416354,-66.168067, Calle Ballivián #748, Jaihuayco, D5
-17.420570,-66.171641, Av. Petrolera #749, Alalay Norte, D5
-17.437406,-66.157826, Calle Libertad #750, Lacma, D5
-17.423930,-66.162447, Calle Villarroel #751, Jaihuayco, D5
-17.439796,-66.154518, Calle Antezana #752, Alalay Norte, D5
-17.412549,-66.163901, Calle Ballivián #753, Lacma, D5
-17.421531,-66.168742, Av. Petrolera #754, Jaihuayco, D5
-17.423164,-66.163497, Calle Libertad #755, Alalay Norte, D5
-17.435238,-66.151154, Calle Villarroel #756, Lacma, D5
-17.434398,-66.158743, Calle Antezana #757, Jaihuayco, D5
-17.415000,-66.160124, Calle Ballivián #758, Alalay Norte, D5
-17.419646,-66.160755, Av. Petrolera #759, Lacma, D5
-17.427828,-66.153993, Calle Libertad #760, Jaihuayco, D5
-17.430724,-66.183352, Calle Villarroel #761, Alalay Norte, D5
-17.426740,-66.156941, Calle Antezana #762, Lacma, D5
-17.425441,-66.160623, Calle Ballivián #763, Jaihuayco, D5
-17.418496,-66.163569, Av. Petrolera #764, Alalay Norte, D5
-17.411310,-66.170764, Calle Libertad #765, Lacma, D5
-17.414747,-66.184244, Calle Villarroel #766, Jaihuayco, D5
-17.421236,-66.174429, Calle Antezana #767, Alalay Norte, D5
-17.416622,-66.178500, Calle Ballivián #768, Lacma, D5
-17.427401,-66.161726, Av. Petrolera #769, Jaihuayco, D5
-17.414526,-66.167701, Calle Libertad #770, Alalay Norte, D5
-17.433116,-66.170778, Calle Villarroel #771, Lacma, D5
-17.434767,-66.161330, Calle Antezana #772, Jaihuayco, D5
-17.434942,-66.169617, Calle Ballivián #773, Alalay Norte, D5
-17.416958,-66.166833, Av. Petrolera #774, Lacma, D5
-17.431298,-66.163894, Calle Libertad #775, Jaihuayco, D5
-17.422812,-66.162987, Calle Villarroel #776, Alalay Norte, D5
-17.417960,-66.166760, Calle Antezana #777, Lacma, D5
-17.439408,-66.151026, Calle Ballivián #778, Jaihuayco, D5
-17.413786,-66.184153, Av. Petrolera #779, Alalay Norte, D5
-17.430026,-66.153208, Calle Libertad #780, Lacma, D5
-17.412119,-66.181860, Calle Villarroel #781, Jaihuayco, D5
-17.439827,-66.157005, Calle Antezana #782, Alalay Norte, D5
-17.438622,-66.160842, Calle Ballivián #783, Lacma, D5
-17.435361,-66.163386, Av. Petrolera #784, Jaihuayco, D5
-17.410551,-66.186957, Calle Libertad #785, Alalay Norte, D5
-17.410663,-66.174319, Calle Villarroel #786, Lacma, D5
-17.418352,-66.179289, Calle Antezana #787, Jaihuayco, D5
-17.435201,-66.164978, Calle Ballivián #788, Alalay Norte, D5
-17.413977,-66.160710, Av. Petrolera #789, Lacma, D5
-17.419119,-66.169339, Calle Libertad #790, Jaihuayco, D5
-17.417030,-66.158814, Calle Villarroel #791, Alalay Norte, D5
-17.435430,-66.151635, Calle Antezana #792, Lacma, D5
-17.429432,-66.162518, Calle Ballivián #793, Jaihuayco, D5
-17.410136,-66.188183, Av. Petrolera #794, Alalay Norte, D5
-17.429467,-66.181609, Calle Libertad #795, Lacma, D5
-17.415293,-66.167147, Calle Villarroel #796, Jaihuayco, D5
-17.429295,-66.155363, Calle Antezana #797, Alalay Norte, D5
-17.414526,-66.187020, Calle Ballivián #798, Lacma, D5
-17.421409,-66.175404, Av. Petrolera #799, Jaihuayco, D5
-17.419968,-66.157871, Calle Libertad #800, Alalay Norte, D5
-17.415209,-66.184794, Calle Villarroel #801, Lacma, D5
-17.422508,-66.178321, Calle Antezana #802, Jaihuayco, D5
-17.411575,-66.175133, Calle Ballivián #803, Alalay Norte, D5
-17.414652,-66.180195, Av. Petrolera #804, Lacma, D5
-17.417451,-66.164379, Calle Libertad #805, Jaihuayco, D5
-17.433135,-66.158574, Calle Villarroel #806, Alalay Norte, D5
-17.424312,-66.176249, Calle Antezana #807, Lacma, D5
-17.429729,-66.161481, Calle Ballivián #808, Jaihuayco, D5
-17.436921,-66.163632, Av. Petrolera #809, Alalay Norte, D5
-17.427997,-66.159521, Calle Libertad #810, Lacma, D5
-17.430157,-66.157343, Calle Villarroel #811, Jaihuayco, D5
-17.432380,-66.154683, Calle Antezana #812, Alalay Norte, D5
-17.411823,-66.164590, Calle Ballivián #813, Lacma, D5
-17.440118,-66.158323, Av. Petrolera #814, Jaihuayco, D5
-17.417897,-66.179719, Calle Libertad #815, Alalay Norte, D5
-17.412562,-66.162650, Calle Villarroel #816, Lacma, D5
-17.421932,-66.167979, Calle Antezana #817, Jaihuayco, D5
-17.415335,-66.179679, Calle Ballivián #818, Alalay Norte, D5
-17.409191,-66.188406, Av. Petrolera #819, Lacma, D5
-17.412622,-66.185886, Calle Libertad #820, Jaihuayco, D5
-17.411668,-66.167294, Calle Villarroel #821, Alalay Norte, D5
-17.425181,-66.161703, Calle Antezana #822, Lacma, D5
-17.410916,-66.166705, Calle Ballivián #823, Jaihuayco, D5
-17.431727,-66.165183, Av. Petrolera #824, Alalay Norte, D5
-17.408665,-66.188405, Calle Libertad #825, Lacma, D5
-17.427507,-66.169460, Calle Villarroel #826, Jaihuayco, D5
-17.419441,-66.169497, Calle Antezana #827, Alalay Norte, D5
-17.432433,-66.153899, Calle Ballivián #828, Lacma, D5
-17.423801,-66.170469, Av. Petrolera #829, Jaihuayco, D5
-17.426597,-66.155483, Calle Libertad #830, Alalay Norte, D5
-17.417583,-66.157335, Calle Villarroel #831, Lacma, D5
-17.418363,-66.164682, Calle Antezana #832, Jaihuayco, D5
-17.422500,-66.161913, Calle Ballivián #833, Alalay Norte, D5
-17.417238,-66.180218, Av. Petrolera #834, Lacma, D5
-17.432251,-66.160136, Calle Libertad #835, Jaihuayco, D5
-17.434956,-66.155503, Calle Villarroel #836, Alalay Norte, D5
-17.417968,-66.178630, Calle Antezana #837, Lacma, D5
-17.414673,-66.180914, Calle Ballivián #838, Jaihuayco, D5
-17.423302,-66.171628, Av. Petrolera #839, Alalay Norte, D5
-17.412751,-66.168720, Calle Libertad #840, Lacma, D5
-17.423123,-66.169407, Calle Villarroel #841, Jaihuayco, D5
-17.416143,-66.178631, Calle Antezana #842, Alalay Norte, D5
-17.437450,-66.149914, Calle Ballivián #843, Lacma, D5
-17.413455,-66.174765, Av. Petrolera #844, Jaihuayco, D5
-17.429689,-66.160969, Calle Libertad #845, Alalay Norte, D5
-17.409454,-66.189817, Calle Villarroel #846, Lacma, D5
-17.421103,-66.165643, Calle Antezana #847, Jaihuayco, D5
-17.438800,-66.153344, Calle Ballivián #848, Alalay Norte, D5
-17.422317,-66.172086, Av. Petrolera #849, Lacma, D5
-17.417821,-66.168855, Calle Libertad #850, Jaihuayco, D5
-17.423117,-66.156161, Calle Villarroel #851, Alalay Norte, D5
-17.425741,-66.166472, Calle Antezana #852, Lacma, D5
-17.429253,-66.157030, Calle Ballivián #853, Jaihuayco, D5
-17.430246,-66.169241, Av. Petrolera #854, Alalay Norte, D5
-17.423884,-66.165342, Calle Libertad #855, Lacma, D5
-17.414577,-66.184766, Calle Villarroel #856, Jaihuayco, D5
-17.419040,-66.178950, Calle Antezana #857, Alalay Norte, D5
-17.414135,-66.163715, Calle Ballivián #858, Lacma, D5
-17.428042,-66.164121, Av. Petrolera #859, Jaihuayco, D5
-17.433184,-66.158385, Calle Libertad #860, Alalay Norte, D5
-17.415235,-66.173694, Calle Villarroel #861, Lacma, D5
-17.417900,-66.159183, Calle Antezana #862, Jaihuayco, D5
-17.437329,-66.163273, Calle Ballivián #863, Alalay Norte, D5
-17.417794,-66.173792, Av. Petrolera #864, Lacma, D5
-17.417996,-66.159442, Calle Libertad #865, Jaihuayco, D5
-17.432995,-66.165746, Calle Villarroel #866, Alalay Norte, D5
-17.420151,-66.165580, Calle Antezana #867, Lacma, D5
-17.417779,-66.157707, Calle Ballivián #868, Jaihuayco, D5
-17.423049,-66.163978, Av. Petrolera #869, Alalay Norte, D5
-17.433874,-66.151310, Calle Libertad #870, Lacma, D5
-17.415099,-66.167148, Calle Villarroel #871, Jaihuayco, D5
-17.440504,-66.150461, Calle Antezana #872, Alalay Norte, D5
