-17.424504,-66.148321, Calle Kantuta #100, Alalay Sud, D6
-17.418553,-66.150376, Calle Tupac Katari #502, Alalay Sud, D6
-17.413795,-66.135703, Av. Melchor Urquidi #503, Kantuta, D6
-17.420124,-66.145444, Calle Dalence #504, Villa Hermosa, D6
-17.426457,-66.149419, Calle Kantuta #505, Alalay Sud, D6
-17.414209,-66.146444, Calle Siringuero #506, Kantuta, D6
-17.401416,-66.148126, Calle Tupac Katari #507, Villa Hermosa, D6
-17.406014,-66.139981, Av. Melchor Urquidi #508, Alalay Sud, D6
-17.412191,-66.138862, Calle Dalence #509, Kantuta, D6
-17.414593,-66.152114, Calle Kantuta #510, Villa Hermosa, D6
-17.422694,-66.131194, Calle Siringuero #511, Alalay Sud, D6
-17.407081,-66.130787, Calle Tupac Katari #512, Kantuta, D6
-17.412891,-66.141400, Av. Melchor Urquidi #513, Villa Hermosa, D6
-17.417839,-66.144022, Calle Dalence #514, Alalay Sud, D6
-17.410072,-66.149841, Calle Kantuta #515, Kantuta, D6
-17.417125,-66.130651, Calle Siringuero #516, Villa Hermosa, D6
-17.400326,-66.127598, Calle Tupac Katari #517, Alalay Sud, D6
-17.404932,-66.144272, Av. Melchor Urquidi #518, Kantuta, D6
-17.414199,-66.155343, Calle Dalence #519, Villa Hermosa, D6
-17.406594,-66.142128, Calle Kantuta #520, Alalay Sud, D6
-17.404343,-66.150535, Calle Siringuero #521, Kantuta, D6
-17.402229,-66.141364, Calle Tupac Katari #522, Villa Hermosa, D6
-17.414936,-66.143951, Av. Melchor Urquidi #523, Alalay Sud, D6
-17.423693,-66.141431, Calle Dalence #524, Kantuta, D6
-17.404604,-66.133686, Calle Kantuta #525, Villa Hermosa, D6
-17.405752,-66.123881, Calle Siringuero #526, Alalay Sud, D6
-17.424770,-66.143868, Calle Tupac Katari #527, Kantuta, D6
-17.416216,-66.131278, Av. Melchor Urquidi #528, Villa Hermosa, D6
-17.400688,-66.126909, Calle Dalence #529, Alalay Sud, D6
-17.412654,-66.152860, Calle Kantuta #530, Kantuta, D6
-17.415752,-66.126591, Calle Siringuero #531, Villa Hermosa, D6
-17.408824,-66.150998, Calle Tupac Katari #532, Alalay Sud, D6
-17.413034,-66.149986, Av. Melchor Urquidi #533, Kantuta, D6
-17.414212,-66.135221, Calle Dalence #534, Villa Hermosa, D6
-17.423564,-66.134900, Calle Kantuta #535, Alalay Sud, D6
-17.414931,-66.139268, Calle Siringuero #536, Kantuta, D6
-17.410195,-66.139318, Calle Tupac Katari #537, Villa Hermosa, D6
-17.405418,-66.128892, Av. Melchor Urquidi #538, Alalay Sud, D6
-17.409395,-66.149269, Calle Dalence #539, Kantuta, D6
-17.410787,-66.149638, Calle Kantuta #540, Villa Hermosa, D6
-17.427770,-66.151505, Calle Siringuero #541, Alalay Sud, D6
-17.425741,-66.151503, Calle Tupac Katari #542, Kantuta, D6
-17.427730,-66.151580, Av. Melchor Urquidi #543, Villa Hermosa, D6
-17.404675,-66.148514, Calle Dalence #544, Alalay Sud, D6
-17.408350,-66.152301, Calle Kantuta #545, Kantuta, D6
-17.403847,-66.133029, Calle Siringuero #546, Villa Hermosa, D6
-17.414574,-66.132462, Calle Tupac Katari #547, Alalay Sud, D6
-17.415805,-66.138559, Av. Melchor Urquidi #548, Kantuta, D6
-17.410289,-66.150228, Calle Dalence #549, Villa Hermosa, D6
-17.410226,-66.143443, Calle Kantuta #550, Alalay Sud, D6
-17.407793,-66.145431, Calle Siringuero #551, Kantuta, D6
-17.403726,-66.125420, Calle Tupac Katari #552, Villa Hermosa, D6
-17.413738,-66.154097, Av. Melchor Urquidi #553, Alalay Sud, D6
-17.404898,-66.132197, Calle Dalence #554, Kantuta, D6
-17.407861,-66.136765, Calle Kantuta #555, Villa Hermosa, D6
-17.413317,-66.144221, Calle Siringuero #556, Alalay Sud, D6
-17.403871,-66.143387, Calle Tupac Katari #557, Kantuta, D6
-17.425807,-66.145298, Av. Melchor Urquidi #558, Villa Hermosa, D6
-17.420396,-66.131707, Calle Dalence #559, Alalay Sud, D6
-17.405681,-66.130835, Calle Kantuta #560, Kantuta, D6
-17.419387,-66.154978, Calle Siringuero #561, Villa Hermosa, D6
-17.420210,-66.136876, Calle Tupac Katari #562, Alalay Sud, D6
-17.422525,-66.138193, Av. Melchor Urquidi #563, Kantuta, D6
-17.401461,-66.132615, Calle Dalence #564, Villa Hermosa, D6
-17.411409,-66.136016, Calle Kantuta #565, Alalay Sud, D6
-17.408643,-66.152305, Calle Siringuero #566, Kantuta, D6
-17.404002,-66.144567, Calle Tupac Katari #567, Villa Hermosa, D6
-17.412608,-66.149083, Av. Melchor Urquidi #568, Alalay Sud, D6
-17.400486,-66.133065, Calle Dalence #569, Kantuta, D6
-17.419307,-66.135195, Calle Kantuta #570, Villa Hermosa, D6
-17.413233,-66.152197, Calle Siringuero #571, Alalay Sud, D6
-17.408864,-66.148016, Calle Tupac Katari #572, Kantuta, D6
-17.421971,-66.136655, Av. Melchor Urquidi #573, Villa Hermosa, D6
-17.406071,-66.129014, Calle Dalence #574, Alalay Sud, D6
-17.401571,-66.126792, Calle Kantuta #575, Kantuta, D6
-17.407461,-66.131980, Calle Siringuero #576, Villa Hermosa, D6
-17.406562,-66.133586, Calle Tupac Katari #577, Alalay Sud, D6
-17.423160,-66.149389, Av. Melchor Urquidi #578, Kantuta, D6
-17.403923,-66.143096, Calle Dalence #579, Villa Hermosa, D6
-17.418507,-66.146961, Calle Kantuta #580, Alalay Sud, D6
-17.407185,-66.151845, Calle Siringuero #581, Kantuta, D6
-17.425824,-66.152222, Calle Tupac Katari #582, Villa Hermosa, D6
-17.402630,-66.127321, Av. Melchor Urquidi #583, Alalay Sud, D6
-17.420952,-66.142765, Calle Dalence #584, Kantuta, D6
-17.411584,-66.132195, Calle Kantuta #585, Villa Hermosa, D6
-17.423368,-66.150823, Calle Siringuero #586, Alalay Sud, D6
-17.401019,-66.138240, Calle Tupac Katari #587, Kantuta, D6
-17.419068,-66.152829, Av. Melchor Urquidi #588, Villa Hermosa, D6
-17.411977,-66.135313, Calle Dalence #589, Alalay Sud, D6
-17.420468,-66.133880, Calle Kantuta #590, Kantuta, D6
-17.411527,-66.127806, Calle Siringuero #591, Villa Hermosa, D6
-17.417321,-66.145080, Calle Tupac Katari #592, Alalay Sud, D6
-17.412185,-66.130921, Av. Melchor Urquidi #593, Kantuta, D6
-17.418762,-66.143912, Calle Dalence #594, Villa Hermosa, D6
-17.420014,-66.131461, Calle Kantuta #595, Alalay Sud, D6
-17.398753,-66.126095, Calle Siringuero #596, Kantuta, D6
-17.402870,-66.134543, Calle Tupac Katari #597, Villa Hermosa, D6
-17.423071,-66.132030, Av. Melchor Urquidi #598, Alalay Sud, D6
-17.419166,-66.147211, Calle Dalence #599, Kantuta, D6
-17.414366,-66.132099, Calle Kantuta #600, Villa Hermosa, D6
-17.420058,-66.133849, Calle Siringuero #601, Alalay Sud, D6
-17.421736,-66.136953, Calle Tupac Katari #602, Kantuta, D6
-17.405985,-66.147230, Av. Melchor Urquidi #603, Villa Hermosa, D6
-17.404567,-66.126985, Calle Dalence #604, Alalay Sud, D6
-17.412563,-66.126285, Calle Kantuta #605, Kantuta, D6
-17.405576,-66.128945, Calle Siringuero #606, Villa Hermosa, D6
-17.422933,-66.153202, Calle Tupac Katari #607, Alalay Sud, D6
-17.401551,-66.128070, Av. Melchor Urquidi #608, Kantuta, D6
-17.406881,-66.128901, Calle Dalence #609, Villa Hermosa, D6
-17.403571,-66.129770, Calle Kantuta #610, Alalay Sud, D6
-17.419234,-66.133518, Calle Siringuero #611, Kantuta, D6
-17.419750,-66.146907, Calle Tupac Katari #612, Villa Hermosa, D6
-17.421499,-66.150542, Av. Melchor Urquidi #613, Alalay Sud, D6
-17.411820,-66.134804, Calle Dalence #614, Kantuta, D6
-17.411677,-66.131738, Calle Kantuta #615, Villa Hermosa, D6
-17.401338,-66.142001, Calle Siringuero #616, Alalay Sud, D6
-17.403154,-66.133196, Calle Tupac Katari #617, Kantuta, D6
-17.405499,-66.123017, Av. Melchor Urquidi #618, Villa Hermosa, D6
-17.400000,-66.140958, Calle Dalence #619, Alalay Sud, D6
-17.425665,-66.148401, Calle Kantuta #620, Kantuta, D6
-17.411227,-66.151544, Calle Siringuero #621, Villa Hermosa, D6
-17.405801,-66.140834, Calle Tupac Katari #622, Alalay Sud, D6
-17.406506,-66.136049, Av. Melchor Urquidi #623, Kantuta, D6
-17.408831,-66.151823, Calle Dalence #624, Villa Hermosa, D6
-17.402133,-66.137823, Calle Kantuta #625, Alalay Sud, D6
-17.400529,-66.147648, Calle Siringuero #626, Kantuta, D6
-17.410411,-66.138008, Calle Tupac Katari #627, Villa Hermosa, D6
-17.404910,-66.149911, Av. Melchor Urquidi #628, Alalay Sud, D6
-17.401776,-66.147160, Calle Dalence #629, Kantuta, D6
-17.399459,-66.140718, Calle Kantuta #630, Villa Hermosa, D6
-17.404296,-66.148033, Calle Siringuero #631, Alalay Sud, D6
-17.426277,-66.148698, Calle Tupac Katari #632, Kantuta, D6
-17.426059,-66.147311, Av. Melchor Urquidi #633, Villa Hermosa, D6
-17.401209,-66.128059, Calle Dalence #634, Alalay Sud, D6
-17.404118,-66.128054, Calle Kantuta #635, Kantuta, D6
-17.419376,-66.143848, Calle Siringuero #636, Villa Hermosa, D6
-17.402197,-66.123780, Calle Tupac Katari #637, Alalay Sud, D6
-17.412027,-66.139582, Av. Melchor Urquidi #638, Kantuta, D6
-17.413409,-66.140881, Calle Dalence #639, Villa Hermosa, D6
-17.415607,-66.147099, Calle Kantuta #640, Alalay Sud, D6
-17.415543,-66.131104, Calle Siringuero #641, Kantuta, D6
-17.414858,-66.126655, Calle Tupac Katari #642, Villa Hermosa, D6
-17.422047,-66.146609, Av. Melchor Urquidi #643, Alalay Sud, D6
-17.404134,-66.127942, Calle Dalence #644, Kantuta, D6
-17.402198,-66.130471, Calle Kantuta #645, Villa Hermosa, D6
-17.403885,-66.136255, Calle Siringuero #646, Alalay Sud, D6
-17.416006,-66.149699, Calle Tupac Katari #647, Kantuta, D6
-17.415372,-66.146468, Av. Melchor Urquidi #648, Villa Hermosa, D6
-17.408073,-66.134519, Calle Dalence #649, Alalay Sud, D6
-17.414753,-66.145529, Calle Kantuta #650, Kantuta, D6
-17.407634,-66.127799, Calle Siringuero #651, Villa Hermosa, D6
-17.417874,-66.139938, Calle Tupac Katari #652, Alalay Sud, D6
-17.420283,-66.132298, Av. Melchor Urquidi #653, Kantuta, D6
-17.409918,-66.149057, Calle Dalence #654, Villa Hermosa, D6
-17.404747,-66.145570, Calle Kantuta #655, Alalay Sud, D6
-17.400119,-66.147147, Calle Siringuero #656, Kantuta, D6
-17.405905,-66.136668, Calle Tupac Katari #657, Villa Hermosa, D6
-17.399527,-66.141935, Av. Melchor Urquidi #658, Alalay Sud, D6
-17.419565,-66.146271, Calle Dalence #659, Kantuta, D6
-17.410363,-66.132575, Calle Kantuta #660, Villa Hermosa, D6
-17.397364,-66.135787, Calle Siringuero #661, Alalay Sud, D6
-17.412875,-66.148797, Calle Tupac Katari #662, Kantuta, D6
-17.410456,-66.151611, Av. Melchor Urquidi #663, Villa Hermosa, D6
-17.417026,-66.153415, Calle Dalence #664, Alalay Sud, D6
-17.407322,-66.129242, Calle Kantuta #665, Kantuta, D6
-17.400657,-66.134246, Calle Siringuero #666, Villa Hermosa, D6
-17.410880,-66.133366, Calle Tupac Katari #667, Alalay Sud, D6
-17.402740,-66.134713, Av. Melchor Urquidi #668, Kantuta, D6
-17.404401,-66.146827, Calle Dalence #669, Villa Hermosa, D6
-17.411377,-66.131846, Calle Kantuta #670, Alalay Sud, D6
-17.406955,-66.137520, Calle Siringuero #671, Kantuta, D6
-17.405952,-66.151443, Calle Tupac Katari #672, Villa Hermosa, D6
-17.407143,-66.151398, Av. Melchor Urquidi #673, Alalay Sud, D6
-17.410905,-66.147713, Calle Dalence #674, Kantuta, D6
-17.409046,-66.139444, Calle Kantuta #675, Villa Hermosa, D6
-17.415226,-66.135051, Calle Siringuero #676, Alalay Sud, D6
-17.404456,-66.138119, Calle Tupac Katari #677, Kantuta, D6
-17.408040,-66.135931, Av. Melchor Urquidi #678, Villa Hermosa, D6
-17.411696,-66.135813, Calle Dalence #679, Alalay Sud, D6
-17.419795,-66.135711, Calle Kantuta #680, Kantuta, D6
-17.414458,-66.147632, Calle Siringuero #681, Villa Hermosa, D6
-17.421343,-66.145888, Calle Tupac Katari #682, Alalay Sud, D6
-17.417757,-66.138294, Av. Melchor Urquidi #683, Kantuta, D6
-17.423046,-66.141653, Calle Dalence #684, Villa Hermosa, D6
-17.415491,-66.136814, Calle Kantuta #685, Alalay Sud, D6
-17.424628,-66.151239, Calle Siringuero #686, Kantuta, D6
-17.405232,-66.129374, Calle Tupac Katari #687, Villa Hermosa, D6
-17.420044,-66.145927, Av. Melchor Urquidi #688, Alalay Sud, D6
-17.412991,-66.149320, Calle Dalence #689, Kantuta, D6
-17.426390,-66.145074, Calle Kantuta #690, Villa Hermosa, D6
-17.418592,-66.148562, Calle Siringuero #691, Alalay Sud, D6
-17.413819,-66.143152, Calle Tupac Katari #692, Kantuta, D6
-17.409494,-66.131825, Av. Melchor Urquidi #693, Villa Hermosa, D6
-17.414019,-66.132996, Calle Dalence #694, Alalay Sud, D6
-17.412886,-66.129260, Calle Kantuta #695, Kantuta, D6
-17.408167,-66.148006, Calle Siringuero #696, Villa Hermosa, D6
-17.424603,-66.148826, Calle Tupac Katari #697, Alalay Sud, D6
-17.422361,-66.143081, Av. Melchor Urquidi #698, Kantuta, D6
-17.406939,-66.133120, Calle Dalence #699, Villa Hermosa, D6
-17.416384,-66.142091, Calle Kantuta #700, Alalay Sud, D6
-17.411359,-66.145569, Calle Siringuero #701, Kantuta, D6
-17.416134,-66.127733, Calle Tupac Katari #702, Villa Hermosa, D6
-17.413566,-66.137267, Av. Melchor Urquidi #703, Alalay Sud, D6
-17.404206,-66.125159, Calle Dalence #704, Kantuta, D6
-17.418668,-66.139058, Calle Kantuta #705, Villa Hermosa, D6
-17.409247,-66.132925, Calle Siringuero #706, Alalay Sud, D6
-17.406803,-66.128638, Calle Tupac Katari #707, Kantuta, D6
-17.411051,-66.141741, Av. Melchor Urquidi #708, Villa Hermosa, D6
-17.416361,-66.126244, Calle Dalence #709, Alalay Sud, D6
-17.412658,-66.137027, Calle Kantuta #710, Kantuta, D6
-17.425829,-66.152786, Calle Siringuero #711, Villa Hermosa, D6
-17.424623,-66.146257, Calle Tupac Katari #712, Alalay Sud, D6
-17.420448,-66.132113, Av. Melchor Urquidi #713, Kantuta, D6
-17.411929,-66.145111, Calle Dalence #714, Villa Hermosa, D6
-17.416003,-66.138972, Calle Kantuta #715, Alalay Sud, D6
-17.403617,-66.146772, Calle Siringuero #716, Kantuta, D6
-17.409599,-66.130960, Calle Tupac Katari #717, Villa Hermosa, D6
-17.417800,-66.153315, Av. Melchor Urquidi #718, Alalay Sud, D6
-17.403216,-66.124619, Calle Dalence #719, Kantuta, D6
-17.407657,-66.141004, Calle Kantuta #720, Villa Hermosa, D6
-17.410704,-66.133054, Calle Siringuero #721, Alalay Sud, D6
-17.415304,-66.132593, Calle Tupac Katari #722, Kantuta, D6
-17.405494,-66.146986, Av. Melchor Urquidi #723, Villa Hermosa, D6
-17.406319,-66.127363, Calle Dalence #724, Alalay Sud, D6
-17.419849,-66.148299, Calle Kantuta #725, Kantuta, D6
-17.404441,-66.143354, Calle Siringuero #726, Villa Hermosa, D6
-17.422026,-66.149845, Calle Tupac Katari #727, Alalay Sud, D6
-17.412033,-66.135013, Av. Melchor Urquidi #728, Kantuta, D6
-17.419957,-66.143400, Calle Dalence #729, Villa Hermosa, D6
-17.403518,-66.133820, Calle Kantuta #730, Alalay Sud, D6
-17.415764,-66.154260, Calle Siringuero #731, Kantuta, D6
-17.419615,-66.145185, Calle Tupac Katari #732, Villa Hermosa, D6
-17.409287,-66.140723, Av. Melchor Urquidi #733, Alalay Sud, D6
-17.405630,-66.137676, Calle Dalence #734, Kantuta, D6
-17.403650,-66.134410, Calle Kantuta #735, Villa Hermosa, D6
-17.415211,-66.145136, Calle Siringuero #736, Alalay Sud, D6
-17.401385,-66.127643, Calle Tupac Katari #737, Kantuta, D6
-17.403395,-66.144264, Av. Melchor Urquidi #738, Villa Hermosa, D6
-17.406197,-66.141125, Calle Dalence #739, Alalay Sud, D6
-17.409336,-66.139245, Calle Kantuta #740, Kantuta, D6
-17.421615,-66.148676, Calle Siringuero #741, Villa Hermosa, D6
-17.422587,-66.151783, Calle Tupac Katari #742, Alalay Sud, D6
-17.414756,-66.153999, Av. Melchor Urquidi #743, Kantuta, D6
-17.399668,-66.145916, Calle Dalence #744, Villa Hermosa, D6
-17.403768,-66.122660, Calle Kantuta #745, Alalay Sud, D6
-17.423634,-66.145948, Calle Siringuero #746, Kantuta, D6
-17.405693,-66.147309, Calle Tupac Katari #747, Villa Hermosa, D6
-17.417210,-66.129047, Av. Melchor Urquidi #748, Alalay Sud, D6
-17.421895,-66.148455, Calle Dalence #749, Kantuta, D6
-17.412835,-66.149331, Calle Kantuta #750, Villa Hermosa, D6
-17.423332,-66.143761, Calle Siringuero #751, Alalay Sud, D6
-17.411065,-66.136319, Calle Tupac Katari #752, Kantuta, D6
-17.412575,-66.142199, Av. Melchor Urquidi #753, Villa Hermosa, D6
-17.404194,-66.139345, Calle Dalence #754, Alalay Sud, D6
-17.408641,-66.141400, Calle Kantuta #755, Kantuta, D6
-17.411843,-66.128067, Calle Siringuero #756, Villa Hermosa, D6
-17.416799,-66.130710, Calle Tupac Katari #757, Alalay Sud, D6
-17.427426,-66.152355, Av. Melchor Urquidi #758, Kantuta, D6
-17.400191,-66.137209, Calle Dalence #759, Villa Hermosa, D6
-17.417320,-66.152129, Calle Kantuta #760, Alalay Sud, D6
-17.425017,-66.149164, Calle Siringuero #761, Kantuta, D6
-17.403153,-66.148712, Calle Tupac Katari #762, Villa Hermosa, D6
-17.418339,-66.134467, Av. Melchor Urquidi #763, Alalay Sud, D6
-17.416717,-66.134464, Calle Dalence #764, Kantuta, D6
-17.412401,-66.147326, Calle Kantuta #765, Villa Hermosa, D6
-17.416216,-66.133354, Calle Siringuero #766, Alalay Sud, D6
-17.423126,-66.135812, Calle Tupac Katari #767, Kantuta, D6
-17.415258,-66.142305, Av. Melchor Urquidi #768, Villa Hermosa, D6
-17.410595,-66.152783, Calle Dalence #769, Alalay Sud, D6
-17.416921,-66.134521, Calle Kantuta #770, Kantuta, D6
-17.423554,-66.144855, Calle Siringuero #771, Villa Hermosa, D6
-17.416068,-66.154006, Calle Tupac Katari #772, Alalay Sud, D6
-17.411108,-66.143925, Av. Melchor Urquidi #773, Kantuta, D6
-17.414648,-66.144031, Calle Dalence #774, Villa Hermosa, D6
-17.416475,-66.149165, Calle Kantuta #775, Alalay Sud, D6
-17.399641,-66.135720, Calle Siringuero #776, Kantuta, D6
-17.411115,-66.149945, Calle Tupac Katari #777, Villa Hermosa, D6
-17.416202,-66.153228, Av. Melchor Urquidi #778, Alalay Sud, D6
-17.415337,-66.153227, Calle Dalence #779, Kantuta, D6
-17.418440,-66.137129, Calle Kantuta #780, Villa Hermosa, D6
-17.413537,-66.152991, Calle Siringuero #781, Alalay Sud, D6
-17.410578,-66.129283, Calle Tupac Katari #782, Kantuta, D6
-17.426072,-66.145668, Av. Melchor Urquidi #783, Villa Hermosa, D6
-17.407813,-66.136993, Calle Dalence #784, Alalay Sud, D6
-17.409347,-66.127768, Calle Kantuta #785, Kantuta, D6
-17.401142,-66.139967, Calle Siringuero #786, Villa Hermosa, D6
-17.403638,-66.143831, Calle Tupac Katari #787, Alalay Sud, D6
-17.415354,-66.141068, Av. Melchor Urquidi #788, Kantuta, D6
-17.408180,-66.137776, Calle Dalence #789, Villa Hermosa, D6
-17.414732,-66.131160, Calle Kantuta #790, Alalay Sud, D6
-17.428766,-66.150555, Calle Siringuero #791, Kantuta, D6
-17.403857,-66.130748, Calle Tupac Katari #792, Villa Hermosa, D6
-17.408461,-66.149649, Av. Melchor Urquidi #793, Alalay Sud, D6
-17.404772,-66.124921, Calle Dalence #794, Kantuta, D6
-17.407855,-66.151426, Calle Kantuta #795, Villa Hermosa, D6
-17.401795,-66.137477, Calle Siringuero #796, Alalay Sud, D6
-17.413652,-66.127728, Calle Tupac Katari #797, Kantuta, D6
-17.404015,-66.131945, Av. Melchor Urquidi #798, Villa Hermosa, D6
-17.413876,-66.146630, Calle Dalence #799, Alalay Sud, D6
-17.422918,-66.152884, Calle Kantuta #800, Kantuta, D6
-17.414110,-66.151241, Calle Siringuero #801, Villa Hermosa, D6
-17.420310,-66.149566, Calle Tupac Katari #802, Alalay Sud, D6
-17.407364,-66.140657, Av. Melchor Urquidi #803, Kantuta, D6
-17.417976,-66.153190, Calle Dalence #804, Villa Hermosa, D6
-17.404543,-66.141567, Calle Kantuta #805, Alalay Sud, D6
-17.398118,-66.126450, Calle Siringuero #806, Kantuta, D6
-17.412870,-66.154161, Calle Tupac Katari #807, Villa Hermosa, D6
-17.401321,-66.147903, Av. Melchor Urquidi #808, Alalay Sud, D6
-17.403592,-66.125982, Calle Dalence #809, Kantuta, D6
-17.424435,-66.143952, Calle Kantuta #810, Villa Hermosa, D6
-17.421184,-66.135491, Calle Siringuero #811, Alalay Sud, D6
-17.420060,-66.153564, Calle Tupac Katari #812, Kantuta, D6
-17.401287,-66.146469, Av. Melchor Urquidi #813, Villa Hermosa, D6
-17.421564,-66.139499, Calle Dalence #814, Alalay Sud, D6
-17.403426,-66.136823, Calle Kantuta #815, Kantuta, D6
-17.402906,-66.139534, Calle Siringuero #816, Villa Hermosa, D6
-17.405119,-66.125162, Calle Tupac Katari #817, Alalay Sud, D6
-17.414277,-66.139111, Av. Melchor Urquidi #818, Kantuta, D6
-17.405464,-66.134730, Calle Dalence #819, Villa Hermosa, D6
-17.400217,-66.135726, Calle Kantuta #820, Alalay Sud, D6
-17.405347,-66.122706, Calle Siringuero #821, Kantuta, D6
-17.403797,-66.136837, Calle Tupac Katari #822, Villa Hermosa, D6
-17.417327,-66.131191, Av. Melchor Urquidi #823, Alalay Sud, D6
-17.404669,-66.123166, Calle Dalence #824, Kantuta, D6
-17.406815,-66.147090, Calle Kantuta #825, Villa Hermosa, D6
-17.401798,-66.139055, Calle Siringuero #826, Alalay Sud, D6
-17.415957,-66.131819, Calle Tupac Katari #827, Kantuta, D6
-17.412968,-66.146947, Av. Melchor Urquidi #828, Villa Hermosa, D6
-17.406335,-66.136536, Calle Dalence #829, Alalay Sud, D6
-17.404260,-66.127578, Calle Kantuta #830, Kantuta, D6
-17.423335,-66.147876, Calle Siringuero #831, Villa Hermosa, D6
-17.402230,-66.142432, Calle Tupac Katari #832, Alalay Sud, D6
-17.408795,-66.143871, Av. Melchor Urquidi #833, Kantuta, D6
-17.412967,-66.130903, Calle Dalence #834, Villa Hermosa, D6
-17.418334,-66.134274, Calle Kantuta #835, Alalay Sud, D6
-17.408757,-66.139383, Calle Siringuero #836, Kantuta, D6
-17.416889,-66.132355, Calle Tupac Katari #837, Villa Hermosa, D6
-17.406345,-66.136111, Av. Melchor Urquidi #838, Alalay Sud, D6
-17.417330,-66.134005, Calle Dalence #839, Kantuta, D6
-17.407194,-66.137636, Calle Kantuta #840, Villa Hermosa, D6
