-17.487577,-66.112642, Calle Urcupiña #100, Pukara Oeste, D15
-17.486220,-66.116119, Calle Landaeta #493, Pukara Oeste, D15
-17.471134,-66.138746, Calle Villazón #494, Khara Khara, D15
-17.479440,-66.133887, Calle Urcupiña #495, Valle Hermoso Oeste, D15
-17.471661,-66.150836, Calle Achumani #496, Pukara Oeste, D15
-17.459606,-66.128853, Calle Castrillo #497, Khara Khara, D15
-17.484639,-66.150237, Calle Landaeta #498, Valle Hermoso Oeste, D15
-17.461724,-66.133930, Calle Villazón #499, Pukara Oeste, D15
-17.488467,-66.114008, Calle Urcupiña #500, Khara Khara, D15
-17.481944,-66.133581, Calle Achumani #501, Valle Hermoso Oeste, D15
-17.482660,-66.125592, Calle Castrillo #502, Pukara Oeste, D15
-17.483286,-66.135235, Calle Landaeta #503, Khara Khara, D15
-17.464018,-66.143540, Calle Villazón #504, Valle Hermoso Oeste, D15
-17.489051,-66.121309, Calle Urcupiña #505, Pukara Oeste, D15
-17.480888,-66.132728, Calle Achumani #506, Khara Khara, D15
-17.482947,-66.143699, Calle Castrillo #507, Valle Hermoso Oeste, D15
-17.471466,-66.129132, Calle Landaeta #508, Pukara Oeste, D15
-17.499156,-66.144295, Calle Villazón #509, Khara Khara, D15
-17.464227,-66.147874, Calle Urcupiña #510, Valle Hermoso Oeste, D15
-17.488423,-66.123190, Calle Achumani #511, Pukara Oeste, D15
-17.474307,-66.133971, Calle Castrillo #512, Khara Khara, D15
-17.480281,-66.113989, Calle Landaeta #513, Valle Hermoso Oeste, D15
-17.496500,-66.145440, Calle Villazón #514, Pukara Oeste, D15
-17.484079,-66.132321, Calle Urcupiña #515, Khara Khara, D15
-17.490083,-66.122549, Calle Achumani #516, Valle Hermoso Oeste, D15
-17.493895,-66.141957, Calle Castrillo #517, Pukara Oeste, D15
-17.468898,-66.134712, Calle Landaeta #518, Khara Khara, D15
-17.477144,-66.144228, Calle Villazón #519, Valle Hermoso Oeste, D15
-17.486806,-66.134582, Calle Urcupiña #520, Pukara Oeste, D15
-17.483757,-66.128513, Calle Achumani #521, Khara Khara, D15
-17.451819,-66.144236, Calle Castrillo #522, Valle Hermoso Oeste, D15
-17.465439,-66.144729, Calle Landaeta #523, Pukara Oeste, D15
-17.472482,-66.151636, Calle Villazón #524, Khara Khara, D15
-17.498265,-66.147823, Calle Urcupiña #525, Valle Hermoso Oeste, D15
-17.478861,-66.131131, Calle Achumani #526, Pukara Oeste, D15
-17.485107,-66.149967, Calle Castrillo #527, Khara Khara, D15
-17.471098,-66.152381, Calle Landaeta #528, Valle Hermoso Oeste, D15
-17.473440,-66.122957, Calle Villazón #529, Pukara Oeste, D15
-17.469567,-66.128308, Calle Urcupiña #530, Khara Khara, D15
-17.492911,-66.128130, Calle Achumani #531, Valle Hermoso Oeste, D15
-17.488530,-66.142335, Calle Castrillo #532, Pukara Oeste, D15
-17.452473,-66.142170, Calle Landaeta #533, Khara Khara, D15
-17.458427,-66.140944, Calle Villazón #534, Valle Hermoso Oeste, D15
-17.455776,-66.140702, Calle Urcupiña #535, Pukara Oeste, D15
-17.469986,-66.148648, Calle Achumani #536, Khara Khara, D15
-17.493018,-66.144748, Calle Castrillo #537, Valle Hermoso Oeste, D15
-17.494654,-66.138728, Calle Landaeta #538, Pukara Oeste, D15
-17.488782,-66.134713, Calle Villazón #539, Khara Khara, D15
-17.467078,-66.149103, Calle Urcupiña #540, Valle Hermoso Oeste, D15
-17.483597,-66.129910, Calle Achumani #541, Pukara Oeste, D15
-17.452341,-66.135857, Calle Castrillo #542, Khara Khara, D15
-17.500631,-66.146001, Calle Landaeta #543, Valle Hermoso Oeste, D15
-17.476522,-66.143626, Calle Villazón #544, Pukara Oeste, D15
-17.497694,-66.147604, Calle Urcupiña #545, Khara Khara, D15
-17.466109,-66.130688, Calle Achumani #546, Valle Hermoso Oeste, D15
-17.474370,-66.147749, Calle Castrillo #547, Pukara Oeste, D15
-17.503312,-66.149509, Calle Landaeta #548, Khara Khara, D15
-17.494404,-66.149496, Calle Villazón #549, Valle Hermoso Oeste, D15
-17.480309,-66.112228, Calle Urcupiña #550, Pukara Oeste, D15
-17.467395,-66.152260, Calle Achumani #551, Khara Khara, D15
-17.470015,-66.130744, Calle Castrillo #552, Valle Hermoso Oeste, D15
-17.484011,-66.135369, Calle Landaeta #553, Pukara Oeste, D15
-17.482644,-66.123801, Calle Villazón #554, Khara Khara, D15
-17.477118,-66.150366, Calle Urcupiña #555, Valle Hermoso Oeste, D15
-17.475442,-66.116752, Calle Achumani #556, Pukara Oeste, D15
-17.486759,-66.127362, Calle Castrillo #557, Khara Khara, D15
-17.462795,-66.136200, Calle Landaeta #558, Valle Hermoso Oeste, D15
-17.480411,-66.147659, Calle Villazón #559, Pukara Oeste, D15
-17.505063,-66.148528, Calle Urcupiña #560, Khara Khara, D15
-17.460585,-66.132864, Calle Achumani #561, Valle Hermoso Oeste, D15
-17.470811,-66.138383, Calle Castrillo #562, Pukara Oeste, D15
-17.472815,-66.128378, Calle Landaeta #563, Khara Khara, D15
-17.466616,-66.131421, Calle Villazón #564, Valle Hermoso Oeste, D15
-17.500635,-66.147901, Calle Urcupiña #565, Pukara Oeste, D15
-17.475825,-66.131139, Calle Achumani #566, Khara Khara, D15
-17.476678,-66.145425, Calle Castrillo #567, Valle Hermoso Oeste, D15
-17.500421,-66.141623, Calle Landaeta #568, Pukara Oeste, D15
-17.495824,-66.142881, Calle Villazón #569, Khara Khara, D15
-17.482807,-66.119088, Calle Urcupiña #570, Valle Hermoso Oeste, D15
-17.487592,-66.150892, Calle Achumani #571, Pukara Oeste, D15
-17.457171,-66.143151, Calle Castrillo #572, Khara Khara, D15
-17.472220,-66.138708, Calle Landaeta #573, Valle Hermoso Oeste, D15
-17.474204,-66.146363, Calle Villazón #574, Pukara Oeste, D15
-17.492960,-66.126221, Calle Urcupiña #575, Khara Khara, D15
-17.492001,-66.124441, Calle Achumani #576, Valle Hermoso Oeste, D15
-17.469022,-66.143153, Calle Castrillo #577, Pukara Oeste, D15
-17.478336,-66.151710, Calle Landaeta #578, Khara Khara, D15
-17.481524,-66.151311, Calle Villazón #579, Valle Hermoso Oeste, D15
-17.487845,-66.135992, Calle Urcupiña #580, Pukara Oeste, D15
-17.456760,-66.148363, Calle Achumani #581, Khara Khara, D15
-17.473435,-66.121422, Calle Castrillo #582, Valle Hermoso Oeste, D15
-17.481848,-66.141116, Calle Landaeta #583, Pukara Oeste, D15
-17.471181,-66.116101, Calle Villazón #584, Khara Khara, D15
-17.489033,-66.130531, Calle Urcupiña #585, Valle Hermoso Oeste, D15
-17.467201,-66.146150, Calle Achumani #586, Pukara Oeste, D15
-17.494990,-66.143632, Calle Castrillo #587, Khara Khara, D15
-17.483564,-66.145230, Calle Landaeta #588, Valle Hermoso Oeste, D15
-17.483434,-66.150013, Calle Villazón #589, Pukara Oeste, D15
-17.485531,-66.110645, Calle Urcupiña #590, Khara Khara, D15
-17.494021,-66.123243, Calle Achumani #591, Valle Hermoso Oeste, D15
-17.493818,-66.143561, Calle Castrillo #592, Pukara Oeste, D15
-17.482605,-66.141928, Calle Landaeta #593, Khara Khara, D15
-17.497955,-66.143035, Calle Villazón #594, Valle Hermoso Oeste, D15
-17.489674,-66.137646, Calle Urcupiña #595, Pukara Oeste, D15
-17.483798,-66.127308, Calle Achumani #596, Khara Khara, D15
-17.479346,-66.138098, Calle Castrillo #597, Valle Hermoso Oeste, D15
-17.459963,-66.141886, Calle Landaeta #598, Pukara Oeste, D15
-17.471116,-66.133136, Calle Villazón #599, Khara Khara, D15
-17.482949,-66.149331, Calle Urcupiña #600, Valle Hermoso Oeste, D15
-17.487364,-66.121293, Calle Achumani #601, Pukara Oeste, D15
-17.469446,-66.130462, Calle Castrillo #602, Khara Khara, D15
-17.459669,-66.136690, Calle Landaeta #603, Valle Hermoso Oeste, D15
-17.467185,-66.137892, Calle Villazón #604, Pukara Oeste, D15
-17.480395,-66.133245, Calle Urcupiña #605, Khara Khara, D15
-17.452082,-66.148282, Calle Achumani #606, Valle Hermoso Oeste, D15
-17.457878,-66.141365, Calle Castrillo #607, Pukara Oeste, D15
-17.449792,-66.145699, Calle Landaeta #608, Khara Khara, D15
-17.484843,-66.127375, Calle Villazón #609, Valle Hermoso Oeste, D15
-17.490056,-66.141934, Calle Urcupiña #610, Pukara Oeste, D15
-17.488585,-66.124337, Calle Achumani #611, Khara Khara, D15
-17.481461,-66.138112, Calle Castrillo #612, Valle Hermoso Oeste, D15
-17.482673,-66.132182, Calle Landaeta #613, Pukara Oeste, D15
-17.483107,-66.111318, Calle Villazón #614, Khara Khara, D15
-17.468062,-66.133142, Calle Urcupiña #615, Valle Hermoso Oeste, D15
-17.486326,-66.119526, Calle Achumani #616, Pukara Oeste, D15
-17.489055,-66.126608, Calle Castrillo #617, Khara Khara, D15
-17.476042,-66.145232, Calle Landaeta #618, Valle Hermoso Oeste, D15
-17.476923,-66.119701, Calle Villazón #619, Pukara Oeste, D15
-17.481427,-66.140554, Calle Urcupiña #620, Khara Khara, D15
-17.446978,-66.139997, Calle Achumani #621, Valle Hermoso Oeste, D15
-17.487520,-66.112569, Calle Castrillo #622, Pukara Oeste, D15
-17.464236,-66.133971, Calle Landaeta #623, Khara Khara, D15
-17.457182,-66.145822, Calle Villazón #624, Valle Hermoso Oeste, D15
-17.472897,-66.136630, Calle Urcupiña #625, Pukara Oeste, D15
-17.455242,-66.139790, Calle Achumani #626, Khara Khara, D15
-17.480554,-66.119214, Calle Castrillo #627, Valle Hermoso Oeste, D15
-17.447987,-66.143303, Calle Landaeta #628, Pukara Oeste, D15
-17.496544,-66.145598, Calle Villazón #629, Khara Khara, D15
-17.460830,-66.146847, Calle Urcupiña #630, Valle Hermoso Oeste, D15
-17.469234,-66.129748, Calle Achumani #631, Pukara Oeste, D15
-17.495337,-66.134052, Calle Castrillo #632, Khara Khara, D15
-17.459817,-66.132776, Calle Landaeta #633, Valle Hermoso Oeste, D15
-17.469685,-66.140506, Calle Villazón #634, Pukara Oeste, D15
-17.477317,-66.137891, Calle Urcupiña #635, Khara Khara, D15
-17.503659,-66.143764, Calle Achumani #636, Valle Hermoso Oeste, D15
-17.466151,-66.123696, Calle Castrillo #637, Pukara Oeste, D15
-17.493448,-66.124230, Calle Landaeta #638, Khara Khara, D15
-17.485908,-66.111240, Calle Villazón #639, Valle Hermoso Oeste, D15
-17.474614,-66.151089, Calle Urcupiña #640, Pukara Oeste, D15
-17.486844,-66.132738, Calle Achumani #641, Khara Khara, D15
-17.500848,-66.146521, Calle Castrillo #642, Valle Hermoso Oeste, D15
-17.473067,-66.146855, Calle Landaeta #643, Pukara Oeste, D15
-17.462256,-66.129226, Calle Villazón #644, Khara Khara, D15
-17.490830,-66.138327, Calle Urcupiña #645, Valle Hermoso Oeste, D15
-17.490204,-66.119748, Calle Achumani #646, Pukara Oeste, D15
-17.478431,-66.144917, Calle Castrillo #647, Khara Khara, D15
-17.475571,-66.146331, Calle Landaeta #648, Valle Hermoso Oeste, D15
-17.482797,-66.118473, Calle Villazón #649, Pukara Oeste, D15
-17.483146,-66.138033, Calle Urcupiña #650, Khara Khara, D15
-17.477142,-66.130214, Calle Achumani #651, Valle Hermoso Oeste, D15
-17.483872,-66.138363, Calle Castrillo #652, Pukara Oeste, D15
-17.464361,-66.140862, Calle Landaeta #653, Khara Khara, D15
-17.488609,-66.151110, Calle Villazón #654, Valle Hermoso Oeste, D15
-17.480344,-66.117868, Calle Urcupiña #655, Pukara Oeste, D15
-17.468025,-66.130078, Calle Achumani #656, Khara Khara, D15
-17.500115,-66.144707, Calle Castrillo #657, Valle Hermoso Oeste, D15
-17.489098,-66.135619, Calle Landaeta #658, Pukara Oeste, D15
-17.454177,-66.135818, Calle Villazón #659, Khara Khara, D15
-17.481948,-66.145652, Calle Urcupiña #660, Valle Hermoso Oeste, D15
-17.478484,-66.132193, Calle Achumani #661, Pukara Oeste, D15
-17.468761,-66.128991, Calle Castrillo #662, Khara Khara, D15
-17.471395,-66.132594, Calle Landaeta #663, Valle Hermoso Oeste, D15
-17.480856,-66.141399, Calle Villazón #664, Pukara Oeste, D15
-17.461879,-66.132121, Calle Urcupiña #665, Khara Khara, D15
-17.475455,-66.117905, Calle Achumani #666, Valle Hermoso Oeste, D15
-17.476814,-66.126987, Calle Castrillo #667, Pukara Oeste, D15
-17.456959,-66.145959, Calle Landaeta #668, Khara Khara, D15
-17.476711,-66.150128, Calle Villazón #669, Valle Hermoso Oeste, D15
-17.481417,-66.148913, Calle Urcupiña #670, Pukara Oeste, D15
-17.481789,-66.117353, Calle Achumani #671, Khara Khara, D15
-17.467713,-66.149930, Calle Castrillo #672, Valle Hermoso Oeste, D15
-17.476987,-66.139561, Calle Landaeta #673, Pukara Oeste, D15
-17.469842,-66.129180, Calle Villazón #674, Khara Khara, D15
-17.450626,-66.142729, Calle Urcupiña #675, Valle Hermoso Oeste, D15
-17.490557,-66.135144, Calle Achumani #676, Pukara Oeste, D15
-17.469104,-66.127776, Calle Castrillo #677, Khara Khara, D15
-17.456884,-66.146316, Calle Landaeta #678, Valle Hermoso Oeste, D15
-17.470481,-66.138966, Calle Villazón #679, Pukara Oeste, D15
-17.487294,-66.139042, Calle Urcupiña #680, Khara Khara, D15
-17.474436,-66.146930, Calle Achumani #681, Valle Hermoso Oeste, D15
-17.474104,-66.126096, Calle Castrillo #682, Pukara Oeste, D15
-17.459943,-66.139045, Calle Landaeta #683, Khara Khara, D15
-17.474021,-66.142551, Calle Villazón #684, Valle Hermoso Oeste, D15
-17.489783,-66.128270, Calle Urcupiña #685, Pukara Oeste, D15
-17.475218,-66.147140, Calle Achumani #686, Khara Khara, D15
-17.463606,-66.136770, Calle Castrillo #687, Valle Hermoso Oeste, D15
-17.498718,-66.148370, Calle Landaeta #688, Pukara Oeste, D15
-17.479174,-66.121200, Calle Villazón #689, Khara Khara, D15
-17.476389,-66.136855, Calle Urcupiña #690, Valle Hermoso Oeste, D15
-17.478094,-66.113692, Calle Achumani #691, Pukara Oeste, D15
-17.502449,-66.141540, Calle Castrillo #692, Khara Khara, D15
-17.475663,-66.120546, Calle Landaeta #693, Valle Hermoso Oeste, D15
-17.460074,-66.146147, Calle Villazón #694, Pukara Oeste, D15
-17.464719,-66.135241, Calle Urcupiña #695, Khara Khara, D15
-17.494258,-66.143722, Calle Achumani #696, Valle Hermoso Oeste, D15
-17.483542,-66.124405, Calle Castrillo #697, Pukara Oeste, D15
-17.486428,-66.138368, Calle Landaeta #698, Khara Khara, D15
-17.506304,-66.150827, Calle Villazón #699, Valle Hermoso Oeste, D15
-17.480593,-66.135377, Calle Urcupiña #700, Pukara Oeste, D15
-17.469444,-66.139155, Calle Achumani #701, Khara Khara, D15
-17.458723,-66.135780, Calle Castrillo #702, Valle Hermoso Oeste, D15
-17.458884,-66.140009, Calle Landaeta #703, Pukara Oeste, D15
-17.488780,-66.135562, Calle Villazón #704, Khara Khara, D15
-17.454494,-66.137392, Calle Urcupiña #705, Valle Hermoso Oeste, D15
-17.487479,-66.136861, Calle Achumani #706, Pukara Oeste, D15
-17.455437,-66.142076, Calle Castrillo #707, Khara Khara, D15
-17.461359,-66.141323, Calle Landaeta #708, Valle Hermoso Oeste, D15
-17.483928,-66.147872, Calle Villazón #709, Pukara Oeste, D15
-17.465326,-66.126260, Calle Urcupiña #710, Khara Khara, D15
-17.480797,-66.128881, Calle Achumani #711, Valle Hermoso Oeste, D15
-17.454357,-66.134283, Calle Castrillo #712, Pukara Oeste, D15
-17.472387,-66.125233, Calle Landaeta #713, Khara Khara, D15
-17.454584,-66.145314, Calle Villazón #714, Valle Hermoso Oeste, D15
-17.466150,-66.122166, Calle Urcupiña #715, Pukara Oeste, D15
-17.477196,-66.132976, Calle Achumani #716, Khara Khara, D15
-17.471953,-66.134860, Calle Castrillo #717, Valle Hermoso Oeste, D15
-17.456168,-66.146601, Calle Landaeta #718, Pukara Oeste, D15
-17.490111,-66.128549, Calle Villazón #719, Khara Khara, D15
-17.474632,-66.136330, Calle Urcupiña #720, Valle Hermoso Oeste, D15
-17.459237,-66.141828, Calle Achumani #721, Pukara Oeste, D15
-17.469852,-66.146245, Calle Castrillo #722, Khara Khara, D15
-17.484845,-66.129419, Calle Landaeta #723, Valle Hermoso Oeste, D15
-17.454083,-66.145432, Calle Villazón #724, Pukara Oeste, D15
-17.480533,-66.127793, Calle Urcupiña #725, Khara Khara, D15
-17.472654,-66.140360, Calle Achumani #726, Valle Hermoso Oeste, D15
-17.474445,-66.128475, Calle Castrillo #727, Pukara Oeste, D15
-17.462963,-66.139582, Calle Landaeta #728, Khara Khara, D15
-17.495040,-66.136191, Calle Villazón #729, Valle Hermoso Oeste, D15
-17.488312,-66.136255, Calle Urcupiña #730, Pukara Oeste, D15
-17.470447,-66.132084, Calle Achumani #731, Khara Khara, D15
-17.485881,-66.120805, Calle Castrillo #732, Valle Hermoso Oeste, D15
-17.480296,-66.111872, Calle Landaeta #733, Pukara Oeste, D15
-17.492142,-66.125397, Calle Villazón #734, Khara Khara, D15
-17.495553,-66.145952, Calle Urcupiña #735, Valle Hermoso Oeste, D15
-17.472682,-66.150338, Calle Achumani #736, Pukara Oeste, D15
-17.474868,-66.119402, Calle Castrillo #737, Khara Khara, D15
-17.469370,-66.118876, Calle Landaeta #738, Valle Hermoso Oeste, D15
-17.464433,-66.153870, Calle Villazón #739, Pukara Oeste, D15
-17.485355,-66.109806, Calle Urcupiña #740, Khara Khara, D15
-17.477994,-66.132070, Calle Achumani #741, Valle Hermoso Oeste, D15
-17.481302,-66.124531, Calle Castrillo #742, Pukara Oeste, D15
-17.485393,-66.111574, Calle Landaeta #743, Khara Khara, D15
-17.473747,-66.132829, Calle Villazón #744, Valle Hermoso Oeste, D15
-17.458372,-66.138985, Calle Urcupiña #745, Pukara Oeste, D15
-17.482406,-66.116203, Calle Achumani #746, Khara Khara, D15
-17.458691,-66.128814, Calle Castrillo #747, Valle Hermoso Oeste, D15
-17.457571,-66.133766, Calle Landaeta #748, Pukara Oeste, D15
-17.498354,-66.138215, Calle Villazón #749, Khara Khara, D15
-17.486164,-66.112764, Calle Urcupiña #750, Valle Hermoso Oeste, D15
-17.499902,-66.140801, Calle Achumani #751, Pukara Oeste, D15
-17.495206,-66.149368, Calle Castrillo #752, Khara Khara, D15
-17.473574,-66.145636, Calle Landaeta #753, Valle Hermoso Oeste, D15
-17.480595,-66.132529, Calle Villazón #754, Pukara Oeste, D15
-17.457637,-66.146820, Calle Urcupiña #755, Khara Khara, D15
-17.480268,-66.138401, Calle Achumani #756, Valle Hermoso Oeste, D15
-17.485904,-66.112683, Calle Castrillo #757, Pukara Oeste, D15
-17.496273,-66.131780, Calle Landaeta #758, Khara Khara, D15
-17.481630,-66.139004, Calle Villazón #759, Valle Hermoso Oeste, D15
-17.502076,-66.148326, Calle Urcupiña #760, Pukara Oeste, D15
-17.459324,-66.137907, Calle Achumani #761, Khara Khara, D15
-17.477446,-66.123156, Calle Castrillo #762, Valle Hermoso Oeste, D15
-17.479271,-66.127848, Calle Landaeta #763, Pukara Oeste, D15
-17.490744,-66.137820, Calle Villazón #764, Khara Khara, D15
-17.481885,-66.142650, Calle Urcupiña #765, Valle Hermoso Oeste, D15
-17.471038,-66.122541, Calle Achumani #766, Pukara Oeste, D15
-17.464104,-66.152358, Calle Castrillo #767, Khara Khara, D15
-17.455614,-66.147111, Calle Landaeta #768, Valle Hermoso Oeste, D15
-17.458074,-66.147480, Calle Villazón #769, Pukara Oeste, D15
-17.474321,-66.117716, Calle Urcupiña #770, Khara Khara, D15
-17.471029,-66.150506, Calle Achumani #771, Valle Hermoso Oeste, D15
-17.488715,-66.150161, Calle Castrillo #772, Pukara Oeste, D15
-17.481883,-66.111131, Calle Landaeta #773, Khara Khara, D15
-17.485178,-66.151329, Calle Villazón #774, Valle Hermoso Oeste, D15
-17.481500,-66.134260, Calle Urcupiña #775, Pukara Oeste, D15
-17.467263,-66.142762, Calle Achumani #776, Khara Khara, D15
-17.485045,-66.139297, Calle Castrillo #777, Valle Hermoso Oeste, D15
-17.475857,-66.125773, Calle Landaeta #778, Pukara Oeste, D15
-17.468654,-66.141132, Calle Villazón #779, Khara Khara, D15
-17.484377,-66.138038, Calle Urcupiña #780, Valle Hermoso Oeste, D15
-17.475253,-66.151555, Calle Achumani #781, Pukara Oeste, D15
-17.490302,-66.138536, Calle Castrillo #782, Khara Khara, D15
-17.475503,-66.146651, Calle Landaeta #783, Valle Hermoso Oeste, D15
-17.489833,-66.121336, Calle Villazón #784, Pukara Oeste, D15
-17.489153,-66.124216, Calle Urcupiña #785, Khara Khara, D15
-17.475248,-66.129727, Calle Achumani #786, Valle Hermoso Oeste, D15
-17.482883,-66.137804, Calle Castrillo #787, Pukara Oeste, D15
-17.478116,-66.147441, Calle Landaeta #788, Khara Khara, D15
-17.483876,-66.136970, Calle Villazón #789, Valle Hermoso Oeste, D15
-17.480917,-66.124442, Calle Urcupiña #790, Pukara Oeste, D15
-17.482507,-66.111460, Calle Achumani #791, Khara Khara, D15
-17.486759,-66.133808, Calle Castrillo #792, Valle Hermoso Oeste, D15
-17.493772,-66.138578, Calle Landaeta #793, Pukara Oeste, D15
-17.488549,-66.137430, Calle Villazón #794, Khara Khara, D15
-17.469213,-66.131807, Calle Urcupiña #795, Valle Hermoso Oeste, D15
-17.492378,-66.126575, Calle Achumani #796, Pukara Oeste, D15
