-17.394985,-66.159656, Calle 14 de Septiembre #100, Sudeste, D10
-17.393282,-66.158451, Calle Galindo #519, Noroeste, D10
-17.400191,-66.163732, Calle 14 de Septiembre #520, Sudeste, D10
-17.408054,-66.164989, Calle Altamirano #521, Noreste, D10
-17.405341,-66.165007, Calle Gualberto Villarroel #522, Noroeste, D10
-17.400652,-66.159049, Calle Avaroa #523, Sudeste, D10
-17.385214,-66.155466, Calle Galindo #524, Noreste, D10
-17.404419,-66.166811, Calle 14 de Septiembre #525, Noroeste, D10
-17.407535,-66.164172, Calle Altamirano #526, Sudeste, D10
-17.389166,-66.154333, Calle Gualberto Villarroel #527, Noreste, D10
-17.396833,-66.164995, Calle Avaroa #528, Noroeste, D10
-17.385531,-66.158143, Calle Galindo #529, Sudeste, D10
-17.406566,-66.167163, Calle 14 de Septiembre #530, Noreste, D10
-17.383936,-66.153966, Calle Altamirano #531, Noroeste, D10
-17.391911,-66.155770, Calle Gualberto Villarroel #532, Sudeste, D10
-17.397282,-66.160495, Calle Avaroa #533, Noreste, D10
-17.401367,-66.165089, Calle Galindo #534, Noroeste, D10
-17.391532,-66.153519, Calle 14 de Septiembre #535, Sudeste, D10
-17.400548,-66.154595, Calle Altamirano #536, Noreste, D10
-17.382415,-66.159001, Calle Gualberto Villarroel #537, Noroeste, D10
-17.397014,-66.157060, Calle Avaroa #538, Sudeste, D10
-17.391324,-66.154226, Calle Galindo #539, Noreste, D10
-17.400831,-66.165156, Calle 14 de Septiembre #540, Noroeste, D10
-17.395095,-66.156925, Calle Altamirano #541, Sudeste, D10
-17.408969,-66.154734, Calle Gualberto Villarroel #542, Noreste, D10
-17.396126,-66.165394, Calle Avaroa #543, Noroeste, D10
-17.409410,-66.156102, Calle Galindo #544, Sudeste, D10
-17.394797,-66.151358, Calle 14 de Septiembre #545, Noreste, D10
-17.398948,-66.159582, Calle Altamirano #546, Noroeste, D10
-17.405670,-66.156574, Calle Gualberto Villarroel #547, Sudeste, D10
-17.384031,-66.152595, Calle Avaroa #548, Noreste, D10
-17.408606,-66.160693, Calle Galindo #549, Noroeste, D10
-17.395452,-66.163258, Calle 14 de Septiembre #550, Sudeste, D10
-17.393366,-66.161617, Calle Altamirano #551, Noreste, D10
-17.392096,-66.151248, Calle Gualberto Villarroel #552, Noroeste, D10
-17.401730,-66.160896, Calle Avaroa #553, Sudeste, D10
-17.387071,-66.158101, Calle Galindo #554, Noreste, D10
-17.395883,-66.165227, Calle 14 de Septiembre #555, Noroeste, D10
-17.388412,-66.158799, Calle Altamirano #556, Sudeste, D10
-17.394270,-66.152553, Calle Gualberto Villarroel #557, Noreste, D10
-17.404636,-66.165948, Calle Avaroa #558, Noroeste, D10
-17.406909,-66.163523, Calle Galindo #559, Sudeste, D10
-17.400396,-66.160591, Calle 14 de Septiembre #560, Noreste, D10
-17.407266,-66.163059, Calle Altamirano #561, Noroeste, D10
-17.392034,-66.157511, Calle Gualberto Villarroel #562, Sudeste, D10
-17.390893,-66.160288, Calle Avaroa #563, Noreste, D10
-17.400467,-66.162125, Calle Galindo #564, Noroeste, D10
-17.396583,-66.164280, Calle 14 de Septiembre #565, Sudeste, D10
-17.402230,-66.162848, Calle Altamirano #566, Noreste, D10
-17.394754,-66.159810, Calle Gualberto Villarroel #567, Noroeste, D10
-17.390315,-66.161127, Calle Avaroa #568, Sudeste, D10
-17.392757,-66.153172, Calle Galindo #569, Noreste, D10
-17.398426,-66.163493, Calle 14 de Septiembre #570, Noroeste, D10
-17.386041,-66.155036, Calle Altamirano #571, Sudeste, D10
-17.383703,-66.153121, Calle Gualberto Villarroel #572, Noreste, D10
-17.388328,-66.152617, Calle Avaroa #573, Noroeste, D10
-17.406790,-66.166159, Calle Galindo #574, Sudeste, D10
-17.399959,-66.152202, Calle 14 de Septiembre #575, Noreste, D10
-17.400439,-66.160389, Calle Altamirano #576, Noroeste, D10
-17.393553,-66.155489, Calle Gualberto Villarroel #577, Sudeste, D10
-17.395932,-66.161565, Calle Avaroa #578, Noreste, D10
-17.386617,-66.153557, Calle Galindo #579, Noroeste, D10
-17.391787,-66.152536, Calle 14 de Septiembre #580, Sudeste, D10
-17.399792,-66.164943, Calle Altamirano #581, Noreste, D10
-17.382063,-66.158541, Calle Gualberto Villarroel #582, Noroeste, D10
-17.384405,-66.153252, Calle Avaroa #583, Sudeste, D10
-17.404846,-66.159616, Calle Galindo #584, Noreste, D10
-17.398333,-66.152247, Calle 14 de Septiembre #585, Noroeste, D10
-17.396834,-66.150186, Calle Altamirano #586, Sudeste, D10
-17.400897,-66.159561, Calle Gualberto Villarroel #587, Noreste, D10
-17.388492,-66.154461, Calle Avaroa #588, Noroeste, D10
-17.409974,-66.159143, Calle Galindo #589, Sudeste, D10
-17.400826,-66.156215, Calle 14 de Septiembre #590, Noreste, D10
-17.400363,-66.166095, Calle Altamirano #591, Noroeste, D10
-17.407279,-66.159270, Calle Gualberto Villarroel #592, Sudeste, D10
-17.385611,-66.160598, Calle Avaroa #593, Noreste, D10
-17.385277,-66.157188, Calle Galindo #594, Noroeste, D10
-17.399184,-66.165778, Calle 14 de Septiembre #595, Sudeste, D10
-17.383184,-66.161222, Calle Altamirano #596, Noreste, D10
-17.397474,-66.160566, Calle Gualberto Villarroel #597, Noroeste, D10
-17.390402,-66.156229, Calle Avaroa #598, Sudeste, D10
-17.393287,-66.161352, Calle Galindo #599, Noreste, D10
-17.394713,-66.151295, Calle 14 de Septiembre #600, Noroeste, D10
-17.405349,-66.156635, Calle Altamirano #601, Sudeste, D10
-17.386224,-66.153944, Calle Gualberto Villarroel #602, Noreste, D10
-17.400957,-66.158271, Calle Avaroa #603, Noroeste, D10
-17.389470,-66.160996, Calle Galindo #604, Sudeste, D10
-17.389375,-66.162966, Calle 14 de Septiembre #605, Noreste, D10
-17.405102,-66.154311, Calle Altamirano #606, Noroeste, D10
-17.389555,-66.159395, Calle Gualberto Villarroel #607, Sudeste, D10
-17.409941,-66.162710, Calle Avaroa #608, Noreste, D10
-17.410533,-66.158113, Calle Galindo #609, Noroeste, D10
-17.400464,-66.159881, Calle 14 de Septiembre #610, Sudeste, D10
-17.390433,-66.159938, Calle Altamirano #611, Noreste, D10
-17.392072,-66.150485, Calle Gualberto Villarroel #612, Noroeste, D10
-17.410085,-66.162451, Calle Avaroa #613, Sudeste, D10
-17.388113,-66.161439, Calle Galindo #614, Noreste, D10
-17.387700,-66.152989, Calle 14 de Septiembre #615, Noroeste, D10
-17.407697,-66.156047, Calle Altamirano #616, Sudeste, D10
-17.396040,-66.157607, Calle Gualberto Villarroel #617, Noreste, D10
-17.391953,-66.160594, Calle Avaroa #618, Noroeste, D10
-17.389902,-66.160544, Calle Galindo #619, Sudeste, D10
-17.401786,-66.162244, Calle 14 de Septiembre #620, Noreste, D10
-17.402852,-66.160081, Calle Altamirano #621, Noroeste, D10
-17.397302,-66.156335, Calle Gualberto Villarroel #622, Sudeste, D10
-17.383189,-66.155594, Calle Avaroa #623, Noreste, D10
-17.397164,-66.149148, Calle Galindo #624, Noroeste, D10
-17.396116,-66.152837, Calle 14 de Septiembre #625, Sudeste, D10
-17.381991,-66.158740, Calle Altamirano #626, Noreste, D10
-17.398220,-66.161158, Calle Gualberto Villarroel #627, Noroeste, D10
-17.401986,-66.155164, Calle Avaroa #628, Sudeste, D10
-17.401437,-66.166877, Calle Galindo #629, Noreste, D10
-17.404991,-66.154392, Calle 14 de Septiembre #630, Noroeste, D10
-17.405525,-66.155242, Calle Altamirano #631, Sudeste, D10
-17.385661,-66.156337, Calle Gualberto Villarroel #632, Noreste, D10
-17.395327,-66.160235, Calle Avaroa #633, Noroeste, D10
-17.381986,-66.158625, Calle Galindo #634, Sudeste, D10
-17.403102,-66.166615, Calle 14 de Septiembre #635, Noreste, D10
-17.393157,-66.157591, Calle Altamirano #636, Noroeste, D10
-17.408437,-66.161581, Calle Gualberto Villarroel #637, Sudeste, D10
-17.408155,-66.160475, Calle Avaroa #638, Noreste, D10
-17.390390,-66.160038, Calle Galindo #639, Noroeste, D10
-17.398001,-66.157209, Calle 14 de Septiembre #640, Sudeste, D10
-17.400883,-66.154812, Calle Altamirano #641, Noreste, D10
-17.397287,-66.148914, Calle Gualberto Villarroel #642, Noroeste, D10
-17.391216,-66.151073, Calle Avaroa #643, Sudeste, D10
-17.405593,-66.155502, Calle Galindo #644, Noreste, D10
-17.384903,-66.155823, Calle 14 de Septiembre #645, Noroeste, D10
-17.383992,-66.159905, Calle Altamirano #646, Sudeste, D10
-17.405820,-66.167618, Calle Gualberto Villarroel #647, Noreste, D10
-17.381778,-66.157645, Calle Avaroa #648, Noroeste, D10
-17.396375,-66.150753, Calle Galindo #649, Sudeste, D10
-17.382454,-66.158675, Calle 14 de Septiembre #650, Noreste, D10
-17.392129,-66.155965, Calle Altamirano #651, Noroeste, D10
-17.397622,-66.158808, Calle Gualberto Villarroel #652, Sudeste, D10
-17.385766,-66.157141, Calle Avaroa #653, Noreste, D10
-17.391434,-66.160106, Calle Galindo #654, Noroeste, D10
-17.385519,-66.161637, Calle 14 de Septiembre #655, Sudeste, D10
-17.404792,-66.162437, Calle Altamirano #656, Noreste, D10
-17.386792,-66.161624, Calle Gualberto Villarroel #657, Noroeste, D10
-17.399075,-66.166953, Calle Avaroa #658, Sudeste, D10
-17.404495,-66.167040, Calle Galindo #659, Noreste, D10
-17.398614,-66.158777, Calle 14 de Septiembre #660, Noroeste, D10
-17.397341,-66.153838, Calle Altamirano #661, Sudeste, D10
-17.404561,-66.159766, Calle Gualberto Villarroel #662, Noreste, D10
-17.406162,-66.159779, Calle Avaroa #663, Noroeste, D10
-17.381862,-66.154229, Calle Galindo #664, Sudeste, D10
-17.396418,-66.155261, Calle 14 de Septiembre #665, Noreste, D10
-17.402356,-66.157500, Calle Altamirano #666, Noroeste, D10
-17.390814,-66.161843, Calle Gualberto Villarroel #667, Sudeste, D10
-17.404477,-66.166697, Calle Avaroa #668, Noreste, D10
-17.395173,-66.151250, Calle Galindo #669, Noroeste, D10
-17.384226,-66.160500, Calle 14 de Septiembre #670, Sudeste, D10
-17.405990,-66.165018, Calle Altamirano #671, Noreste, D10
-17.391071,-66.152128, Calle Gualberto Villarroel #672, Noroeste, D10
-17.399012,-66.161860, Calle Avaroa #673, Sudeste, D10
-17.391480,-66.157806, Calle Galindo #674, Noreste, D10
-17.396940,-66.156621, Calle 14 de Septiembre #675, Noroeste, D10
-17.411007,-66.158059, Calle Altamirano #676, Sudeste, D10
-17.395945,-66.162531, Calle Gualberto Villarroel #677, Noreste, D10
-17.396452,-66.161430, Calle Avaroa #678, Noroeste, D10
-17.400797,-66.166966, Calle Galindo #679, Sudeste, D10
-17.410159,-66.162239, Calle 14 de Septiembre #680, Noreste, D10
-17.410686,-66.162818, Calle Altamirano #681, Noroeste, D10
-17.396482,-66.157965, Calle Gualberto Villarroel #682, Sudeste, D10
-17.405171,-66.157005, Calle Avaroa #683, Noreste, D10
-17.390116,-66.160719, Calle Galindo #684, Noroeste, D10
-17.398234,-66.159977, Calle 14 de Septiembre #685, Sudeste, D10
-17.388152,-66.161092, Calle Altamirano #686, Noreste, D10
-17.403836,-66.165258, Calle Gualberto Villarroel #687, Noroeste, D10
-17.382263,-66.155022, Calle Avaroa #688, Sudeste, D10
-17.384426,-66.157520, Calle Galindo #689, Noreste, D10
-17.387565,-66.152430, Calle 14 de Septiembre #690, Noroeste, D10
-17.390590,-66.157418, Calle Altamirano #691, Sudeste, D10
-17.396770,-66.154872, Calle Gualberto Villarroel #692, Noreste, D10
-17.388072,-66.159713, Calle Avaroa #693, Noroeste, D10
-17.390498,-66.164126, Calle Galindo #694, Sudeste, D10
-17.404556,-66.167873, Calle 14 de Septiembre #695, Noreste, D10
-17.402475,-66.161596, Calle Altamirano #696, Noroeste, D10
-17.395406,-66.155000, Calle Gualberto Villarroel #697, Sudeste, D10
-17.401108,-66.167020, Calle Avaroa #698, Noreste, D10
-17.403924,-66.157384, Calle Galindo #699, Noroeste, D10
-17.407460,-66.160874, Calle 14 de Septiembre #700, Sudeste, D10
-17.388549,-66.159479, Calle Altamirano #701, Noreste, D10
-17.387755,-66.160722, Calle Gualberto Villarroel #702, Noroeste, D10
-17.407655,-66.163451, Calle Avaroa #703, Sudeste, D10
-17.383026,-66.158292, Calle Galindo #704, Noreste, D10
-17.399935,-66.153304, Calle 14 de Septiembre #705, Noroeste, D10
-17.402448,-66.159814, Calle Altamirano #706, Sudeste, D10
-17.404440,-66.153164, Calle Gualberto Villarroel #707, Noreste, D10
-17.411163,-66.160036, Calle Avaroa #708, Noroeste, D10
-17.392381,-66.159648, Calle Galindo #709, Sudeste, D10
-17.387928,-66.155663, Calle 14 de Septiembre #710, Noreste, D10
-17.384859,-66.158901, Calle Altamirano #711, Noroeste, D10
-17.391945,-66.151336, Calle Gualberto Villarroel #712, Sudeste, D10
-17.391851,-66.151882, Calle Avaroa #713, Noreste, D10
-17.408474,-66.163379, Calle Galindo #714, Noroeste, D10
-17.381040,-66.155090, Calle 14 de Septiembre #715, Sudeste, D10
-17.382124,-66.159675, Calle Altamirano #716, Noreste, D10
-17.405387,-66.162493, Calle Gualberto Villarroel #717, Noroeste, D10
-17.396575,-66.151808, Calle Avaroa #718, Sudeste, D10
-17.394052,-66.149834, Calle Galindo #719, Noreste, D10
-17.397330,-66.163261, Calle 14 de Septiembre #720, Noroeste, D10
-17.396398,-66.149747, Calle Altamirano #721, Sudeste, D10
-17.405655,-66.154611, Calle Gualberto Villarroel #722, Noreste, D10
-17.386347,-66.154395, Calle Avaroa #723, Noroeste, D10
-17.407703,-66.166826, Calle Galindo #724, Sudeste, D10
-17.382438,-66.155091, Calle 14 de Septiembre #725, Noreste, D10
-17.406819,-66.160139, Calle Altamirano #726, Noroeste, D10
-17.392274,-66.158331, Calle Gualberto Villarroel #727, Sudeste, D10
-17.386586,-66.151497, Calle Avaroa #728, Noreste, D10
-17.387773,-66.162044, Calle Galindo #729, Noroeste, D10
-17.405083,-66.166103, Calle 14 de Septiembre #730, Sudeste, D10
-17.395262,-66.165472, Calle Altamirano #731, Noreste, D10
-17.393797,-66.160158, Calle Gualberto Villarroel #732, Noroeste, D10
-17.393478,-66.155104, Calle Avaroa #733, Sudeste, D10
-17.401400,-66.154532, Calle Galindo #734, Noreste, D10
-17.401095,-66.157122, Calle 14 de Septiembre #735, Noroeste, D10
-17.402264,-66.152512, Calle Altamirano #736, Sudeste, D10
-17.404142,-66.153615, Calle Gualberto Villarroel #737, Noreste, D10
-17.384550,-66.153464, Calle Avaroa #738, Noroeste, D10
-17.380775,-66.153723, Calle Galindo #739, Sudeste, D10
-17.388637,-66.156520, Calle 14 de Septiembre #740, Noreste, D10
-17.401301,-66.154480, Calle Altamirano #741, Noroeste, D10
-17.411356,-66.156603, Calle Gualberto Villarroel #742, Sudeste, D10
-17.408979,-66.160338, Calle Avaroa #743, Noreste, D10
-17.394236,-66.164847, Calle Galindo #744, Noroeste, D10
-17.401053,-66.162122, Calle 14 de Septiembre #745, Sudeste, D10
-17.404918,-66.169142, Calle Altamirano #746, Noreste, D10
-17.394415,-66.158208, Calle Gualberto Villarroel #747, Noroeste, D10
-17.382597,-66.153236, Calle Avaroa #748, Sudeste, D10
-17.404804,-66.166088, Calle Galindo #749, Noreste, D10
-17.390891,-66.150631, Calle 14 de Septiembre #750, Noroeste, D10
-17.411216,-66.156473, Calle Altamirano #751, Sudeste, D10
-17.407432,-66.164185, Calle Gualberto Villarroel #752, Noreste, D10
-17.391453,-66.163726, Calle Avaroa #753, Noroeste, D10
-17.391830,-66.164588, Calle Galindo #754, Sudeste, D10
-17.392798,-66.156717, Calle 14 de Septiembre #755, Noreste, D10
-17.411235,-66.158635, Calle Altamirano #756, Noroeste, D10
-17.403215,-66.164216, Calle Gualberto Villarroel #757, Sudeste, D10
-17.388065,-66.159805, Calle Avaroa #758, Noreste, D10
-17.409290,-66.155724, Calle Galindo #759, Noroeste, D10
-17.384133,-66.156446, Calle 14 de Septiembre #760, Sudeste, D10
-17.391461,-66.162492, Calle Altamirano #761, Noreste, D10
-17.411441,-66.156378, Calle Gualberto Villarroel #762, Noroeste, D10
-17.390375,-66.162649, Calle Avaroa #763, Sudeste, D10
-17.410301,-66.163747, Calle Galindo #764, Noreste, D10
-17.405487,-66.156575, Calle 14 de Septiembre #765, Noroeste, D10
-17.406283,-66.158731, Calle Altamirano #766, Sudeste, D10
-17.398537,-66.154230, Calle Gualberto Villarroel #767, Noreste, D10
-17.407371,-66.163726, Calle Avaroa #768, Noroeste, D10
-17.394837,-66.152917, Calle Galindo #769, Sudeste, D10
-17.392115,-66.157242, Calle 14 de Septiembre #770, Noreste, D10
-17.403035,-66.161755, Calle Altamirano #771, Noroeste, D10
-17.404793,-66.166683, Calle Gualberto Villarroel #772, Sudeste, D10
-17.395151,-66.162898, Calle Avaroa #773, Noreste, D10
-17.396057,-66.161323, Calle Galindo #774, Noroeste, D10
-17.398049,-66.162594, Calle 14 de Septiembre #775, Sudeste, D10
-17.402228,-66.160945, Calle Altamirano #776, Noreste, D10
-17.390124,-66.150966, Calle Gualberto Villarroel #777, Noroeste, D10
-17.389005,-66.154857, Calle Avaroa #778, Sudeste, D10
-17.393878,-66.160293, Calle Galindo #779, Noreste, D10
-17.409500,-66.162743, Calle 14 de Septiembre #780, Noroeste, D10
-17.396766,-66.151447, Calle Altamirano #781, Sudeste, D10
-17.405004,-66.166345, Calle Gualberto Villarroel #782, Noreste, D10
-17.402021,-66.162148, Calle Avaroa #783, Noroeste, D10
-17.397582,-66.158717, Calle Galindo #784, Sudeste, D10
-17.397573,-66.155594, Calle 14 de Septiembre #785, Noreste, D10
-17.406013,-66.158590, Calle Altamirano #786, Noroeste, D10
-17.397342,-66.164001, Calle Gualberto Villarroel #787, Sudeste, D10
-17.382945,-66.158901, Calle Avaroa #788, Noreste, D10
-17.411238,-66.155689, Calle Galindo #789, Noroeste, D10
-17.406578,-66.168014, Calle 14 de Septiembre #790, Sudeste, D10
-17.386829,-66.154919, Calle Altamirano #791, Noreste, D10
-17.393014,-66.160993, Calle Gualberto Villarroel #792, Noroeste, D10
-17.392172,-66.162138, Calle Avaroa #793, Sudeste, D10
-17.408816,-66.157748, Calle Galindo #794, Noreste, D10
-17.392839,-66.150904, Calle 14 de Septiembre #795, Noroeste, D10
-17.407394,-66.166399, Calle Altamirano #796, Sudeste, D10
-17.397034,-66.150822, Calle Gualberto Villarroel #797, Noreste, D10
-17.405521,-66.169438, Calle Avaroa #798, Noroeste, D10
-17.384902,-66.155818, Calle Galindo #799, Sudeste, D10
-17.398148,-66.157767, Calle 14 de Septiembre #800, Noreste, D10
-17.384657,-66.159438, Calle Altamirano #801, Noroeste, D10
-17.401599,-66.152957, Calle Gualberto Villarroel #802, Sudeste, D10
-17.401752,-66.160255, Calle Avaroa #803, Noreste, D10
-17.396664,-66.159986, Calle Galindo #804, Noroeste, D10
-17.395418,-66.165052, Calle 14 de Septiembre #805, Sudeste, D10
-17.394696,-66.158680, Calle Altamirano #806, Noreste, D10
-17.393118,-66.159445, Calle Gualberto Villarroel #807, Noroeste, D10
-17.396640,-66.165751, Calle Avaroa #808, Sudeste, D10
-17.390172,-66.157945, Calle Galindo #809, Noreste, D10
-17.388100,-66.161247, Calle 14 de Septiembre #810, Noroeste, D10
-17.392716,-66.162584, Calle Altamirano #811, Sudeste, D10
-17.398696,-66.151978, Calle Gualberto Villarroel #812, Noreste, D10
-17.408532,-66.162387, Calle Avaroa #813, Noroeste, D10
-17.405176,-66.154771, Calle Galindo #814, Sudeste, D10
-17.390702,-66.159702, Calle 14 de Septiembre #815, Noreste, D10
-17.388913,-66.151628, Calle Altamirano #816, Noroeste, D10
-17.393790,-66.156965, Calle Gualberto Villarroel #817, Sudeste, D10
-17.404093,-66.160328, Calle Avaroa #818, Noreste, D10
-17.390936,-66.160973, Calle Galindo #819, Noroeste, D10
-17.384159,-66.159128, Calle 14 de Septiembre #820, Sudeste, D10
-17.408995,-66.160634, Calle Altamirano #821, Noreste, D10
-17.388241,-66.153818, Calle Gualberto Villarroel #822, Noroeste, D10
-17.400778,-66.156648, Calle Avaroa #823, Sudeste, D10
-17.393718,-66.160961, Calle Galindo #824, Noreste, D10
-17.405905,-66.166661, Calle 14 de Septiembre #825, Noroeste, D10
-17.386285,-66.161187, Calle Altamirano #826, Sudeste, D10
-17.405772,-66.167087, Calle Gualberto Villarroel #827, Noreste, D10
-17.396267,-66.150879, Calle Avaroa #828, Noroeste, D10
-17.385263,-66.152552, Calle Galindo #829, Sudeste, D10
-17.389795,-66.160535, Calle 14 de Septiembre #830, Noreste, D10
-17.409741,-66.159506, Calle Altamirano #831, Noroeste, D10
-17.400805,-66.166548, Calle Gualberto Villarroel #832, Sudeste, D10
-17.400165,-66.164448, Calle Avaroa #833, Noreste, D10
-17.400180,-66.162376, Calle Galindo #834, Noroeste, D10
-17.390803,-66.161849, Calle 14 de Septiembre #835, Sudeste, D10
-17.400471,-66.157261, Calle Altamirano #836, Noreste, D10
