-17.378292,-66.142300, Calle Saturnino #100, Muyurina, D11
-17.388392,-66.145851, Calle Saturnino #540, Alalay, D11
-17.382248,-66.141107, Calle Arce #541, Muyurina, D11
-17.387259,-66.139756, Calle Roma #542, Las Cuadras, D11
-17.381754,-66.134587, Calle Ork’o #543, Alalay, D11
-17.387201,-66.149561, Calle Cochabamba #544, Muyurina, D11
-17.395739,-66.147347, Calle Saturnino #545, Las Cuadras, D11
-17.386701,-66.139723, Calle Arce #546, Alalay, D11
-17.381548,-66.135202, Calle Roma #547, Muyurina, D11
-17.390964,-66.142076, Calle Ork’o #548, Las Cuadras, D11
-17.382197,-66.140199, Calle Cochabamba #549, Alalay, D11
-17.377284,-66.140231, Calle Saturnino #550, Muyurina, D11
-17.397929,-66.144419, Calle Arce #551, Las Cuadras, D11
-17.380295,-66.132788, Calle Roma #552, Alalay, D11
-17.375964,-66.137021, Calle Ork’o #553, Muyurina, D11
-17.396248,-66.136633, Calle Cochabamba #554, Las Cuadras, D11
-17.385659,-66.140789, Calle Saturnino #555, Alalay, D11
-17.384454,-66.140904, Calle Arce #556, Muyurina, D11
-17.377893,-66.132644, Calle Roma #557, Las Cuadras, D11
-17.376570,-66.132885, Calle Ork’o #558, Alalay, D11
-17.391162,-66.143184, Calle Cochabamba #559, Muyurina, D11
-17.381475,-66.150993, Calle Saturnino #560, Las Cuadras, D11
-17.390042,-66.144782, Calle Arce #561, Alalay, D11
-17.375340,-66.134148, Calle Roma #562, Muyurina, D11
-17.389818,-66.134967, Calle Ork’o #563, Las Cuadras, D11
-17.391797,-66.137680, Calle Cochabamba #564, Alalay, D11
-17.396624,-66.137550, Calle Saturnino #565, Muyurina, D11
-17.389118,-66.140001, Calle Arce #566, Las Cuadras, D11
-17.388324,-66.145862, Calle Roma #567, Alalay, D11
-17.381470,-66.147099, Calle Ork’o #568, Muyurina, D11
-17.379059,-66.146128, Calle Cochabamba #569, Las Cuadras, D11
-17.377101,-66.136729, Calle Saturnino #570, Alalay, D11
-17.388933,-66.134370, Calle Arce #571, Muyurina, D11
-17.393474,-66.134453, Calle Roma #572, Las Cuadras, D11
-17.379949,-66.132275, Calle Ork’o #573, Alalay, D11
-17.392976,-66.143235, Calle Cochabamba #574, Muyurina, D11
-17.382954,-66.148221, Calle Saturnino #575, Las Cuadras, D11
-17.384219,-66.146215, Calle Arce #576, Alalay, D11
-17.397758,-66.143422, Calle Roma #577, Muyurina, D11
-17.383820,-66.144998, Calle Ork’o #578, Las Cuadras, D11
-17.382036,-66.142567, Calle Cochabamba #579, Alalay, D11
-17.397028,-66.147252, Calle Saturnino #580, Muyurina, D11
-17.392637,-66.135079, Calle Arce #581, Las Cuadras, D11
-17.380696,-66.132551, Calle Roma #582, Alalay, D11
-17.393241,-66.146497, Calle Ork’o #583, Muyurina, D11
-17.382365,-66.139210, Calle Cochabamba #584, Las Cuadras, D11
-17.387656,-66.138827, Calle Saturnino #585, Alalay, D11
-17.379984,-66.137124, Calle Arce #586, Muyurina, D11
-17.382622,-66.144884, Calle Roma #587, Las Cuadras, D11
-17.392931,-66.133917, Calle Ork’o #588, Alalay, D11
-17.376791,-66.136705, Calle Cochabamba #589, Muyurina, D11
-17.392434,-66.145764, Calle Saturnino #590, Las Cuadras, D11
-17.380267,-66.130837, Calle Arce #591, Alalay, D11
-17.381536,-66.145204, Calle Roma #592, Muyurina, D11
-17.387843,-66.145514, Calle Ork’o #593, Las Cuadras, D11
-17.397600,-66.145302, Calle Cochabamba #594, Alalay, D11
-17.377615,-66.131226, Calle Saturnino #595, Muyurina, D11
-17.389595,-66.146220, Calle Arce #596, Las Cuadras, D11
-17.383546,-66.147846, Calle Roma #597, Alalay, D11
-17.382435,-66.141516, Calle Ork’o #598, Muyurina, D11
-17.385011,-66.145011, Calle Cochabamba #599, Las Cuadras, D11
-17.392818,-66.135264, Calle Saturnino #600, Alalay, D11
-17.381956,-66.136996, Calle Arce #601, Muyurina, D11
-17.379748,-66.143363, Calle Roma #602, Las Cuadras, D11
-17.390669,-66.140182, Calle Ork’o #603, Alalay, D11
-17.387635,-66.148267, Calle Cochabamba #604, Muyurina, D11
-17.384676,-66.140700, Calle Saturnino #605, Las Cuadras, D11
-17.375641,-66.133011, Calle Arce #606, Alalay, D11
-17.390537,-66.140973, Calle Roma #607, Muyurina, D11
-17.378443,-66.136879, Calle Ork’o #608, Las Cuadras, D11
-17.387173,-66.149685, Calle Cochabamba #609, Alalay, D11
-17.397124,-66.140484, Calle Saturnino #610, Muyurina, D11
-17.391025,-66.141902, Calle Arce #611, Las Cuadras, D11
-17.397818,-66.146578, Calle Roma #612, Alalay, D11
-17.381115,-66.148204, Calle Ork’o #613, Muyurina, D11
-17.393903,-66.130571, Calle Cochabamba #614, Las Cuadras, D11
-17.397767,-66.145776, Calle Saturnino #615, Alalay, D11
-17.391609,-66.143428, Calle Arce #616, Muyurina, D11
-17.393416,-66.135052, Calle Roma #617, Las Cuadras, D11
-17.382134,-66.149357, Calle Ork’o #618, Alalay, D11
-17.380038,-66.141149, Calle Cochabamba #619, Muyurina, D11
-17.379532,-66.143650, Calle Saturnino #620, Las Cuadras, D11
-17.394915,-66.141357, Calle Arce #621, Alalay, D11
-17.385539,-66.147895, Calle Roma #622, Muyurina, D11
-17.392171,-66.147925, Calle Ork’o #623, Las Cuadras, D11
-17.389426,-66.139747, Calle Cochabamba #624, Alalay, D11
-17.390336,-66.136029, Calle Saturnino #625, Muyurina, D11
-17.384905,-66.150150, Calle Arce #626, Las Cuadras, D11
-17.388590,-66.137597, Calle Roma #627, Alalay, D11
-17.395035,-66.137635, Calle Ork’o #628, Muyurina, D11
-17.386100,-66.142171, Calle Cochabamba #629, Las Cuadras, D11
-17.387804,-66.139076, Calle Saturnino #630, Alalay, D11
-17.377208,-66.138248, Calle Arce #631, Muyurina, D11
-17.393614,-66.141105, Calle Roma #632, Las Cuadras, D11
-17.392417,-66.139990, Calle Ork’o #633, Alalay, D11
-17.384921,-66.147776, Calle Cochabamba #634, Muyurina, D11
-17.379457,-66.142832, Calle Saturnino #635, Las Cuadras, D11
-17.376305,-66.134577, Calle Arce #636, Alalay, D11
-17.391839,-66.133875, Calle Roma #637, Muyurina, D11
-17.383677,-66.146677, Calle Ork’o #638, Las Cuadras, D11
-17.392406,-66.131894, Calle Cochabamba #639, Alalay, D11
-17.394708,-66.133135, Calle Saturnino #640, Muyurina, D11
-17.377898,-66.135755, Calle Arce #641, Las Cuadras, D11
-17.389969,-66.140699, Calle Roma #642, Alalay, D11
-17.398160,-66.144639, Calle Ork’o #643, Muyurina, D11
-17.377521,-66.139720, Calle Cochabamba #644, Las Cuadras, D11
-17.381899,-66.145457, Calle Saturnino #645, Alalay, D11
-17.377968,-66.131867, Calle Arce #646, Muyurina, D11
-17.392112,-66.137031, Calle Roma #647, Las Cuadras, D11
-17.381631,-66.147750, Calle Ork’o #648, Alalay, D11
-17.381881,-66.148962, Calle Cochabamba #649, Muyurina, D11
-17.398334,-66.147772, Calle Saturnino #650, Las Cuadras, D11
-17.398049,-66.146926, Calle Arce #651, Alalay, D11
-17.380459,-66.132528, Calle Roma #652, Muyurina, D11
-17.395267,-66.136555, Calle Ork’o #653, Las Cuadras, D11
-17.378085,-66.133410, Calle Cochabamba #654, Alalay, D11
-17.392073,-66.137479, Calle Saturnino #655, Muyurina, D11
-17.390392,-66.142495, Calle Arce #656, Las Cuadras, D11
-17.387735,-66.148069, Calle Roma #657, Alalay, D11
-17.376266,-66.137539, Calle Ork’o #658, Muyurina, D11
-17.383502,-66.149192, Calle Cochabamba #659, Las Cuadras, D11
-17.380998,-66.148518, Calle Saturnino #660, Alalay, D11
-17.397559,-66.146050, Calle Arce #661, Muyurina, D11
-17.392288,-66.136521, Calle Roma #662, Las Cuadras, D11
-17.383636,-66.145805, Calle Ork’o #663, Alalay, D11
-17.388835,-66.144747, Calle Cochabamba #664, Muyurina, D11
-17.390608,-66.147996, Calle Saturnino #665, Las Cuadras, D11
-17.397530,-66.146646, Calle Arce #666, Alalay, D11
-17.383717,-66.141651, Calle Roma #667, Muyurina, D11
-17.389566,-66.138156, Calle Ork’o #668, Las Cuadras, D11
-17.395382,-66.132311, Calle Cochabamba #669, Alalay, D11
-17.385285,-66.139915, Calle Saturnino #670, Muyurina, D11
-17.392322,-66.138092, Calle Arce #671, Las Cuadras, D11
-17.383424,-66.143031, Calle Roma #672, Alalay, D11
-17.387684,-66.143281, Calle Ork’o #673, Muyurina, D11
-17.391057,-66.139168, Calle Cochabamba #674, Las Cuadras, D11
-17.389287,-66.137735, Calle Saturnino #675, Alalay, D11
-17.394379,-66.141397, Calle Arce #676, Muyurina, D11
-17.380126,-66.148592, Calle Roma #677, Las Cuadras, D11
-17.380392,-66.130627, Calle Ork’o #678, Alalay, D11
-17.382613,-66.149395, Calle Cochabamba #679, Muyurina, D11
-17.388480,-66.143103, Calle Saturnino #680, Las Cuadras, D11
-17.380876,-66.141335, Calle Arce #681, Alalay, D11
-17.395618,-66.138283, Calle Roma #682, Muyurina, D11
-17.379169,-66.136088, Calle Ork’o #683, Las Cuadras, D11
-17.394763,-66.139819, Calle Cochabamba #684, Alalay, D11
-17.394398,-66.139375, Calle Saturnino #685, Muyurina, D11
-17.384052,-66.147587, Calle Arce #686, Las Cuadras, D11
-17.396056,-66.134084, Calle Roma #687, Alalay, D11
-17.388865,-66.148092, Calle Ork’o #688, Muyurina, D11
-17.387524,-66.149348, Calle Cochabamba #689, Las Cuadras, D11
-17.389850,-66.136056, Calle Saturnino #690, Alalay, D11
-17.396045,-66.142082, Calle Arce #691, Muyurina, D11
-17.389718,-66.141321, Calle Roma #692, Las Cuadras, D11
-17.393839,-66.140718, Calle Ork’o #693, Alalay, D11
-17.390942,-66.148219, Calle Cochabamba #694, Muyurina, D11
-17.385885,-66.138885, Calle Saturnino #695, Las Cuadras, D11
-17.380876,-66.131896, Calle Arce #696, Alalay, D11
-17.380124,-66.138176, Calle Roma #697, Muyurina, D11
-17.379377,-66.134151, Calle Ork’o #698, Las Cuadras, D11
-17.389973,-66.147406, Calle Cochabamba #699, Alalay, D11
-17.382114,-66.142538, Calle Saturnino #700, Muyurina, D11
-17.381362,-66.136074, Calle Arce #701, Las Cuadras, D11
-17.387730,-66.146620, Calle Roma #702, Alalay, D11
-17.379235,-66.145371, Calle Ork’o #703, Muyurina, D11
-17.378391,-66.131542, Calle Cochabamba #704, Las Cuadras, D11
-17.375840,-66.132168, Calle Saturnino #705, Alalay, D11
-17.387117,-66.147899, Calle Arce #706, Muyurina, D11
-17.390524,-66.135715, Calle Roma #707, Las Cuadras, D11
-17.397033,-66.145041, Calle Ork’o #708, Alalay, D11
-17.389351,-66.133123, Calle Cochabamba #709, Muyurina, D11
-17.395047,-66.147095, Calle Saturnino #710, Las Cuadras, D11
-17.392092,-66.131921, Calle Arce #711, Alalay, D11
-17.392060,-66.135190, Calle Roma #712, Muyurina, D11
-17.393343,-66.131913, Calle Ork’o #713, Las Cuadras, D11
-17.393454,-66.148735, Calle Cochabamba #714, Alalay, D11
-17.385684,-66.142977, Calle Saturnino #715, Muyurina, D11
-17.381598,-66.136037, Calle Arce #716, Las Cuadras, D11
-17.381803,-66.142722, Calle Roma #717, Alalay, D11
-17.378057,-66.132609, Calle Ork’o #718, Muyurina, D11
-17.379122,-66.136945, Calle Cochabamba #719, Las Cuadras, D11
-17.385914,-66.147034, Calle Saturnino #720, Alalay, D11
-17.380551,-66.143392, Calle Arce #721, Muyurina, D11
-17.390418,-66.133610, Calle Roma #722, Las Cuadras, D11
-17.391353,-66.142541, Calle Ork’o #723, Alalay, D11
-17.378341,-66.135675, Calle Cochabamba #724, Muyurina, D11
-17.389404,-66.143306, Calle Saturnino #725, Las Cuadras, D11
-17.389087,-66.136766, Calle Arce #726, Alalay, D11
-17.397479,-66.146695, Calle Roma #727, Muyurina, D11
-17.383000,-66.143210, Calle Ork’o #728, Las Cuadras, D11
-17.380292,-66.139253, Calle Cochabamba #729, Alalay, D11
-17.376680,-66.138320, Calle Saturnino #730, Muyurina, D11
-17.396266,-66.132114, Calle Arce #731, Las Cuadras, D11
-17.383166,-66.145687, Calle Roma #732, Alalay, D11
-17.383754,-66.146694, Calle Ork’o #733, Muyurina, D11
-17.396385,-66.133288, Calle Cochabamba #734, Las Cuadras, D11
-17.388359,-66.141761, Calle Saturnino #735, Alalay, D11
-17.388142,-66.149203, Calle Arce #736, Muyurina, D11
-17.381828,-66.134005, Calle Roma #737, Las Cuadras, D11
-17.391970,-66.134713, Calle Ork’o #738, Alalay, D11
-17.379270,-66.137768, Calle Cochabamba #739, Muyurina, D11
-17.391816,-66.139434, Calle Saturnino #740, Las Cuadras, D11
-17.395973,-66.130138, Calle Arce #741, Alalay, D11
-17.394399,-66.139429, Calle Roma #742, Muyurina, D11
-17.381439,-66.132314, Calle Ork’o #743, Las Cuadras, D11
-17.382059,-66.140639, Calle Cochabamba #744, Alalay, D11
-17.381705,-66.149310, Calle Saturnino #745, Muyurina, D11
-17.389093,-66.137505, Calle Arce #746, Las Cuadras, D11
-17.381577,-66.139974, Calle Roma #747, Alalay, D11
-17.382179,-66.137187, Calle Ork’o #748, Muyurina, D11
-17.385754,-66.144234, Calle Cochabamba #749, Las Cuadras, D11
-17.381040,-66.145407, Calle Saturnino #750, Alalay, D11
-17.386056,-66.141722, Calle Arce #751, Muyurina, D11
-17.390503,-66.146720, Calle Roma #752, Las Cuadras, D11
-17.392581,-66.143286, Calle Ork’o #753, Alalay, D11
-17.394044,-66.144066, Calle Cochabamba #754, Muyurina, D11
-17.397825,-66.140872, Calle Saturnino #755, Las Cuadras, D11
-17.387537,-66.142904, Calle Arce #756, Alalay, D11
-17.378556,-66.144066, Calle Roma #757, Muyurina, D11
-17.394698,-66.135288, Calle Ork’o #758, Las Cuadras, D11
-17.375930,-66.132986, Calle Cochabamba #759, Alalay, D11
-17.383356,-66.143660, Calle Saturnino #760, Muyurina, D11
-17.385299,-66.145981, Calle Arce #761, Las Cuadras, D11
-17.376263,-66.135148, Calle Roma #762, Alalay, D11
-17.380814,-66.140223, Calle Ork’o #763, Muyurina, D11
-17.393623,-66.134352, Calle Cochabamba #764, Las Cuadras, D11
-17.387465,-66.146531, Calle Saturnino #765, Alalay, D11
-17.390097,-66.140954, Calle Arce #766, Muyurina, D11
-17.389155,-66.133649, Calle Roma #767, Las Cuadras, D11
-17.395939,-66.139476, Calle Ork’o #768, Alalay, D11
-17.389654,-66.138979, Calle Cochabamba #769, Muyurina, D11
-17.390060,-66.146441, Calle Saturnino #770, Las Cuadras, D11
-17.379145,-66.138398, Calle Arce #771, Alalay, D11
-17.382615,-66.143540, Calle Roma #772, Muyurina, D11
-17.393112,-66.134976, Calle Ork’o #773, Las Cuadras, D11
-17.382555,-66.139396, Calle Cochabamba #774, Alalay, D11
-17.392572,-66.148287, Calle Saturnino #775, Muyurina, D11
-17.389036,-66.139076, Calle Arce #776, Las Cuadras, D11
-17.377000,-66.133067, Calle Roma #777, Alalay, D11
-17.396997,-66.145151, Calle Ork’o #778, Muyurina, D11
-17.382813,-66.144218, Calle Cochabamba #779, Las Cuadras, D11
-17.384169,-66.142194, Calle Saturnino #780, Alalay, D11
-17.395409,-66.132690, Calle Arce #781, Muyurina, D11
-17.380319,-66.137140, Calle Roma #782, Las Cuadras, D11
-17.396385,-66.142764, Calle Ork’o #783, Alalay, D11
-17.387795,-66.147687, Calle Cochabamba #784, Muyurina, D11
-17.396233,-66.138022, Calle Saturnino #785, Las Cuadras, D11
-17.379163,-66.145954, Calle Arce #786, Alalay, D11
-17.396188,-66.141625, Calle Roma #787, Muyurina, D11
-17.380178,-66.149515, Calle Ork’o #788, Las Cuadras, D11
-17.387918,-66.137084, Calle Cochabamba #789, Alalay, D11
-17.379739,-66.145574, Calle Saturnino #790, Muyurina, D11
-17.382529,-66.143418, Calle Arce #791, Las Cuadras, D11
-17.386772,-66.140674, Calle Roma #792, Alalay, D11
-17.380233,-66.139898, Calle Ork’o #793, Muyurina, D11
-17.385698,-66.150250, Calle Cochabamba #794, Las Cuadras, D11
-17.383008,-66.146120, Calle Saturnino #795, Alalay, D11
-17.389607,-66.134894, Calle Arce #796, Muyurina, D11
-17.394805,-66.132792, Calle Roma #797, Las Cuadras, D11
-17.383271,-66.150894, Calle Ork’o #798, Alalay, D11
-17.396286,-66.140057, Calle Cochabamba #799, Muyurina, D11
-17.389878,-66.136947, Calle Saturnino #800, Las Cuadras, D11
-17.389131,-66.138106, Calle Arce #801, Alalay, D11
-17.383074,-66.146953, Calle Roma #802, Muyurina, D11
-17.386854,-66.143669, Calle Ork’o #803, Las Cuadras, D11
-17.388169,-66.149831, Calle Cochabamba #804, Alalay, D11
-17.389791,-66.139813, Calle Saturnino #805, Muyurina, D11
-17.390634,-66.145700, Calle Arce #806, Las Cuadras, D11
-17.383395,-66.146781, Calle Roma #807, Alalay, D11
-17.390764,-66.143558, Calle Ork’o #808, Muyurina, D11
-17.379705,-66.150466, Calle Cochabamba #809, Las Cuadras, D11
-17.394469,-66.142802, Calle Saturnino #810, Alalay, D11
-17.381882,-66.150571, Calle Arce #811, Muyurina, D11
-17.381363,-66.135384, Calle Roma #812, Las Cuadras, D11
-17.385086,-66.143533, Calle Ork’o #813, Alalay, D11
-17.379742,-66.131669, Calle Cochabamba #814, Muyurina, D11
-17.379088,-66.148706, Calle Saturnino #815, Las Cuadras, D11
-17.379535,-66.139366, Calle Arce #816, Alalay, D11
-17.394162,-66.148376, Calle Roma #817, Muyurina, D11
-17.382497,-66.143004, Calle Ork’o #818, Las Cuadras, D11
-17.398181,-66.144829, Calle Cochabamba #819, Alalay, D11
-17.385863,-66.139790, Calle Saturnino #820, Muyurina, D11
-17.379443,-66.146875, Calle Arce #821, Las Cuadras, D11
-17.381680,-66.137601, Calle Roma #822, Alalay, D11
-17.393499,-66.143727, Calle Ork’o #823, Muyurina, D11
-17.392385,-66.134282, Calle Cochabamba #824, Las Cuadras, D11
-17.397737,-66.141209, Calle Saturnino #825, Alalay, D11
-17.391338,-66.144101, Calle Arce #826, Muyurina, D11
-17.391581,-66.146227, Calle Roma #827, Las Cuadras, D11
-17.375146,-66.132135, Calle Ork’o #828, Alalay, D11
-17.390748,-66.142199, Calle Cochabamba #829, Muyurina, D11
-17.384242,-66.139589, Calle Saturnino #830, Las Cuadras, D11
-17.380719,-66.146334, Calle Arce #831, Alalay, D11
-17.381532,-66.141853, Calle Roma #832, Muyurina, D11
-17.380978,-66.145397, Calle Ork’o #833, Las Cuadras, D11
-17.387643,-66.138457, Calle Cochabamba #834, Alalay, D11
-17.393726,-66.130770, Calle Saturnino #835, Muyurina, D11
-17.391689,-66.139803, Calle Arce #836, Las Cuadras, D11
-17.397449,-66.141942, Calle Roma #837, Alalay, D11
-17.385934,-66.140353, Calle Ork’o #838, Muyurina, D11
-17.390836,-66.142262, Calle Cochabamba #839, Las Cuadras, D11
-17.391057,-66.140971, Calle Saturnino #840, Alalay, D11
-17.380355,-66.136234, Calle Arce #841, Muyurina, D11
-17.380951,-66.151379, Calle Roma #842, Las Cuadras, D11
-17.381461,-66.148522, Calle Ork’o #843, Alalay, D11
-17.380284,-66.141762, Calle Cochabamba #844, Muyurina, D11
-17.377191,-66.140458, Calle Saturnino #845, Las Cuadras, D11
-17.388197,-66.141179, Calle Arce #846, Alalay, D11
-17.396269,-66.133534, Calle Roma #847, Muyurina, D11
-17.381179,-66.141547, Calle Ork’o #848, Las Cuadras, D11
-17.386639,-66.140841, Calle Cochabamba #849, Alalay, D11
-17.381289,-66.148352, Calle Saturnino #850, Muyurina, D11
-17.381059,-66.143472, Calle Arce #851, Las Cuadras, D11
-17.397516,-66.142886, Calle Roma #852, Alalay, D11
-17.391066,-66.148690, Calle Ork’o #853, Muyurina, D11
-17.381899,-66.135616, Calle Cochabamba #854, Las Cuadras, D11
-17.376022,-66.132127, Calle Saturnino #855, Alalay, D11
-17.377852,-66.132982, Calle Arce #856, Muyurina, D11
-17.388409,-66.145747, Calle Roma #857, Las Cuadras, D11
-17.388309,-66.140421, Calle Ork’o #858, Alalay, D11
-17.396098,-66.137162, Calle Cochabamba #859, Muyurina, D11
-17.391090,-66.135912, Calle Saturnino #860, Las Cuadras, D11
-17.378501,-66.140284, Calle Arce #861, Alalay, D11
-17.392703,-66.131768, Calle Roma #862, Muyurina, D11
-17.387769,-66.141009, Calle Ork’o #863, Las Cuadras, D11
-17.386548,-66.139366, Calle Cochabamba #864, Alalay, D11
-17.384053,-66.143800, Calle Saturnino #865, Muyurina, D11
-17.397385,-66.141378, Calle Arce #866, Las Cuadras, D11
-17.390602,-66.142273, Calle Roma #867, Alalay, D11
-17.380084,-66.132220, Calle Ork’o #868, Muyurina, D11
-17.390409,-66.133399, Calle Cochabamba #869, Las Cuadras, D11
-17.380609,-66.137398, Calle Saturnino #870, Alalay, D11
-17.388399,-66.135208, Calle Arce #871, Muyurina, D11
-17.388901,-66.144737, Calle Roma #872, Las Cuadras, D11
-17.380595,-66.143807, Calle Ork’o #873, Alalay, D11
-17.389044,-66.138690, Calle Cochabamba #874, Muyurina, D11
-17.380198,-66.138669, Calle Saturnino #875, Las Cuadras, D11
-17.391040,-66.133012, Calle Arce #876, Alalay, D11
-17.397640,-66.144832, Calle Roma #877, Muyurina, D11
-17.383186,-66.144737, Calle Ork’o #878, Las Cuadras, D11
-17.396924,-66.144912, Calle Cochabamba #879, Alalay, D11
-17.381046,-66.146791, Calle Saturnino #880, Muyurina, D11
-17.389512,-66.135727, Calle Arce #881, Las Cuadras, D11
-17.379091,-66.131872, Calle Roma #882, Alalay, D11
-17.384163,-66.149475, Calle Ork’o #883, Muyurina, D11
-17.389725,-66.140260, Calle Cochabamba #884, Las Cuadras, D11
-17.387099,-66.148687, Calle Saturnino #885, Alalay, D11
-17.390510,-66.135645, Calle Arce #886, Muyurina, D11
-17.397839,-66.143032, Calle Roma #887, Las Cuadras, D11
