-17.452167,-66.107179, Calle El Alto #100, Valle Hermoso Sur, D14
-17.445156,-66.108309, Calle El Inca #478, Valle Hermoso Sur, D14
-17.447473,-66.107046, Calle Andes #479, Pukara Sur, D14
-17.433316,-66.110207, Calle El Alto #480, Ch’aqui Mayu, D14
-17.439013,-66.105067, Calle Villa San Miguel #481, Valle Hermoso Sur, D14
-17.437052,-66.114208, Calle Ferroviaria #482, Pukara Sur, D14
-17.436719,-66.114441, Calle El Inca #483, Ch’aqui Mayu, D14
-17.445017,-66.113042, Calle Andes #484, Valle Hermoso Sur, D14
-17.428764,-66.111748, Calle El Alto #485, Pukara Sur, D14
-17.437949,-66.111327, Calle Villa San Miguel #486, Ch’aqui Mayu, D14
-17.434537,-66.109115, Calle Ferroviaria #487, Valle Hermoso Sur, D14
-17.436863,-66.111152, Calle El Inca #488, Pukara Sur, D14
-17.454433,-66.116447, Calle Andes #489, Ch’aqui Mayu, D14
-17.442281,-66.112430, Calle El Alto #490, Valle Hermoso Sur, D14
-17.432205,-66.112879, Calle Villa San Miguel #491, Pukara Sur, D14
-17.451212,-66.115862, Calle Ferroviaria #492, Ch’aqui Mayu, D14
-17.428128,-66.113220, Calle El Inca #493, Valle Hermoso Sur, D14
-17.454817,-66.112224, Calle Andes #494, Pukara Sur, D14
-17.425266,-66.111654, Calle El Alto #495, Ch’aqui Mayu, D14
-17.431069,-66.112220, Calle Villa San Miguel #496, Valle Hermoso Sur, D14
-17.441961,-66.114813, Calle Ferroviaria #497, Pukara Sur, D14
-17.456133,-66.116436, Calle El Inca #498, Ch’aqui Mayu, D14
-17.434384,-66.107183, Calle Andes #499, Valle Hermoso Sur, D14
-17.436906,-66.110951, Calle El Alto #500, Pukara Sur, D14
-17.431928,-66.106476, Calle Villa San Miguel #501, Ch’aqui Mayu, D14
-17.427059,-66.106909, Calle Ferroviaria #502, Valle Hermoso Sur, D14
-17.452513,-66.109744, Calle El Inca #503, Pukara Sur, D14
-17.442497,-66.107294, Calle Andes #504, Ch’aqui Mayu, D14
-17.446021,-66.114460, Calle El Alto #505, Valle Hermoso Sur, D14
-17.443453,-66.108889, Calle Villa San Miguel #506, Pukara Sur, D14
-17.450477,-66.106364, Calle Ferroviaria #507, Ch’aqui Mayu, D14
-17.444104,-66.115866, Calle El Inca #508, Valle Hermoso Sur, D14
-17.435186,-66.116195, Calle Andes #509, Pukara Sur, D14
-17.428833,-66.110331, Calle El Alto #510, Ch’aqui Mayu, D14
-17.425810,-66.110572, Calle Villa San Miguel #511, Valle Hermoso Sur, D14
-17.436732,-66.111293, Calle Ferroviaria #512, Pukara Sur, D14
-17.433347,-66.113220, Calle El Inca #513, Ch’aqui Mayu, D14
-17.451079,-66.111450, Calle Andes #514, Valle Hermoso Sur, D14
-17.429588,-66.114405, Calle El Alto #515, Pukara Sur, D14
-17.442235,-66.115206, Calle Villa San Miguel #516, Ch’aqui Mayu, D14
-17.428984,-66.110407, Calle Ferroviaria #517, Valle Hermoso Sur, D14
-17.428712,-66.113927, Calle El Inca #518, Pukara Sur, D14
-17.453820,-66.115850, Calle Andes #519, Ch’aqui Mayu, D14
-17.441827,-66.116276, Calle El Alto #520, Valle Hermoso Sur, D14
-17.437194,-66.105597, Calle Villa San Miguel #521, Pukara Sur, D14
-17.440746,-66.111638, Calle Ferroviaria #522, Ch’aqui Mayu, D14
-17.436940,-66.118420, Calle El Inca #523, Valle Hermoso Sur, D14
-17.437578,-66.107123, Calle Andes #524, Pukara Sur, D14
-17.453084,-66.116666, Calle El Alto #525, Ch’aqui Mayu, D14
-17.456389,-66.111615, Calle Villa San Miguel #526, Valle Hermoso Sur, D14
-17.439691,-66.108687, Calle Ferroviaria #527, Pukara Sur, D14
-17.429369,-66.111182, Calle El Inca #528, Ch’aqui Mayu, D14
-17.440315,-66.115111, Calle Andes #529, Valle Hermoso Sur, D14
-17.453305,-66.117584, Calle El Alto #530, Pukara Sur, D14
-17.441488,-66.107378, Calle Villa San Miguel #531, Ch’aqui Mayu, D14
-17.435086,-66.115187, Calle Ferroviaria #532, Valle Hermoso Sur, D14
-17.444408,-66.118011, Calle El Inca #533, Pukara Sur, D14
-17.430264,-66.108109, Calle Andes #534, Ch’aqui Mayu, D14
-17.443875,-66.106207, Calle El Alto #535, Valle Hermoso Sur, D14
-17.449355,-66.115195, Calle Villa San Miguel #536, Pukara Sur, D14
-17.452082,-66.107176, Calle Ferroviaria #537, Ch’aqui Mayu, D14
-17.426059,-66.109235, Calle El Inca #538, Valle Hermoso Sur, D14
-17.449739,-66.113109, Calle Andes #539, Pukara Sur, D14
-17.452528,-66.107291, Calle El Alto #540, Ch’aqui Mayu, D14
-17.453622,-66.114872, Calle Villa San Miguel #541, Valle Hermoso Sur, D14
-17.458766,-66.113627, Calle Ferroviaria #542, Pukara Sur, D14
-17.426841,-66.114567, Calle El Inca #543, Ch’aqui Mayu, D14
-17.439422,-66.105489, Calle Andes #544, Valle Hermoso Sur, D14
-17.432556,-66.108845, Calle El Alto #545, Pukara Sur, D14
-17.439856,-66.118212, Calle Villa San Miguel #546, Ch’aqui Mayu, D14
-17.439742,-66.111255, Calle Ferroviaria #547, Valle Hermoso Sur, D14
-17.446955,-66.105319, Calle El Inca #548, Pukara Sur, D14
-17.432063,-66.107404, Calle Andes #549, Ch’aqui Mayu, D14
-17.445981,-66.111038, Calle El Alto #550, Valle Hermoso Sur, D14
-17.430468,-66.106937, Calle Villa San Miguel #551, Pukara Sur, D14
-17.440808,-66.114041, Calle Ferroviaria #552, Ch’aqui Mayu, D14
-17.436210,-66.108680, Calle El Inca #553, Valle Hermoso Sur, D14
-17.438425,-66.114828, Calle Andes #554, Pukara Sur, D14
-17.429691,-66.114041, Calle El Alto #555, Ch’aqui Mayu, D14
-17.429312,-66.109306, Calle Villa San Miguel #556, Valle Hermoso Sur, D14
-17.436319,-66.109143, Calle Ferroviaria #557, Pukara Sur, D14
-17.457833,-66.113312, Calle El Inca #558, Ch’aqui Mayu, D14
-17.438162,-66.110343, Calle Andes #559, Valle Hermoso Sur, D14
-17.439233,-66.110694, Calle El Alto #560, Pukara Sur, D14
-17.448910,-66.112385, Calle Villa San Miguel #561, Ch’aqui Mayu, D14
-17.425771,-66.111737, Calle Ferroviaria #562, Valle Hermoso Sur, D14
-17.432168,-66.114821, Calle El Inca #563, Pukara Sur, D14
-17.440690,-66.110770, Calle Andes #564, Ch’aqui Mayu, D14
-17.435016,-66.105691, Calle El Alto #565, Valle Hermoso Sur, D14
-17.443912,-66.113914, Calle Villa San Miguel #566, Pukara Sur, D14
-17.443022,-66.117982, Calle Ferroviaria #567, Ch’aqui Mayu, D14
-17.451077,-66.106326, Calle El Inca #568, Valle Hermoso Sur, D14
-17.436576,-66.111721, Calle Andes #569, Pukara Sur, D14
-17.436323,-66.107053, Calle El Alto #570, Ch’aqui Mayu, D14
-17.450221,-66.107223, Calle Villa San Miguel #571, Valle Hermoso Sur, D14
-17.437663,-66.110087, Calle Ferroviaria #572, Pukara Sur, D14
-17.451374,-66.118194, Calle El Inca #573, Ch’aqui Mayu, D14
-17.431433,-66.105687, Calle Andes #574, Valle Hermoso Sur, D14
-17.441051,-66.118603, Calle El Alto #575, Pukara Sur, D14
-17.426672,-66.110947, Calle Villa San Miguel #576, Ch’aqui Mayu, D14
-17.434043,-66.113941, Calle Ferroviaria #577, Valle Hermoso Sur, D14
-17.443280,-66.116768, Calle El Inca #578, Pukara Sur, D14
-17.432765,-66.109979, Calle Andes #579, Ch’aqui Mayu, D14
-17.439146,-66.118722, Calle El Alto #580, Valle Hermoso Sur, D14
-17.431352,-66.109007, Calle Villa San Miguel #581, Pukara Sur, D14
-17.456220,-66.112097, Calle Ferroviaria #582, Ch’aqui Mayu, D14
-17.438964,-66.106760, Calle El Inca #583, Valle Hermoso Sur, D14
-17.440699,-66.112886, Calle Andes #584, Pukara Sur, D14
-17.459141,-66.113872, Calle El Alto #585, Ch’aqui Mayu, D14
-17.436481,-66.114543, Calle Villa San Miguel #586, Valle Hermoso Sur, D14
-17.432098,-66.104838, Calle Ferroviaria #587, Pukara Sur, D14
-17.448317,-66.109343, Calle El Inca #588, Ch’aqui Mayu, D14
-17.453159,-66.114784, Calle Andes #589, Valle Hermoso Sur, D14
-17.445469,-66.107746, Calle El Alto #590, Pukara Sur, D14
-17.434289,-66.115607, Calle Villa San Miguel #591, Ch’aqui Mayu, D14
-17.448535,-66.107156, Calle Ferroviaria #592, Valle Hermoso Sur, D14
-17.448844,-66.106885, Calle El Inca #593, Pukara Sur, D14
-17.443876,-66.113849, Calle Andes #594, Ch’aqui Mayu, D14
-17.428799,-66.106114, Calle El Alto #595, Valle Hermoso Sur, D14
-17.438462,-66.103959, Calle Villa San Miguel #596, Pukara Sur, D14
-17.451211,-66.117014, Calle Ferroviaria #597, Ch’aqui Mayu, D14
-17.428358,-66.109344, Calle El Inca #598, Valle Hermoso Sur, D14
-17.432772,-66.111725, Calle Andes #599, Pukara Sur, D14
-17.454508,-66.112426, Calle El Alto #600, Ch’aqui Mayu, D14
-17.454794,-66.113491, Calle Villa San Miguel #601, Valle Hermoso Sur, D14
-17.436488,-66.118979, Calle Ferroviaria #602, Pukara Sur, D14
-17.447718,-66.108840, Calle El Inca #603, Ch’aqui Mayu, D14
-17.447621,-66.106914, Calle Andes #604, Valle Hermoso Sur, D14
-17.436988,-66.109816, Calle El Alto #605, Pukara Sur, D14
-17.455765,-66.113539, Calle Villa San Miguel #606, Ch’aqui Mayu, D14
-17.457371,-66.113994, Calle Ferroviaria #607, Valle Hermoso Sur, D14
-17.434856,-66.111692, Calle El Inca #608, Pukara Sur, D14
-17.440748,-66.111999, Calle Andes #609, Ch’aqui Mayu, D14
-17.456400,-66.115848, Calle El Alto #610, Valle Hermoso Sur, D14
-17.449918,-66.106147, Calle Villa San Miguel #611, Pukara Sur, D14
-17.429133,-66.109444, Calle Ferroviaria #612, Ch’aqui Mayu, D14
-17.428243,-66.115220, Calle El Inca #613, Valle Hermoso Sur, D14
-17.448957,-66.109177, Calle Andes #614, Pukara Sur, D14
-17.428451,-66.108975, Calle El Alto #615, Ch’aqui Mayu, D14
-17.435237,-66.116230, Calle Villa San Miguel #616, Valle Hermoso Sur, D14
-17.440264,-66.105097, Calle Ferroviaria #617, Pukara Sur, D14
-17.426832,-66.108374, Calle El Inca #618, Ch’aqui Mayu, D14
-17.452186,-66.113051, Calle Andes #619, Valle Hermoso Sur, D14
-17.452091,-66.115313, Calle El Alto #620, Pukara Sur, D14
-17.447866,-66.105489, Calle Villa San Miguel #621, Ch’aqui Mayu, D14
-17.444403,-66.117423, Calle Ferroviaria #622, Valle Hermoso Sur, D14
-17.454756,-66.116901, Calle El Inca #623, Pukara Sur, D14
-17.451667,-66.108441, Calle Andes #624, Ch’aqui Mayu, D14
-17.433983,-66.110187, Calle El Alto #625, Valle Hermoso Sur, D14
-17.439615,-66.108939, Calle Villa San Miguel #626, Pukara Sur, D14
-17.436642,-66.116809, Calle Ferroviaria #627, Ch’aqui Mayu, D14
-17.432767,-66.112083, Calle El Inca #628, Valle Hermoso Sur, D14
-17.443228,-66.111291, Calle Andes #629, Pukara Sur, D14
-17.448574,-66.105167, Calle El Alto #630, Ch’aqui Mayu, D14
-17.452028,-66.107425, Calle Villa San Miguel #631, Valle Hermoso Sur, D14
-17.444819,-66.105865, Calle Ferroviaria #632, Pukara Sur, D14
-17.446312,-66.110594, Calle El Inca #633, Ch’aqui Mayu, D14
-17.449973,-66.106213, Calle Andes #634, Valle Hermoso Sur, D14
-17.436016,-66.105165, Calle El Alto #635, Pukara Sur, D14
-17.442698,-66.112742, Calle Villa San Miguel #636, Ch’aqui Mayu, D14
-17.442244,-66.109678, Calle Ferroviaria #637, Valle Hermoso Sur, D14
-17.436395,-66.118356, Calle El Inca #638, Pukara Sur, D14
-17.446141,-66.111754, Calle Andes #639, Ch’aqui Mayu, D14
-17.451747,-66.107593, Calle El Alto #640, Valle Hermoso Sur, D14
-17.447258,-66.110510, Calle Villa San Miguel #641, Pukara Sur, D14
-17.431320,-66.115433, Calle Ferroviaria #642, Ch’aqui Mayu, D14
-17.439023,-66.107031, Calle El Inca #643, Valle Hermoso Sur, D14
-17.439198,-66.114541, Calle Andes #644, Pukara Sur, D14
-17.444031,-66.114468, Calle El Alto #645, Ch’aqui Mayu, D14
-17.457218,-66.114679, Calle Villa San Miguel #646, Valle Hermoso Sur, D14
-17.430834,-66.114382, Calle Ferroviaria #647, Pukara Sur, D14
-17.446913,-66.106196, Calle El Inca #648, Ch’aqui Mayu, D14
-17.444894,-66.109123, Calle Andes #649, Valle Hermoso Sur, D14
-17.442007,-66.107626, Calle El Alto #650, Pukara Sur, D14
-17.444499,-66.107245, Calle Villa San Miguel #651, Ch’aqui Mayu, D14
-17.437501,-66.115170, Calle Ferroviaria #652, Valle Hermoso Sur, D14
-17.436111,-66.103654, Calle El Inca #653, Pukara Sur, D14
-17.437430,-66.117265, Calle Andes #654, Ch’aqui Mayu, D14
-17.422297,-66.110013, Calle El Alto #655, Valle Hermoso Sur, D14
-17.435417,-66.114575, Calle Villa San Miguel #656, Pukara Sur, D14
-17.442853,-66.107294, Calle Ferroviaria #657, Ch’aqui Mayu, D14
-17.440061,-66.112136, Calle El Inca #658, Valle Hermoso Sur, D14
-17.449628,-66.113808, Calle Andes #659, Pukara Sur, D14
-17.459787,-66.115005, Calle El Alto #660, Ch’aqui Mayu, D14
-17.449688,-66.107052, Calle Villa San Miguel #661, Valle Hermoso Sur, D14
-17.452023,-66.112978, Calle Ferroviaria #662, Pukara Sur, D14
-17.436556,-66.112146, Calle El Inca #663, Ch’aqui Mayu, D14
-17.444482,-66.107258, Calle Andes #664, Valle Hermoso Sur, D14
-17.428560,-66.107651, Calle El Alto #665, Pukara Sur, D14
-17.439043,-66.104072, Calle Villa San Miguel #666, Ch’aqui Mayu, D14
-17.434394,-66.111147, Calle Ferroviaria #667, Valle Hermoso Sur, D14
-17.443334,-66.108708, Calle El Inca #668, Pukara Sur, D14
-17.437568,-66.113423, Calle Andes #669, Ch’aqui Mayu, D14
-17.456977,-66.114373, Calle El Alto #670, Valle Hermoso Sur, D14
-17.422319,-66.111403, Calle Villa San Miguel #671, Pukara Sur, D14
-17.432949,-66.108771, Calle Ferroviaria #672, Ch’aqui Mayu, D14
-17.440874,-66.114904, Calle El Inca #673, Valle Hermoso Sur, D14
-17.436138,-66.112020, Calle Andes #674, Pukara Sur, D14
-17.427021,-66.111275, Calle El Alto #675, Ch’aqui Mayu, D14
-17.432010,-66.111881, Calle Villa San Miguel #676, Valle Hermoso Sur, D14
-17.440988,-66.107615, Calle Ferroviaria #677, Pukara Sur, D14
-17.428523,-66.106612, Calle El Inca #678, Ch’aqui Mayu, D14
-17.446456,-66.110454, Calle Andes #679, Valle Hermoso Sur, D14
-17.452187,-66.114891, Calle El Alto #680, Pukara Sur, D14
-17.450193,-66.111334, Calle Villa San Miguel #681, Ch’aqui Mayu, D14
-17.429842,-66.112840, Calle Ferroviaria #682, Valle Hermoso Sur, D14
-17.451667,-66.116609, Calle El Inca #683, Pukara Sur, D14
-17.442821,-66.118684, Calle Andes #684, Ch’aqui Mayu, D14
-17.434717,-66.114728, Calle El Alto #685, Valle Hermoso Sur, D14
-17.420944,-66.110603, Calle Villa San Miguel #686, Pukara Sur, D14
-17.435280,-66.109120, Calle Ferroviaria #687, Ch’aqui Mayu, D14
-17.454298,-66.111661, Calle El Inca #688, Valle Hermoso Sur, D14
-17.441716,-66.107427, Calle Andes #689, Pukara Sur, D14
-17.433302,-66.106457, Calle El Alto #690, Ch’aqui Mayu, D14
-17.438420,-66.106557, Calle Villa San Miguel #691, Valle Hermoso Sur, D14
-17.457952,-66.114209, Calle Ferroviaria #692, Pukara Sur, D14
-17.424670,-66.110237, Calle El Inca #693, Ch’aqui Mayu, D14
-17.441410,-66.116341, Calle Andes #694, Valle Hermoso Sur, D14
-17.425063,-66.109403, Calle El Alto #695, Pukara Sur, D14
-17.444224,-66.107859, Calle Villa San Miguel #696, Ch’aqui Mayu, D14
-17.437125,-66.113926, Calle Ferroviaria #697, Valle Hermoso Sur, D14
-17.450310,-66.112002, Calle El Inca #698, Pukara Sur, D14
-17.457241,-66.114944, Calle Andes #699, Ch’aqui Mayu, D14
-17.442887,-66.116559, Calle El Alto #700, Valle Hermoso Sur, D14
-17.443648,-66.105250, Calle Villa San Miguel #701, Pukara Sur, D14
-17.432381,-66.111005, Calle Ferroviaria #702, Ch’aqui Mayu, D14
-17.446583,-66.111134, Calle El Inca #703, Valle Hermoso Sur, D14
-17.431857,-66.106453, Calle Andes #704, Pukara Sur, D14
-17.429546,-66.107965, Calle El Alto #705, Ch’aqui Mayu, D14
-17.452253,-66.112850, Calle Villa San Miguel #706, Valle Hermoso Sur, D14
-17.440053,-66.104260, Calle Ferroviaria #707, Pukara Sur, D14
-17.437750,-66.113506, Calle El Inca #708, Ch’aqui Mayu, D14
-17.441116,-66.107646, Calle Andes #709, Valle Hermoso Sur, D14
-17.440558,-66.105163, Calle El Alto #710, Pukara Sur, D14
-17.425713,-66.110740, Calle Villa San Miguel #711, Ch’aqui Mayu, D14
-17.442368,-66.107654, Calle Ferroviaria #712, Valle Hermoso Sur, D14
-17.436194,-66.111486, Calle El Inca #713, Pukara Sur, D14
-17.431203,-66.111732, Calle Andes #714, Ch’aqui Mayu, D14
-17.436370,-66.103734, Calle El Alto #715, Valle Hermoso Sur, D14
-17.440146,-66.114127, Calle Villa San Miguel #716, Pukara Sur, D14
-17.437412,-66.117017, Calle Ferroviaria #717, Ch’aqui Mayu, D14
-17.439646,-66.114359, Calle El Inca #718, Valle Hermoso Sur, D14
-17.442293,-66.117933, Calle Andes #719, Pukara Sur, D14
-17.452010,-66.107278, Calle El Alto #720, Ch’aqui Mayu, D14
-17.457044,-66.112645, Calle Villa San Miguel #721, Valle Hermoso Sur, D14
-17.439602,-66.110591, Calle Ferroviaria #722, Pukara Sur, D14
-17.430496,-66.107126, Calle El Inca #723, Ch’aqui Mayu, D14
-17.426677,-66.114609, Calle Andes #724, Valle Hermoso Sur, D14
-17.431840,-66.105721, Calle El Alto #725, Pukara Sur, D14
-17.446642,-66.112778, Calle Villa San Miguel #726, Ch’aqui Mayu, D14
-17.434081,-66.104450, Calle Ferroviaria #727, Valle Hermoso Sur, D14
-17.455357,-66.111626, Calle El Inca #728, Pukara Sur, D14
-17.438222,-66.110625, Calle Andes #729, Ch’aqui Mayu, D14
-17.451661,-66.118321, Calle El Alto #730, Valle Hermoso Sur, D14
-17.442220,-66.113704, Calle Villa San Miguel #731, Pukara Sur, D14
-17.446541,-66.111831, Calle Ferroviaria #732, Ch’aqui Mayu, D14
-17.442050,-66.114215, Calle El Inca #733, Valle Hermoso Sur, D14
-17.424101,-66.110049, Calle Andes #734, Pukara Sur, D14
-17.433666,-66.107555, Calle El Alto #735, Ch’aqui Mayu, D14
-17.434207,-66.114199, Calle Villa San Miguel #736, Valle Hermoso Sur, D14
-17.443458,-66.105833, Calle Ferroviaria #737, Pukara Sur, D14
-17.447036,-66.110244, Calle El Inca #738, Ch’aqui Mayu, D14
-17.436519,-66.111699, Calle Andes #739, Valle Hermoso Sur, D14
-17.447680,-66.111624, Calle El Alto #740, Pukara Sur, D14
-17.437759,-66.118840, Calle Villa San Miguel #741, Ch’aqui Mayu, D14
-17.426828,-66.113839, Calle Ferroviaria #742, Valle Hermoso Sur, D14
-17.432782,-66.109905, Calle El Inca #743, Pukara Sur, D14
-17.428455,-66.111733, Calle Andes #744, Ch’aqui Mayu, D14
-17.446457,-66.108699, Calle El Alto #745, Valle Hermoso Sur, D14
-17.431068,-66.112637, Calle Villa San Miguel #746, Pukara Sur, D14
-17.427758,-66.109652, Calle Ferroviaria #747, Ch’aqui Mayu, D14
-17.433938,-66.103487, Calle El Inca #748, Valle Hermoso Sur, D14
-17.430761,-66.106511, Calle Andes #749, Pukara Sur, D14
-17.448373,-66.113317, Calle El Alto #750, Ch’aqui Mayu, D14
-17.441382,-66.107065, Calle Villa San Miguel #751, Valle Hermoso Sur, D14
-17.435082,-66.111443, Calle Ferroviaria #752, Pukara Sur, D14
-17.443165,-66.105214, Calle El Inca #753, Ch’aqui Mayu, D14
-17.458825,-66.113421, Calle Andes #754, Valle Hermoso Sur, D14
-17.447446,-66.111991, Calle El Alto #755, Pukara Sur, D14
-17.436566,-66.113782, Calle Villa San Miguel #756, Ch’aqui Mayu, D14
-17.436918,-66.117286, Calle Ferroviaria #757, Valle Hermoso Sur, D14
-17.449142,-66.109880, Calle El Inca #758, Pukara Sur, D14
-17.430875,-66.113586, Calle Andes #759, Ch’aqui Mayu, D14
-17.434606,-66.111859, Calle El Alto #760, Valle Hermoso Sur, D14
-17.442083,-66.106485, Calle Villa San Miguel #761, Pukara Sur, D14
-17.455160,-66.115155, Calle Ferroviaria #762, Ch’aqui Mayu, D14
-17.455212,-66.110272, Calle El Inca #763, Valle Hermoso Sur, D14
-17.453949,-66.109845, Calle Andes #764, Pukara Sur, D14
-17.448251,-66.110063, Calle El Alto #765, Ch’aqui Mayu, D14
-17.441864,-66.119433, Calle Villa San Miguel #766, Valle Hermoso Sur, D14
-17.429457,-66.108854, Calle Ferroviaria #767, Pukara Sur, D14
-17.458191,-66.114485, Calle El Inca #768, Ch’aqui Mayu, D14
-17.450149,-66.109787, Calle Andes #769, Valle Hermoso Sur, D14
-17.445663,-66.113632, Calle El Alto #770, Pukara Sur, D14
-17.439174,-66.109765, Calle Villa San Miguel #771, Ch’aqui Mayu, D14
-17.440728,-66.110684, Calle Ferroviaria #772, Valle Hermoso Sur, D14
-17.427645,-66.113752, Calle El Inca #773, Pukara Sur, D14
-17.430674,-66.108486, Calle Andes #774, Ch’aqui Mayu, D14
-17.443723,-66.114246, Calle El Alto #775, Valle Hermoso Sur, D14
-17.435751,-66.105355, Calle Villa San Miguel #776, Pukara Sur, D14
-17.451024,-66.113728, Calle Ferroviaria #777, Ch’aqui Mayu, D14
-17.445504,-66.115520, Calle El Inca #778, Valle Hermoso Sur, D14
-17.439233,-66.108200, Calle Andes #779, Pukara Sur, D14
-17.453343,-66.117511, Calle El Alto #780, Ch’aqui Mayu, D14
-17.459527,-66.114282, Calle Villa San Miguel #781, Valle Hermoso Sur, D14
-17.426030,-66.113402, Calle Ferroviaria #782, Pukara Sur, D14
-17.425523,-66.110009, Calle El Inca #783, Ch’aqui Mayu, D14
-17.451641,-66.108634, Calle Andes #784, Valle Hermoso Sur, D14
-17.438435,-66.109947, Calle El Alto #785, Pukara Sur, D14
-17.458712,-66.114066, Calle Villa San Miguel #786, Ch’aqui Mayu, D14
-17.450380,-66.113950, Calle Ferroviaria #787, Valle Hermoso Sur, D14
-17.450762,-66.106392, Calle El Inca #788, Pukara Sur, D14
-17.435273,-66.110280, Calle Andes #789, Ch’aqui Mayu, D14
-17.426305,-66.114177, Calle El Alto #790, Valle Hermoso Sur, D14
-17.453334,-66.116005, Calle Villa San Miguel #791, Pukara Sur, D14
-17.443367,-66.112807, Calle Ferroviaria #792, Ch’aqui Mayu, D14
-17.427326,-66.112611, Calle El Inca #793, Valle Hermoso Sur, D14
